"Nº de registo";"Data do registo";"Nome do Alojamento";"Imovél Posterior 1951";"Data Abertura Público";"Modalidade";"Nº Camas";"Nº Utentes";"Nº Quartos";"Nº Beliches";"Localização (Endereço)";"Localização (Código postal)";"Localização (Localidade)";"Localização (Freguesia)";"Localização (Concelho)";"Localização (Distrito)";"NUTT II";"Nome do Titular da Exploração";"Titular Qualidade";"Contribuinte";"Titular Tipo";"Titular País";"Contacto (Telefone)";"Contacto (Fax)";"Contacto (Telemovel)";"Estab.SAUDÁVEL&SEGURO"
"38098/AL";"2016-12-28";"Go2Oporto - A-Portoments III";"S";"2016-12-28";"Apartamento";"1";"2";"0";;"Rua Rua Caldeireiros, 59 2º frente Porto";"4050-137";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Cidadeximia Lda";"Outro";"509067786";"Pessoa coletiva";"Portugal";;;"914074618";"Sim"
"38093/AL";"2016-12-28";"Go2Oporto - A-Portoments II";"S";"2016-12-28";"Apartamento";"1";"2";"0";;"Rua Rua Caldeireiros, 59 1º  Traseiras Porto";"4050-137";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Cidadeximia Lda";"Outro";"509067786";"Pessoa coletiva";"Portugal";;;"914074618";"Sim"
"38092/AL";"2016-12-28";"Go2Oporto - A-Portoments I";"S";"2016-12-28";"Apartamento";"1";"2";"0";;"Rua Rua Caldeireiros, 59 1º Frente Porto";"4050-137";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Cidadeximia Lda";"Outro";"509067786";"Pessoa coletiva";"Portugal";;;"914074618";"Sim"
"38062/AL";"2016-12-27";"Music House";"S";"2016-12-27";"Apartamento";"4";"6";"3";;"Rua Rua Oliveira Monteiro, 379 2 Dto";"4050-443";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"38039/AL";"2016-12-26";"São Roque Garden Rooms";"N";"2016-12-31";"Estabelecimento de hospedagem";"4";"5";"3";;"Rua Rua São Roque da Lameira, 2129";"4350-317";"Porto";"Campanhã";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"38038/AL";"2016-12-26";"Varanda sobre o Porto";"S";"2016-12-26";"Apartamento";"2";"3";"1";;"Rua Gonçalo Cristovão, 356 5º Esq";"4000-266";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"38023/AL";"2016-12-23";"José Falcão 185";"N";"2016-12-23";"Apartamento";"1";"2";"1";;"Rua Rua José Falcão, 185 1º Direito";"4050-317";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"37995/AL";"2016-12-22";"Oporto Coliseum Residence";"S";"2017-10-01";"Apartamento";"2";"4";"0";;"Rua Rua Passos Manuel, 222 3.º Esquerdo";"4000-382";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Penaland Empreendimentos Imobiliários Lda";"Proprietário";"508403146";"Pessoa coletiva";"Portugal";;;"917326165";"Não"
"37992/AL";"2016-12-22";"OPorto old in New";"S";"2016-12-22";"Apartamento";"2";"4";"0";;"Rua Rua Fernandes Tomás, 896 1º Esq.";"4000-213";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"37939/AL";"2016-12-21";"My Home In Porto II";"S";"2017-01-01";"Apartamento";"4";"6";"2";;"Rua Rua Chaimite, 10 2.º Esquerdo";"4050-193";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"37927/AL";"2016-12-21";"Jorge";"S";"2017-01-01";"Apartamento";"2";"4";"1";;"1ª Rua Rua da Boavista, 307 r/c";"4050-107";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"37908/AL";"2016-12-21";"JS1";"S";"2016-12-21";"Apartamento";"2";"4";"1";;"Rua Rua Bonjardim, 672 2ª B";"4000-119";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"37906/AL";"2016-12-21";"Yellow Tiles";"S";"2016-12-21";"Apartamento";"2";"4";"0";;"Rua Rua Boavista, 161 3º Traseiras São Pedro do Sul";"4050-107";"São Pedro do Sul";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"37883/AL";"2016-12-20";"Loios 66 4º andar";"S";"2016-12-20";"Apartamento";"2";"3";"0";;"Largo Largo Lóios, 66  4º andar";"4050-338";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Azulprodigioso lda";"Comodatário";"514512717";"Pessoa coletiva";"Portugal";;;"005585986168013";"Não"
"37881/AL";"2016-12-20";"Loios 66 3º Andar";"S";"2016-12-20";"Apartamento";"2";"3";"0";;"Largo Largo Lóios, 66 3º andar";"4050-338";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Azulprodigioso lda";"Comodatário";"514512717";"Pessoa coletiva";"Portugal";;;"005585986168013";"Não"
"37875/AL";"2016-12-20";"Dragão Estádio";"S";"2016-12-20";"Apartamento";"3";"5";"3";;"Rua Rua Rodrigo Álvares, 21 1 Dto";"4350-278";"Porto";"Campanhã";"Porto";"Porto";"Norte";"Mundos Globais Silva & Pinto - Alojamento Local, Turismo, Eventos e Administraçã";"Arrendatário";"514177845";"Pessoa coletiva";"Portugal";;;;"Não"
"37861/AL";"2016-12-20";"Oporto House 31";"N";"2016-12-23";"Moradia";"2";"4";"1";;"Rua Rua 1, 31 Bairro Herculano";"4000-284";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"37850/AL";"2016-12-20";"Porto.unbend";"S";"2016-12-20";"Apartamento";"1";"2";"1";;"Rua Rua Fonte da Moura, 741 2.º Traseiras";"4100-256";"Porto";"Aldoar, Foz do Douro e Nevogilde";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"37841/AL";"2016-12-19";"Oporto Street Sá de Noronha";"S";"2016-12-19";"Apartamento";"1";"2";"0";;"Rua Rua Sá Noronha, 59 4º Traz";"4050-527";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Página Cortesia Lda  ";"Arrendatário";"513958940";"Pessoa coletiva";"Portugal";;;"918694453";"Não"
"37840/AL";"2016-12-19";"Oporto Street Sá de Noronha";"S";"2016-12-19";"Apartamento";"1";"2";"0";;"Rua Rua Sá Noronha, 59 4º Frente";"4050-527";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Página Cortesia Lda  ";"Arrendatário";"513958940";"Pessoa coletiva";"Portugal";;;"918694453";"Não"
"37839/AL";"2016-12-19";"Oporto Street Sá de Noronha";"S";"2016-12-19";"Apartamento";"1";"2";"0";;"Rua Rua Sá Noronha, 59 3º traz";"4050-527";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Página Cortesia Lda  ";"Arrendatário";"513958940";"Pessoa coletiva";"Portugal";;;"918694453";"Não"
"37838/AL";"2016-12-19";"Oporto Street Sá de Noronha";"S";"2016-12-19";"Apartamento";"1";"2";"0";;"Rua Rua Sá Noronha, 59 2º Traz";"4050-527";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Página Cortesia Lda  ";"Arrendatário";"513958940";"Pessoa coletiva";"Portugal";;;"918694453";"Não"
"37837/AL";"2016-12-19";"Estrela";"N";"2017-01-02";"Apartamento";"6";"8";"4";;"1ª Rua Rua da Boavista, 311 2";"4050-107";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"37834/AL";"2016-12-19";"Oporto Street Sá de Noronha";"S";"2016-12-19";"Apartamento";"1";"2";"0";;"Rua Rua Sá Noronha, 59 1º Traz";"4050-527";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Página Cortesia Lda  ";"Arrendatário";"513958940";"Pessoa coletiva";"Portugal";;;"918694453";"Não"
"37833/AL";"2016-12-19";"Oporto Street Sá de Noronha";"S";"2016-12-19";"Apartamento";"1";"2";"0";;"Rua Rua Sá Noronha, 59 1º Frente";"4050-527";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Página Cortesia Lda  ";"Arrendatário";"513958940";"Pessoa coletiva";"Portugal";;;"918694453";"Não"
"37832/AL";"2016-12-19";"Casa Foz Nova";"S";"2016-05-01";"Apartamento";"6";"6";"3";;"Rua Rua Marechal Saldanha, 731 R/C Esq.º";"4150-658";"Porto";"Aldoar, Foz do Douro e Nevogilde";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"37831/AL";"2016-12-19";"Oporto Street Sá de Noronha";"S";"2016-12-19";"Apartamento";"1";"2";"0";;"Rua Rua Sá Noronha, 59 3º Frente";"4050-527";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Página Cortesia Lda  ";"Arrendatário";"513958940";"Pessoa coletiva";"Portugal";;;"918694453";"Sim"
"37827/AL";"2016-12-19";"Oporto Street Sá de Noronha";"S";"2016-12-19";"Apartamento";"1";"2";"0";;"Rua Rua Sá Noronha, 59 2º Frente";"4050-527";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Página Cortesia Lda   ";"Arrendatário";"513958940";"Pessoa coletiva";"Portugal";;;"918694453";"Não"
"37815/AL";"2016-12-19";"Casa da Foz";"S";"2016-12-19";"Apartamento";"3";"4";"2";;"Rua Rua Senhora Luz, 85 1 Esquerdo";"4150-696";"Porto";"Aldoar, Foz do Douro e Nevogilde";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"37793/AL";"2016-12-16";"InSitu";"S";"2016-12-16";"Apartamento";"2";"4";"1";;"Rua Rua Estêvão, 16/20 3.º ";"4000-200";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Carolina Costa, Unipessoal Lda.";"Arrendatário";"514432900";"Pessoa coletiva";"Portugal";"912233052";;"917969322";"Sim"
"37792/AL";"2016-12-16";"InSitu";"S";"2016-12-16";"Apartamento";"2";"6";"2";;"Rua Rua Estêvão, 16/20 R/C";"4000-200";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Carolina Costa, Unipessoal Lda.";"Arrendatário";"514432900";"Pessoa coletiva";"Portugal";;;"911833842";"Sim"
"37786/AL";"2016-12-16";"InSitu";"S";"2016-12-16";"Apartamento";"1";"2";"0";;"Rua Rua Estêvão, 16/20 2.º  Tras.  Porto";"4000-200";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Carolina Costa, Unipessoal Lda.";"Arrendatário";"514432900";"Pessoa coletiva";"Portugal";;;"911833842";"Sim"
"37784/AL";"2016-12-16";"InSitu";"N";"2016-12-16";"Apartamento";"1";"4";"0";;"Rua Rua Estêvão, 16/20 2.º  Frt. ";"4000-200";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Carolina Costa, Unipessoal Lda.";"Arrendatário";"514432900";"Pessoa coletiva";"Portugal";;;"911833842";"Sim"
"37781/AL";"2016-12-16";"InSitu";"N";"2016-12-16";"Apartamento";"1";"2";"0";;"Rua Rua Estêvão, 16/20 1.º  Tras.";"4000-200";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Carolina Costa, Unipessoal Lda.";"Arrendatário";"514432900";"Pessoa coletiva";"Portugal";;;"911833842";"Sim"
"37777/AL";"2016-12-16";"Loios - 66 2º andar";"S";"2016-12-16";"Apartamento";"2";"3";"0";;"Largo Largo Lóios, 66 2º";"4050-338";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Azulprodigioso lda";"Comodatário";"514512717";"Pessoa coletiva";"Portugal";;;"005585986168013";"Não"
"37749/AL";"2016-12-16";"Bonjardim Duplex Charming Apartment";"S";"2016-12-16";"Apartamento";"2";"3";"0";;"Travessa Travessa Liceiras, 4 3º G";"4000-323";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"37735/AL";"2016-12-15";"Porto Downtown Flats";"S";"2016-11-01";"Apartamento";"2";"4";"1";;"Rua Ferreira Borges, 76 2º Traseiras";"4050-252";"Ribeira";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Narrativas Urbanas Lda";"Arrendatário";"513499920";"Pessoa coletiva";"Portugal";"914646282";;"914646282";"Sim"
"37732/AL";"2016-12-15";"Porto Downtown Flats";"S";"2015-07-01";"Apartamento";"2";"4";"0";;"Rua São João, 68 3º Esquerdo";"4050-552";"Ribeira";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Narrativas Urbanas Lda";"Arrendatário";"513499920";"Pessoa coletiva";"Portugal";"914646282";;"914646282";"Sim"
"37731/AL";"2016-12-15";"Casa do Parque";"S";"2016-05-11";"Apartamento";"4";"8";"4";;"Rua Rua Pedro Homem de Melo, 187 8º hab.8.3";"4150-598";"Porto";"Aldoar, Foz do Douro e Nevogilde";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"37729/AL";"2016-12-15";"Porto Downtown Flats";"S";"2015-06-01";"Apartamento";"2";"4";"1";;"Rua Ferreira Borges, 76 6º Traseiras";"4050-252";"Ribeira";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Narrativas Urbanas Lda";"Arrendatário";"513499920";"Pessoa coletiva";"Portugal";"914646282";;"914646282";"Sim"
"37726/AL";"2016-12-15";"OportoBatalha ";"S";"2016-12-15";"Apartamento";"2";"4";"1";;"Rua Rua Entreparedes, 6 3.º  E";"4000-198";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"37703/AL";"2016-12-15";"Júlia Mafalda Guerreiro Chaves Guimarães";"S";"2016-12-15";"Apartamento";"1";"2";"1";;"Rua Rua Camões, 871 3º Dt.";"4000-149";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"37699/AL";"2016-12-15";"Porto Sunny Terrace Almada";"S";"2016-12-19";"Apartamento";"2";"3";"0";;"Rua Rua Almada, 261 5º Dto Tras";"4050-036";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"37698/AL";"2016-12-15";"PORTO IN";"S";"2016-12-15";"Apartamento";"3";"6";"3";;"Rua Rua Nossa Senhora Fátima, 486 1º Esq";"4050-426";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Usufrutuário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"37697/AL";"2016-12-15";"Elegant Loft";"N";"2017-01-01";"Apartamento";"3";"6";"0";;"Rua Rua Costa Cabral, 256 2.º E";"4200-208";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"37673/AL";"2016-12-14";"Porto House Limon";"N";"2016-12-14";"Estabelecimento de hospedagem";"8";"8";"6";;"Rua Rua Aníbal Cunha, 269 1º, 2º e 3";"4050-049";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Outro";;"Pessoa singular (empresário em nome individual)";"Líbano";;;;"Não"
"37632/AL";"2016-12-13";"Apartamento Terraços Mártires da Liberdade";"S";"2016-12-13";"Apartamento";"4";"6";"1";;"Rua Rua Mártires da Liberdade, 81 3.º Dt.º";"4050-361";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"37631/AL";"2016-12-13";"Apartamento no centro do Porto";"N";"2016-12-13";"Apartamento";"4";"6";"2";;"Rua Rua Rosário, 198 4.º Hab. 6";"4050-521";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"37625/AL";"2016-12-13";"Virtudes Terrace";"S";"2016-12-20";"Apartamento";"3";"5";"2";;"Passeio Passeio Virtudes, 7 6º Frente";"4050-629";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"37623/AL";"2016-12-13";"Downtown Studio";"N";"2016-12-28";"Apartamento";"2";"3";"0";;"Rua Rua Almada, 261 5º Drt.º Frt.";"4050-038";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"37606/AL";"2016-12-13";"Bonjardim 606";"S";"2016-12-13";"Apartamento";"2";"4";"1";;"Rua Rua Bonjardim, 606 R/C  Traseiras";"4000-118";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"37605/AL";"2016-12-13";"Suite São Dinis";"S";"2016-12-17";"Apartamento";"1";"2";"1";;"Travessa Travessa São Dinis, 31 2º Esq.";"4250-441";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"37602/AL";"2016-12-13";"162 SOL APARTMENTS";"S";"2016-12-13";"Apartamento";"7";"10";"3";;"Rua Rua Sol, 162/172 3º";"4000-529";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Organizações Quitex, Importadora Exportadora, Lda";"Comodatário";"500578966";"Pessoa coletiva";"Portugal";"226162727";;"939887272";"Não"
"37584/AL";"2016-12-12";"Almada Domus";"S";"2016-12-13";"Estabelecimento de hospedagem";"8";"16";"8";;"Rua Rua Almada, 495";"4050-039";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"LCSPM - SOCIEDADE IMOBILIARIA UNIPESSOAL LDA";"Proprietário";"510574939";"Pessoa coletiva";"Portugal";;;;"Não"
"37565/AL";"2016-12-12";"DaPraça Apartments";"N";"2016-12-12";"Apartamento";"2";"4";"0";;"Rua Rua Joaquim António de Aguiar, 82 1º Tras";"4000-309";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
