"Nº de registo";"Data do registo";"Nome do Alojamento";"Imovél Posterior 1951";"Data Abertura Público";"Modalidade";"Nº Camas";"Nº Utentes";"Nº Quartos";"Nº Beliches";"Localização (Endereço)";"Localização (Código postal)";"Localização (Localidade)";"Localização (Freguesia)";"Localização (Concelho)";"Localização (Distrito)";"NUTT II";"Nome do Titular da Exploração";"Titular Qualidade";"Contribuinte";"Titular Tipo";"Titular País";"Contacto (Telefone)";"Contacto (Fax)";"Contacto (Telemovel)";"Estab.SAUDÁVEL&SEGURO"
"36262/AL";"2016-10-28";"Great View";"N";"2016-10-28";"Apartamento";"1";"2";"0";;"Rua Rua Francisco da Rocha Soares, 63 1.º";"4050-281";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"36248/AL";"2016-10-27";"Apartamento 4 Quartos";"N";"2016-10-28";"Apartamento";"7";"9";"4";;"Rua Rua Zambeze, 107 2º";"4250-504";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"36245/AL";"2016-10-27";"UBA 3ºE";"S";"2016-10-27";"Apartamento";"1";"2";"0";;"Rua Rua Fernandes Tomás, 688 3º Esq.º frt.";"4000-212";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Carlos Marques Pinto & Sobrinho, Lda. ";"Proprietário";"500054525";"Pessoa coletiva";"Portugal";;;;"Não"
"36243/AL";"2016-10-27";"Ferraz House";"N";"2016-10-27";"Apartamento";"2";"2";"0";;"Travessa Travessa Ferraz, 8";"4050-251";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"36177/AL";"2016-10-25";"Kampublika";"N";"2016-10-28";"Estabelecimento de hospedagem";"14";"14";"9";;"1ª Rua do Campo Lindo, 276";"4200-144";"Porto";"Paranhos";"Porto";"Porto";"Norte";"Kampublika Unipessoal Lda.";"Comodatário";"513008985";"Pessoa coletiva";"Portugal";;;"964949465";"Sim"
"36115/AL";"2016-10-24";"Casa da Bica";"N";"2016-10-24";"Apartamento";"5";"8";"4";;"Rua Rua Monte Cativo, 438";"4050-400";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"36102/AL";"2016-10-23";"Discovery | Porto-Flores";"N";"2016-10-31";"Apartamento";"1";"2";"0";;"Largo Largo São Domingos, 68 1º TRAS";"4050-545";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"36055/AL";"2016-10-20";"Studio77";"N";"2016-11-01";"Apartamento";"2";"3";"0";;"Rua dr Alves da Veiga, 77 1 F";"4000-073";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"36047/AL";"2016-10-20";"Design Apartment";"S";"2016-10-21";"Apartamento";"3";"5";"2";;"Rua Rua Miguel Bombarda, 260 2.º";"4050-377";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"36040/AL";"2016-10-20";"Cozy 4 You City Center";"N";"2016-10-20";"Apartamento";"5";"7";"2";;"Rua Rua Fernandes Tomás, 415 3 Esq. Drt.";"4000-216";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"36039/AL";"2016-10-20";"Aparthotel Oporto";"N";"2016-10-20";"Apartamento";"3";"4";"2";;"Rua Rua Doutor Alves da Veiga, 65 R/CH";"4000-073";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Porto Dorme Serviços Hoteleiros Lda.";"Arrendatário";"510265685";"Pessoa coletiva";"Portugal";;;;"Não"
"35940/AL";"2016-10-17";"Casa 13";"N";"2016-10-17";"Estabelecimento de hospedagem";"1";"2";"1";;"Rua Rua Justino Teixeira, 127 Casa 13";"4300-279";"Porto";"Campanhã";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"35937/AL";"2016-10-17";"Flat Júlio Dinis";"S";"2016-10-17";"Apartamento";"2";"4";"1";;"Rua Rua Júlio Dinis, 585 3º  Esq. Frt.";"4050-322";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Outro";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"35936/AL";"2016-10-17";"Liiiving in Porto | Blue Flower Apartment";"S";"2016-07-01";"Apartamento";"3";"4";"1";;"Rua Rua Flores, 45 2º Frente/Dir";"4050-265";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"ZAG - Mediação, Alugueres e Produções, Lda";"Arrendatário";"513566562";"Pessoa coletiva";"Portugal";"913670791";;"913670791";"Sim"
"35902/AL";"2016-10-14";"Freixo Flat";"S";"2016-10-14";"Apartamento";"2";"4";"0";;"1ª Rua Nova da Alfandega, 77 3 Traseiras";"4050-431";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Sete e Um Quarto, Unipessoal Lda";"Proprietário";"514403837";"Pessoa coletiva";"Portugal";;;"911792199";"Não"
"35900/AL";"2016-10-14";"OPORTO SUN - TRINDADE";"S";"2016-10-20";"Apartamento";"2";"4";"1";;"Travessa Travessa Liceiras, 4 B";"4000-323";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"35898/AL";"2016-10-14";"Infante D. Henrique flat";"S";"2016-10-14";"Apartamento";"2";"4";"0";;"1ª Rua Nova da Alfandega, 77 3 Frente";"4050-431";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Sete e Um Quarto, Unipessoal Lda";"Proprietário";"514403837";"Pessoa coletiva";"Portugal";;;"911792199";"Não"
"35896/AL";"2016-10-14";"Notes Of Design";"S";"2016-10-14";"Apartamento";"2";"4";"1";;"Rua Rua Dom António Barroso, 268 R/C esq Tr Entrada 1";"4050-059";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"35894/AL";"2016-10-14";"Arrabida flat";"S";"2016-10-14";"Apartamento";"1";"2";"0";;"1ª Rua Nova da Alfandega, 77 2 Traseiras";"4050-431";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Sete e Um Quarto, Unipessoal Lda";"Proprietário";"514403837";"Pessoa coletiva";"Portugal";;;"911792199";"Não"
"35887/AL";"2016-10-14";"S. João flat";"S";"2016-10-14";"Apartamento";"1";"2";"0";;"1ª Rua Nova da Alfandega, 77 2 Frente";"4050-431";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Sete e Um Quarto, Unipessoal Lda";"Proprietário";"514403837";"Pessoa coletiva";"Portugal";;;"911792199";"Não"
"35883/AL";"2016-10-14";"D.Luis I flat";"S";"2016-10-14";"Apartamento";"2";"4";"0";;"1ª Rua Nova da Alfandega, 77 1º Tras";"4050-431";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Sete e Um Quarto, Unipessoal Lda";"Proprietário";"514403837";"Pessoa coletiva";"Portugal";;;"911792199";"Não"
"35881/AL";"2016-10-14";"4J's Apartment";"S";"2016-10-17";"Apartamento";"2";"4";"1";;"Rua Rua Moreira, 154 R/Ch Frt";"4000-345";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"35879/AL";"2016-10-14";"D. Maria Pia Flat";"S";"2016-10-14";"Apartamento";"2";"4";"0";;"1ª Rua Nova da Alfandega, 77 1 Frente";"4050-431";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Sete e Um Quarto, Unipessoal Lda";"Proprietário";"514403837";"Pessoa coletiva";"Portugal";;;"911792199";"Não"
"35861/AL";"2016-10-13";"Picaria Living";"N";"2016-10-15";"Moradia";"4";"8";"4";;"Rua Rua Picaria, 80";"4050-477";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"GRAVITYTIGER, LDA";"Proprietário";"513606572";"Pessoa coletiva";"Portugal";;;;"Não"
"35807/AL";"2016-10-13";"Rosa ET Al";"S";"2016-10-13";"Estabelecimento de hospedagem";"7";"14";"7";;"Rua Rua Rosário, 231/233 Porto";"4050-524";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"AER Investimentos Lda";"Proprietário";"509563708";"Pessoa coletiva";"Portugal";;;"919180003";"Sim"
"35755/AL";"2016-10-12";"Alojamento Ferreira Borges";"N";"2016-10-12";"Apartamento";"1";"2";"0";;"Rua Rua Ferreira Borges, 70 1";"4050-252";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"35745/AL";"2016-10-12";"Ribeira Oporto Apartment";"S";"2016-10-12";"Apartamento";"2";"4";"1";;"Rua Rua Ferreira Borges, 76 5 Tras";"4050-252";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Típicos & Tranquilos Unipessoal Lda";"Arrendatário";"514244593";"Pessoa coletiva";"Portugal";;;"931641222";"Não"
"35743/AL";"2016-10-12";"Ribeira Oporto Apartment II";"S";"2016-10-12";"Apartamento";"2";"4";"1";;"Rua Rua Ferreira Borges, 76 4 Tras";"4050-252";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Típicos & Tranquilos Unipessoal Lda";"Arrendatário";"514244593";"Pessoa coletiva";"Portugal";;;"931641222";"Não"
"35741/AL";"2016-10-12";"Ribeira Charming Apartment II";"N";"2016-10-12";"Apartamento";"3";"6";"1";;"Rua Rua O Comércio do Porto, 211 2";"4050-211";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Típicos & Tranquilos Unipessoal Lda";"Arrendatário";"514244593";"Pessoa coletiva";"Portugal";;;"931641222";"Não"
"35739/AL";"2016-10-12";"Ribeira Charming Apartment";"N";"2016-10-12";"Apartamento";"2";"4";"1";;"Rua Rua O Comércio do Porto, 211 1";"4050-211";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Típicos & Tranquilos Unipessoal Lda";"Arrendatário";"514244593";"Pessoa coletiva";"Portugal";;;"931641222";"Não"
"35719/AL";"2016-10-11";"Oporto Sweet Apartment";"S";"2016-10-11";"Apartamento";"1";"2";"1";;"Rua Rua Faria Guimarães, 195 5.º Esq.";"4000-206";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"35718/AL";"2016-10-11";"PicPorto";"S";"2016-10-11";"Apartamento";"2";"4";"1";;"Rua Rua Alegria, 258 AP 302";"4000-034";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"35710/AL";"2016-10-11";"S. João Apartment";"S";"2016-10-11";"Apartamento";"3";"6";"2";;"Rua Rua São João, 124 2.º";"4050-552";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Montra Mágica, Lda";"Arrendatário";"508179416";"Pessoa coletiva";"Portugal";;;"916771299";"Não"
"35707/AL";"2016-10-11";"Romantic Escape - Trindade";"S";"2016-10-11";"Apartamento";"2";"4";"0";;"Rua Rua Gonçalo Cristóvão, 332 4.º Tras.";"4000-269";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"NotableHolidays Unipessoal, Lda.";"Arrendatário";"514820551";"Pessoa coletiva";"Portugal";"232437420";;"913317058";"Não"
"35705/AL";"2016-10-11";"Oporto Ribeira S. João 91";"S";"2016-10-11";"Apartamento";"6";"6";"2";;"Rua Rua São João, 91 5.º";"4050-553";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Montra Mágica, Lda";"Arrendatário";"508179416";"Pessoa coletiva";"Portugal";;;"916771299";"Não"
"35700/AL";"2016-10-11";"OportoVacations";"S";"2016-10-11";"Apartamento";"2";"4";"1";;"Rua Rua Almada, 665 2.º Drt Hab 8";"4050-039";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Montra Mágica, Lda";"Arrendatário";"508179416";"Pessoa coletiva";"Portugal";;;"916771299";"Não"
"35699/AL";"2016-10-11";"Le Chien Noir";"S";"2016-10-11";"Apartamento";"1";"4";"1";;"Rua Rua Boavista, 297 4.º";"4050-102";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"35691/AL";"2016-10-10";"Casa da Música Garden Flat";"N";"2016-10-14";"Apartamento";"3";"6";"1";;"Rua Rua 5 de Outubro, 279 Cave Trás";"4100-175";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"S.A.L.S.A. Restaurante Típico Lda.";"Arrendatário";"504110136";"Pessoa coletiva";"Portugal";"939314550";;"939314550";"Não"
"35676/AL";"2016-10-10";"Porto Moon";"S";"2019-03-01";"Apartamento";"1";"2";"1";;"Rua Rua Bonjardim, 126 2 frente";"4000-114";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Outro";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"35668/AL";"2016-10-10";"Home In Porto";"N";"2016-10-10";"Apartamento";"3";"5";"0";;"Rua Rua Almada, 399 3º Tras.";"4050-039";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"35666/AL";"2016-10-10";"4twoLoft at Great Location";"S";"2016-10-10";"Apartamento";"2";"4";"0";;"Rua Rua Santo Ildefonso, 42 2.º Drt";"4049-022";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"MERITOLÁXIA - LDA";"Proprietário";"515266949";"Pessoa coletiva";"Portugal";;;"968032204";"Não"
"35642/AL";"2016-10-09";"Porto By Douro Loft";"N";"2016-10-12";"Apartamento";"6";"6";"3";;"1ª Rua Reboleira, 49 2º Traseiras Porto";"4050-492";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"António Portugal & Manuel M. Reis, Arq e asso. LDA";"Proprietário";"503205419";"Pessoa coletiva";"Portugal";"226007847";"226007847";"917582835";"Não"
"35627/AL";"2016-10-07";"Vimara Peres";"S";"2016-10-07";"Apartamento";"2";"3";"2";;"Avenida Avenida Vimara Peres, 74 4º Esq.º";"4000-544";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"35603/AL";"2016-10-07";"Virtudes Apartment 2";"N";"2016-10-07";"Apartamento";"2";"2";"1";;"Rua Rua Virtudes, 10 4º";"4050-630";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"WARMING TIME - UNIPESSOAL LDA.";"Arrendatário";"514134372";"Pessoa coletiva";"Portugal";;;;"Não"
"35599/AL";"2016-10-07";"Virtudes Apartment 1";"N";"2016-10-07";"Apartamento";"1";"2";"1";;"Rua Rua Virtudes, 10 2º";"4050-630";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"WARMING TIME - UNIPESSOAL LDA.";"Arrendatário";"514134372";"Pessoa coletiva";"Portugal";;;;"Não"
"35580/AL";"2016-10-06";"binte-sete";"N";"2016-10-06";"Apartamento";"2";"3";"2";;"Rua Rua Dom Hugo, 27";"4050-305";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"35554/AL";"2016-10-06";"Oporto Trendy Heritage 3";"S";"2016-10-06";"Apartamento";"2";"3";"1";;"Rua Rua Santo Ildefonso, 264 3";"4000-465";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Tendência Convergente Lda.";"Arrendatário";"513095349";"Pessoa coletiva";"Portugal";"225370182";;"917449274";"Não"
"35552/AL";"2016-10-06";"Oporto Trendy Heritage 2";"S";"2016-10-06";"Apartamento";"2";"4";"1";;"Rua Rua Santo Ildefonso, 264 2";"4000-465";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Tendência Convergente Lda.";"Arrendatário";"513095349";"Pessoa coletiva";"Portugal";"225370182";;"917449274";"Não"
"35547/AL";"2016-10-06";"Oporto Trendy Heritage 1";"S";"2016-10-06";"Apartamento";"2";"4";"1";;"Rua Rua Santo Ildefonso, 264 1";"4000-465";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Tendência Convergente Lda.";"Arrendatário";"513095349";"Pessoa coletiva";"Portugal";"225370182";;"917449274";"Não"
"35513/AL";"2016-10-04";"LION'S HOUSE";"S";"2016-11-15";"Apartamento";"3";"6";"3";;"Rua Rua Professor Damião Peres, 41 - Hab. 23 - 2º Esq";"4100-198";"Porto";"Ramalde";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"35500/AL";"2016-10-04";"Eiffel View 5";"N";"2016-10-04";"Apartamento";"6";"6";"2";;"Avenida Avenida Gustavo Eiffel, 182 5º";"4000-279";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Trevisan e Garcia, Lda";"Arrendatário";"510204295";"Pessoa coletiva";"Portugal";;;;"Não"
"35486/AL";"2016-10-04";"Monchique`s Balcony";"S";"2016-10-04";"Apartamento";"4";"4";"2";;"Calçada Calçada Monchique, 8 2º";"4050-393";"Porto";"Lordelo do Ouro e Massarelos";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"35484/AL";"2016-10-04";"Monchique`s Balcony";"S";"2016-10-04";"Apartamento";"2";"2";"0";;"Calçada Calçada Monchique, 8 1º";"4050-393";"Porto";"Lordelo do Ouro e Massarelos";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"35466/AL";"2016-10-04";"Loft Oporto";"N";"2016-11-02";"Apartamento";"1";"2";"0";;"Travessa Travessa Liceiras, 4 3 Esq H";"4000-323";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Prosperjungle - Unipessoal Lda.";"Comodatário";"513471960";"Pessoa coletiva";"Portugal";;;"966775776";"Não"
"35463/AL";"2016-10-04";"MAKE YOURSELF AT HOME PORTO";"S";"2013-10-16";"Apartamento";"2";"4";"2";;"Rua SANTA CATARINA, 1500 5 DIREITO PORTO";"4000-193";"PORTO";"Bonfim";"Porto";"Porto";"Norte";"CIDADE VETERANA  - PROMOÇÃO IMOBILIARIA, LDA";"Proprietário";"509625606";"Pessoa coletiva";"Portugal";"223325726";"223323568";"917264264";"Não"
"35451/AL";"2016-10-03";"Centro Histórico do Porto";"S";"2016-10-03";"Apartamento";"3";"4";"2";;"Largo Largo 1º de Dezembro, 7 3º Dtº";"4000-404";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"35391/AL";"2016-09-30";"Walkable Down Town Apartments";"N";"2016-09-30";"Apartamento";"2";"4";"1";;"Rua Rua Dom João IV, 733";"4000-299";"Porto";"Bonfim";"Porto";"Porto";"Norte";"Eco for All, Consultoria, Com. e Sust. Lda.";"Comodatário";"508180830";"Pessoa coletiva";"Portugal";;;;"Não"
"35390/AL";"2016-09-30";"1930 City Lodge";"N";"2016-09-30";"Moradia";"11";"14";"5";;"Rua Rua Costa Cabral, 1930";"4200-216";"Porto";"Paranhos";"Porto";"Porto";"Norte";"Lodge Concept - Alojamento e Eventos, Lda";"Comodatário";"510922155";"Pessoa coletiva";"Portugal";;;;"Sim"
"35375/AL";"2016-09-30";"Metro Apartment";"S";"2016-11-01";"Apartamento";"1";"2";"0";;"Rua Rua Camões, 77 1º 1.1";"4000-144";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"35374/AL";"2016-09-30";"Casa da Música Bed&Bike";"S";"2016-09-30";"Apartamento";"9";"9";"5";;"Avenida Avenida Boavista, 730 2.º  Dto. ";"4100-111";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"35368/AL";"2016-09-29";"My Own Private 1950s Apartment";"S";"2016-10-01";"Apartamento";"2";"4";"1";;"Rua Rua de Miguel Bombarda, 205 1 E";"4050-381";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"35367/AL";"2016-09-29";"COSY RENT TERESA";"N";"2016-12-01";"Apartamento";"2";"4";"0";;"Rua Rua Santa Teresa, 26-A 2 FRENTE";"4050-537";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"35366/AL";"2016-09-29";"COSY RENT RIBEIRA";"N";"2016-12-01";"Apartamento";"5";"8";"3";;"Largo Largo Arcos da Ribeira, 52 2.ESQ";"4050-029";"SÃO NICOLAU";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"35330/AL";"2016-09-29";"Formosa Loft";"N";"2016-10-08";"Apartamento";"3";"5";"0";;"Rua Rua Formosa, 173 3º Frente";"4000-251";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"35220/AL";"2016-09-28";"Monte da Luz";"S";"2016-09-28";"Apartamento";"2";"4";"1";;"Rua Rua Monte da Luz, 52 1º";"4150-505";"Porto";"Aldoar, Foz do Douro e Nevogilde";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"35185/AL";"2016-09-27";"Duplex da Lapa";"N";"2016-09-27";"Moradia";"2";"4";"1";;"Travessa Travessa Senhora Lapa, 65";"4050-579";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"35179/AL";"2016-09-27";"Flat Alegria";"N";"2016-09-27";"Apartamento";"2";"3";"1";;"Rua Rua Alegria, 741 4º Hab. 46";"4000-047";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"35158/AL";"2016-09-26";"ABBEY APARTMENTS";"N";"2016-10-03";"Apartamento";"3";"6";"1";;"Rua Rua Ateneu Comercial do Porto, 22 3º Frente";"4000-380";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"35151/AL";"2016-09-26";"Constituição apartment";"S";"2016-09-26";"Apartamento";"3";"8";"3";;"Rua Rua Constituição, 431 2º Esq.º";"4200-199";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"35032/AL";"2016-09-22";"AP da Igreja";"S";"2016-09-22";"Apartamento";"1";"3";"1";;"Rua Rua Doutor Manuel Pereira da Silva, 53 1 B";"4200-391";"Porto";"Paranhos";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"34971/AL";"2016-09-20";"Casa Jardim do Yoga";"N";"2016-09-20";"Estabelecimento de hospedagem";"2";"2";"1";;"Rua Rua Dom Lopo de Almeida, 35";"4300-304";"Porto";"Campanhã";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"34963/AL";"2016-09-20";"PortoVivo Bonjardim Apartamento";"S";"2016-09-20";"Apartamento";"2";"4";"1";;"Rua Rua Bonjardim, 661 1º Trás  Fracção D";"4000-128";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"34904/AL";"2016-09-19";"Casa do Rosário";"N";"2016-09-25";"Apartamento";"1";"3";"0";;"Rua Rua do Rosário, 307 1º";"4050-525";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
