"Nº de registo";"Data do registo";"Nome do Alojamento";"Imovél Posterior 1951";"Data Abertura Público";"Modalidade";"Nº Camas";"Nº Utentes";"Nº Quartos";"Nº Beliches";"Localização (Endereço)";"Localização (Código postal)";"Localização (Localidade)";"Localização (Freguesia)";"Localização (Concelho)";"Localização (Distrito)";"NUTT II";"Nome do Titular da Exploração";"Titular Qualidade";"Contribuinte";"Titular Tipo";"Titular País";"Contacto (Telefone)";"Contacto (Fax)";"Contacto (Telemovel)";"Estab.SAUDÁVEL&SEGURO"
"6676/AL";"2013-09-19";"Casas do Porto - Ribeira Apartments";"N";"2013-09-19";"Apartamento";"0";"0";"1";;"Rua Ferreira Borges, 69 2º Esq";"4050-253";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Torres & Barreira, Lda";"Arrendatário";"510387799";"Pessoa coletiva";"Portugal";;;"963348597";"Sim"
"6675/AL";"2013-09-19";"Casas do Porto - Ribeira Apartments";"N";"2013-09-19";"Apartamento";"1";"2";"1";;"Rua Ferreira Borges, 69 1º direito";"4050-253";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Torres & Barreira, Lda";"Arrendatário";"510387799";"Pessoa coletiva";"Portugal";;;"963348597";"Sim"
"6667/AL";"2013-09-19";"Casas do Porto - Ribeira Apartments";"N";"2013-09-19";"Apartamento";"1";"2";"1";;"Rua Ferreira Borges, 69 1º frente";"4050-253";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Torres & Barreira, Lda";"Arrendatário";"510387799";"Pessoa coletiva";"Portugal";;;"963348597";"Sim"
"6651/AL";"2013-10-11";"Pleasant Porto";"N";"2013-10-11";"Apartamento";"0";"0";"1";;"Rua Alegria, 258 hab 304";"4000-034";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"6648/AL";"2013-01-07";"Estudios Porto Solar";"N";"2013-01-07";"Apartamento";"0";"0";"0";;"Rua Santa Catarina, 797 B,D,M,L,N ";"4000-454";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"SOLAR DA AVENIDA - Pensão Residencial, LDA";"Arrendatário";"502621893";"Pessoa coletiva";"Portugal";"222084196";;"964212270";"Não"
"6647/AL";"2013-08-23";"Anastasia Apartment";"N";"2013-08-23";"Apartamento";"0";"0";"0";;"Rua Alegria, 258 Hab 301";"4000-034";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"6640/AL";"2013-01-07";"Estudios Porto Solar";"N";"2013-01-07";"Apartamento";"0";"0";"0";;"Rua Santa Catarina, 797 3º frente Fração H";"4000-454";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"SOLAR DA AVENIDA - Pensão Residencial, LDA";"Arrendatário";"502621893";"Pessoa coletiva";"Portugal";;;"222084196";"Não"
"6635/AL";"2013-03-25";"Maria Irene Oliveira Sousa";"N";"2013-03-25";"Apartamento";"0";"0";"0";;"Rua Pinto Bessa, 460 hab. 5.6";"4300-428";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"62957/AL";"2013-04-12";"Hospedaria Manuel Mendes";"N";"2013-04-12";"Estabelecimento de hospedagem";"7";"7";"14";;"Rua Rua Rosário, 67";"4050-523";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"59345/AL";"2013-07-29";"Oporto City Center Sightseeing Apartments";"N";"2013-07-29";"Apartamento";"2";"2";"1";;"Rua Rua Faria Guimarães, 74, 76, 78 6.º Recuado";"4000-202";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"59344/AL";"2013-07-29";"Oporto City Center Sightseeing Apartments";"N";"2013-07-29";"Apartamento";"2";"2";"1";;"Rua Rua Faria Guimarães, 74, 76, 78 5.º Trs- Frç L";"4000-202";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"59342/AL";"2013-07-29";"Oporto City Center Sightseeing Apartments";"N";"2013-07-29";"Apartamento";"2";"2";"1";;"Rua Rua Faria Guimarães, 74, 76, 78 5.º Frt-Frç J";"4000-202";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"59339/AL";"2013-07-29";"Oporto City Center Sightseeing Apartments";"N";"2013-07-29";"Apartamento";"2";"2";"1";;"Rua Rua Faria Guimarães, 74, 76, 78 4.º Trs- Frç I";"4000-202";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"59337/AL";"2013-07-29";"Oporto City Center Sightseeing Apartments";"N";"2013-07-29";"Apartamento";"2";"2";"1";;"Rua Rua Faria Guimarães, 74, 76, 78 4.º  Frt-Frç H";"4000-202";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"5644/AL";"2013-08-13";"Hospedaria do Bonfim";"N";"2013-08-13";"Estabelecimento de hospedagem";"0";"0";"0";;"Rua Bonfim, 316";"4300-066";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"5406/AL";"2013-12-04";"Maison Canto de Luz";"N";"2013-12-04";"Moradia";"23";"27";"9";;"Rua Almada, 539";"4050-039";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"ESPAIS ROCA PORTUGAL, Unipessoal Lda.";"Proprietário";"514883081";"Pessoa coletiva";"Portugal";"210937042";"211956491";"918752630";"Sim"
"5220/AL";"2013-12-16";"bnapartments Palácio";"S";"2013-12-16";"Apartamento";"3";"4";"1";;"Rua Boa Nova, 140 hab. 3.3 Fração J";"4050-101";"Porto";"Lordelo do Ouro e Massarelos";"Porto";"Porto";"Norte";"JGGAPARTMENTS - Alojamentos Turisticos, Lda";"Arrendatário";"510690777";"Pessoa coletiva";"Portugal";"917511612";;"917511612";"Não"
"5212/AL";"2013-12-16";"bnapartments Trindade";"S";"2013-12-16";"Apartamento";"1";"2";"0";;"Rua Bonjardim, 506 1º Fração C";"4000-118";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"JGGAPARTMENTS - ALOJAMENTOS TURÍSTICOS, LDA.";"Arrendatário";"505266172";"Pessoa coletiva";"Portugal";"917511612";;"917511612";"Não"
"5205/AL";"2013-12-16";"bnapartments Trindade";"S";"2013-12-16";"Apartamento";"4";"5";"1";;"Rua Bonjardim, 506 1º Fração B";"4000-118";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"JGGAPARTMENTS - Alojamentos Turisticos, Lda";"Arrendatário";"510690777";"Pessoa coletiva";"Portugal";"917511612";;"917511612";"Não"
"5198/AL";"2013-12-16";"bnapartments Trindade";"S";"2013-12-16";"Apartamento";"4";"5";"1";;"Rua Bonjardim, 506 2º Fração E";"4000-118";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"JGGAPARTMENTS - Alojamentos Turisticos, Lda";"Arrendatário";"510690777";"Pessoa coletiva";"Portugal";"917511612";;"917511612";"Não"
"5195/AL";"2013-12-16";"bnapartments Trindade";"S";"2013-12-16";"Apartamento";"1";"2";"0";;"Rua Bonjardim, 506 1º Fração D";"4000-118";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"JGGAPARTMENTS - ALOJAMENTOS TURÍSTICOS, LDA.";"Arrendatário";"510690777";"Pessoa coletiva";"Portugal";"917511612";;"917511612";"Não"
"5116/AL";"2013-07-03";"José Manuel da Costa Faria";"N";"2013-07-03";"Apartamento";"0";"0";"0";;"Calçada Forno Velho, 5 2º";"4050-271";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"5105/AL";"2013-12-04";"Urban Apartment Casa da Portela";"S";"2013-12-04";"Apartamento";"2";"4";"0";;"Travessa São Sebastião, 51 1º F";"4050-569";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"5061/AL";"2013-06-26";"Loulé Estudios";"N";"2013-06-26";"Estabelecimento de hospedagem";"0";"0";"0";;"Rua Duque Loulé, 135";"4000-325";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Invesrégua, S.A.";"Arrendatário";"505873656";"Pessoa coletiva";"Portugal";"222084121";;"919395055";"Não"
"5051/AL";"2013-12-16";"bnapartments Palácio";"S";"2013-12-16";"Apartamento";"1";"2";"0";;"Rua Boa Nova, 140 hab 3.1 Fração I";"4050-101";"Porto";"Lordelo do Ouro e Massarelos";"Porto";"Porto";"Norte";"JGGAPARTMENTS - Alojamentos Turisticos, Lda";"Arrendatário";"510690777";"Pessoa coletiva";"Portugal";"917511612";;"917511612";"Não"
"5047/AL";"2013-12-16";"bnapartments Trindade";"S";"2013-12-16";"Apartamento";"4";"5";"1";;"Rua Bonjardim, 506 3º H";"4000-118";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"JGGAPARTMENTS - Alojamentos Turisticos, Lda";"Arrendatário";"510690777";"Pessoa coletiva";"Portugal";"917511612";;"917511612";"Não"
"5046/AL";"2013-12-16";"bnapartments Trindade";"S";"2013-12-16";"Apartamento";"1";"2";"0";;"Rua Bonjardim, 506 2º Fração F";"4000-118";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"JGGAPARTMENTS - Alojamentos Turisticos, Lda";"Arrendatário";"510690777";"Pessoa coletiva";"Portugal";"917511612";;"917511612";"Não"
"5041/AL";"2013-12-16";"bnapartments Trindade";"S";"2013-12-16";"Apartamento";"1";"2";"0";;"Rua Bonjardim, 506 2 Fração G";"4000-118";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"JGGAPARTMENTS - Alojamentos Turisticos, Lda";"Arrendatário";"510690777";"Pessoa coletiva";"Portugal";"917511612";;"917511612";"Não"
"5036/AL";"2013-12-16";"bnapartments Trindade";"S";"2013-12-16";"Apartamento";"3";"4";"0";;"Rua Bonjardim";"4000-118";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"JGGAPARTMENTS - Alojamentos Turisticos, Lda";"Arrendatário";"510690777";"Pessoa coletiva";"Portugal";"917511612";;"917511612";"Não"
"4937/AL";"2013-11-29";"Maria das Dores Barbosa Regadas Carregosa";"N";"2013-11-29";"Moradia";"0";"0";"0";;"Rua Vitorino Damásio, 139";"4200-532";"Porto";"Paranhos";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"4910/AL";"2013-05-27";"Central Rustic 392";"N";"2013-05-22";"Apartamento";"2";"3";"0";;"Rua Vitória, 392 r/c";"4050-634";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Available Courtesy - Unipessoal ld.ª";"Comodatário";"513159320";"Pessoa coletiva";"Portugal";;;"932328371";"Não"
"4882/AL";"2013-12-16";"Porto Central Flats";"N";"2013-12-16";"Apartamento";"0";"0";"0";;"Rua Mouzinho da Silveira, 149 2º B";"4050-420";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ribeira Vintage Apartamentos, Lda";"Proprietário";"510421440";"Pessoa coletiva";"Portugal";"225089100";;;"Sim"
"4878/AL";"2013-12-16";"Porto Central Flats";"N";"2013-12-16";"Apartamento";"0";"0";"0";;"Rua Mouzinho da Silveira, 149 2º A";"4050-420";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ribeira Vintage Apartamentos, Lda";"Proprietário";"510421440";"Pessoa coletiva";"Portugal";"225089100";;;"Sim"
"4874/AL";"2013-12-16";"Porto Central Flats";"N";"2013-12-16";"Apartamento";"0";"0";"0";;"Rua Mouzinho da Silveira, 149 3º A";"4050-420";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ribeira Vintage Apartamentos, Lda";"Proprietário";"510421440";"Pessoa coletiva";"Portugal";"225089100";;;"Sim"
"4872/AL";"2013-12-16";"Porto Central Flats";"N";"2013-12-16";"Apartamento";"0";"0";"0";;"Rua Mouzinho da Silveira, 149 2º C";"4050-420";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ribeira Vintage Apartamentos, Lda";"Proprietário";"510421440";"Pessoa coletiva";"Portugal";"225089100";;;"Sim"
"4867/AL";"2013-12-16";"Porto Central Flats";"N";"2013-12-16";"Apartamento";"0";"0";"0";;"Rua Mouzinho da Silveira, 149 4º B";"4050-420";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ribeira Vintage Apartamentos, Lda";"Proprietário";"510421440";"Pessoa coletiva";"Portugal";"225089100";;;"Sim"
"4854/AL";"2013-12-16";"Porto Central Flats";"N";"2013-12-16";"Apartamento";"0";"0";"0";;"Rua Mouzinho da Silveira, 149 4º A";"4050-420";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ribeira Vintage Apartamentos, Lda";"Proprietário";"510421440";"Pessoa coletiva";"Portugal";"225089100";;;"Sim"
"4845/AL";"2013-12-16";"Porto Central Flats";"N";"2013-12-16";"Apartamento";"0";"0";"0";;"Rua Mouzinho da Silveira, 149 3º B";"4050-420";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ribeira Vintage Apartamentos, Lda";"Proprietário";"510421440";"Pessoa coletiva";"Portugal";"225089100";;;"Sim"
"4844/AL";"2013-12-16";"Porto Central Flats";"N";"2013-12-16";"Apartamento";"0";"0";"0";;"Rua Mouzinho da Silveira, 149 3º C";"4050-420";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ribeira Vintage Apartamentos, Lda";"Proprietário";"510421440";"Pessoa coletiva";"Portugal";"225089100";;;"Sim"
"4833/AL";"2013-11-22";"Liana Delia Benedek";"S";"2013-11-22";"Apartamento";"2";"4";"1";;"Rua Heroísmo, 336 4º  dtº";"4300-256";"Porto";"Campanhã";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"4826/AL";"2013-11-22";"Porto with Love";"S";"2013-11-22";"Apartamento";"2";"4";"1";;"Rua Heroísmo, 336 4º Esq.";"4300-256";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"1769/AL";"2013-05-24";"José Manuel Pereira leite";"N";"2013-05-24";"Apartamento";"1";"1";"0";;"Urbanização Golden Club, lote 8.2F 1 R";"8800-591";"Cabanas";"Ramalde";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
