"Nº de registo";"Data do registo";"Nome do Alojamento";"Imovél Posterior 1951";"Data Abertura Público";"Modalidade";"Nº Camas";"Nº Utentes";"Nº Quartos";"Nº Beliches";"Localização (Endereço)";"Localização (Código postal)";"Localização (Localidade)";"Localização (Freguesia)";"Localização (Concelho)";"Localização (Distrito)";"NUTT II";"Nome do Titular da Exploração";"Titular Qualidade";"Contribuinte";"Titular Tipo";"Titular País";"Contacto (Telefone)";"Contacto (Fax)";"Contacto (Telemovel)";"Estab.SAUDÁVEL&SEGURO"
"7155/AL";"2013-05-22";"Apartamento S. Miguel";"N";"2013-05-22";"Apartamento";"1";"4";"1";;"Rua São Miguel, 56 1º";"4050-559";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ligia Rocha Santos Lda";"Arrendatário";"509309860";"Pessoa coletiva";"Portugal";;;"918833131";"Sim"
"7150/AL";"2013-07-29";"Apartamento Forrester";"S";"2015-07-29";"Apartamento";"2";"4";"2";;"Rua Infante Dom Henrique, 75 5º Fração K";"4050-297";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"OPULENTMOMENTS LDA";"Arrendatário";"515443662";"Pessoa coletiva";"Portugal";;;"966368568";"Não"
"7144/AL";"2013-01-15";"Casa da Picaria";"N";"2013-01-15";"Apartamento";"0";"0";"0";;"Rua Picaria, 42 Fração D";"4050-477";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"7139/AL";"2013-07-03";"José Manuel da Costa Faria";"N";"2013-07-03";"Apartamento";"0";"0";"0";;"Rua Santa Catarina, 789 4º traseiras";"4000-454";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"7135/AL";"2013-07-03";"José Manuel da Costa Faria";"N";"2013-07-03";"Apartamento";"0";"0";"0";;"Rua Santa Catarina, 789 1º frente";"4000-454";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"7134/AL";"2013-07-03";"José Manuel da Costa Faria";"N";"2013-07-03";"Apartamento";"0";"0";"0";;"Rua Santa Catarina, 789 3º frente";"4000-454";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"7133/AL";"2013-07-03";"José Manuel da Costa Faria";"N";"2013-07-03";"Apartamento";"0";"0";"0";;"Rua Santa Catarina, 789 4º fente";"4000-454";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"7131/AL";"2013-07-03";"José Manuel da Costa Faria";"N";"2013-07-03";"Apartamento";"0";"0";"0";;"Rua Santa Catarina, 789 3º traseiras";"4000-454";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"7110/AL";"2013-08-22";"Alfandega Apartments";"N";"2013-08-22";"Apartamento";"0";"0";"0";;"Rua Miragaia, 141 4º";"4050-385";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ócio na Cidade, Lda.";"Arrendatário";"508664918";"Pessoa coletiva";"Portugal";;;;"Não"
"7097/AL";"2013-08-22";"Alfandega Apartments";"N";"2013-08-22";"Apartamento";"0";"0";"0";;"Rua Miragaia, 141 3º";"4050-385";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ócio na Cidade, Lda.";"Arrendatário";"508664918";"Pessoa coletiva";"Portugal";;;;"Não"
"7091/AL";"2013-08-22";"Alfandega Apartments";"N";"2013-08-22";"Apartamento";"0";"0";"0";;"Rua Miragaia, 141 2º";"4050-385";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ócio na Cidade, Lda.";"Arrendatário";"508664918";"Pessoa coletiva";"Portugal";;;;"Não"
"7090/AL";"2013-08-01";"Alfandega Apartments";"N";"2013-08-01";"Apartamento";"0";"0";"0";;"Rua Miragaia, 140, 141 1º";"4050-385";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ócio na Cidade, Lda.";"Arrendatário";"508664918";"Pessoa coletiva";"Portugal";;;;"Não"
"7051/AL";"2013-05-16";"José Carlos de Almeida Ferreira Bago";"N";"2013-05-16";"Apartamento";"0";"0";"0";;"Rua Alegria, 258 1º Fração A";"4000-034";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"7048/AL";"2013-03-07";"Sinais Nómadas";"N";"2013-03-07";"Apartamento";"0";"0";"2";;"Rua Santo Ildefonso, 371 r/c Fração B";"4000-466";"Porto";"Bonfim";"Porto";"Porto";"Norte";"Sinais Nómadas Actividades Hoteleiras, Unipessoal ";"Arrendatário";"510026877";"Pessoa coletiva";"Portugal";;;"936399730";"Não"
"7045/AL";"2013-03-07";"Sinais Nómadas";"N";"2013-03-07";"Apartamento";"0";"0";"0";;"Rua Santo Ildefonso, 371 1º frente Fração C";"4000-466";"Porto";"Bonfim";"Porto";"Porto";"Norte";"Sinais Nómadas Actividades Hoteleiras, Unipessoal ";"Arrendatário";"510026877";"Pessoa coletiva";"Portugal";;;"936399730";"Não"
"7042/AL";"2013-03-07";"Sinais Nómadas";"N";"2013-03-07";"Apartamento";"0";"0";"0";;"Rua Santo Ildefonso, 371 2º frente Fração D";"4000-466";"Porto";"Bonfim";"Porto";"Porto";"Norte";"Sinais Nómadas Actividades Hoteleiras, Unipessoal ";"Arrendatário";"510026877";"Pessoa coletiva";"Portugal";;;"936399730";"Não"
"7032/AL";"2013-05-24";"BBC Apartment Porto";"N";"2013-05-24";"Apartamento";"0";"0";"0";;"Rua Constituição, 244 4º";"4200-192";"Porto";"Bonfim";"Porto";"Porto";"Norte";"João Paulo Xavier, Lda.";"Arrendatário";"505774941";"Pessoa coletiva";"Portugal";;;;"Não"
"7019/AL";"2013-05-09";"3 Houses";"N";"2017-10-06";"Estabelecimento de hospedagem";"3";"4";"2";;"Rua Padre Cruz, 153";"4050-220";"Porto";"Lordelo do Ouro e Massarelos";"Porto";"Porto";"Norte";"Winnerlofts, Turismo Lda";"Outro";"510250203";"Pessoa coletiva";"Portugal";;;"914682521";"Sim"
"6999/AL";"2013-06-11";"wine Apartments";"S";"2013-06-11";"Apartamento";"2";"4";"1";;"Largo São Domingos, 77 2º frente Fração D";"4050-545";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"6995/AL";"2013-03-27";"A Casa Formosa";"N";"2013-03-27";"Apartamento";"0";"0";"0";;"Rua Formosa, 433 2º";"4000-253";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Formiga no Arbusto  - Unipessoal Limitada";"Arrendatário";"509527507";"Pessoa coletiva";"Portugal";;;"966591100";"Não"
"6989/AL";"2013-03-27";"OPO.APT - Apartamento Pateo 110-0";"N";"2013-03-27";"Apartamento";"5";"6";"2";;"Praça Pedro Nunes, 110 R/C";"4050-466";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"JOÃO CASTRO FERREIRA, ARQUITECTOS UNIPESSOAL, LDA";"Arrendatário";"503057517";"Pessoa coletiva";"Portugal";"226106241";"226106241";"933106241";"Não"
"6985/AL";"2013-03-27";"OPO.APT - Apartamento Arte Déco 110-1";"N";"2013-03-27";"Apartamento";"6";"8";"2";;"Praça Pedro Nunes, 110 1º";"4050-466";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"JOÃO CASTRO FERREIRA, ARQUITECTOS UNIPESSOAL, LDA";"Arrendatário";"503057517";"Pessoa coletiva";"Portugal";;;"933106241";"Não"
"6981/AL";"2013-05-08";"Domingos Braga";"N";"2017-03-10";"Moradia";"5";"6";"3";;"Rua Furadouro, 26";"4150-342";"Porto";"Lordelo do Ouro e Massarelos";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"6946/AL";"2013-02-14";"Luis Filipe Aveiro de Moura";"N";"2013-02-14";"Apartamento";"0";"0";"0";;"Rua Sol, 5 2º Esquerdo";"4000-529";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"6943/AL";"2013-05-20";"Ana's";"N";"2013-05-20";"Apartamento";"0";"0";"0";;"Rua Aires de Ornelas, 33 3º";"4000-023";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"6906/AL";"2013-05-02";"Galerias Paris Porto Downtown Apartments";"S";"2016-02-23";"Apartamento";"3";"4";"1";;"Rua Rua Santa Teresa, 26 3 Tras";"4050-537";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Simplepumpkin Unipessoal Lda";"Proprietário";"515528501";"Pessoa coletiva";"Portugal";"932812616";;"932812616";"Sim"
"6882/AL";"2013-05-02";"Galerias Paris Porto Downtown Apartments";"S";"2016-02-23";"Apartamento";"3";"6";"1";;"Rua Rua Santa Teresa, 26 3 Frt";"4050-537";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Simplepumpkin Unipessoal Lda";"Proprietário";"515528501";"Pessoa coletiva";"Portugal";"932812616";;"932812616";"Sim"
"6875/AL";"2013-12-16";"Porto Central Flats";"N";"2013-12-16";"Apartamento";"0";"0";"3";;"Rua Mouzinho da Silveira, 149 1º C";"4050-420";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ribeira Vintage Apartments, L.da";"Proprietário";"510421440";"Pessoa coletiva";"Portugal";"225089100";;;"Sim"
"6868/AL";"2013-12-06";"Porto Central Flats";"N";"2013-12-16";"Apartamento";"0";"0";"3";;"Rua Mouzinho da Silveira, 149 1º B";"4050-420";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ribeira Vintage Apartments, L.da";"Proprietário";"510421440";"Pessoa coletiva";"Portugal";"225089100";;;"Sim"
"6865/AL";"2013-12-16";"Porto Central Flats";"N";"2013-12-16";"Apartamento";"0";"0";"3";;"Rua Mouzinho da Silveira, 149 4º C";"4050-420";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ribeira Vintage Apartments, L.da";"Proprietário";"510421440";"Pessoa coletiva";"Portugal";"225089100";;;"Sim"
"6864/AL";"2013-12-16";"Porto Central Flats";"N";"2013-12-16";"Apartamento";"0";"0";"1";;"Rua Mouzinho da Silveira, 149 1º A";"4050-420";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ribeira Vintage Apartments, L.da";"Proprietário";"510421440";"Pessoa coletiva";"Portugal";"225089100";;;"Sim"
"6859/AL";"2013-09-19";"The Porto Alive";"S";"2016-03-23";"Moradia";"9";"21";"6";;"Rua Rua Flores, 136/138";"4050-263";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"6852/AL";"2013-09-16";"Oporto Home Apartments";"N";"2013-09-16";"Apartamento";"2";"4";"1";;"Rua Muro Bacalhoeiros, 152 1º direito";"4050-080";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Notas Amenas - Apartamentos Turísticos, Lda";"Arrendatário";"515948110";"Pessoa coletiva";"Portugal";"939603770";;"933500130";"Sim"
"6851/AL";"2013-09-16";"Oporto Home Apartments";"N";"2013-09-16";"Apartamento";"2";"2";"0";;"Rua Muro Bacalhoeiros, 152 3º direito";"4050-080";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Notas Amenas - Apartamentos Turísticos, Lda";"Arrendatário";"515948110";"Pessoa coletiva";"Portugal";"939603770";;"933500130";"Sim"
"6847/AL";"2013-10-29";"3 houses 165";"N";"2017-10-06";"Estabelecimento de hospedagem";"3";"4";"2";;"Rua Padre Cruz, 165";"4050-220";"Porto";"Lordelo do Ouro e Massarelos";"Porto";"Porto";"Norte";"Winnerlofts, Turismo, L.da";"Proprietário";"510250203";"Pessoa coletiva";"Portugal";;;"914682521";"Sim"
"6846/AL";"2013-04-17";"107, Rosário";"N";"2013-04-17";"Moradia";"5";"6";"3";;"Rua Rosário, 107";"4050-523";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Fórmulas e Razões, Unipessoal Lda.";"Arrendatário";"513613960";"Pessoa coletiva";"Portugal";;;"962346200";"Não"
"6844/AL";"2013-07-29";"Maphouse Infante_apt with river views";"N";"2013-07-29";"Apartamento";"2";"4";"1";;"Rua Infante Dom Henrique, 75 3º tras";"4050-297";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"The Maphouse Consultadoria e Gestão, Lda";"Arrendatário";"515328162";"Pessoa coletiva";"Portugal";;;"910174870";"Não"
"6842/AL";"2013-10-29";"Ribeira Cinema Apartments";"N";"2013-10-29";"Apartamento";"0";"0";"2";;"Escadas Guindais, 2 3º";"4000-276";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Sítios Prováveis, Lda.";"Arrendatário";"508565359";"Pessoa coletiva";"Portugal";;;;"Sim"
"6838/AL";"2013-10-29";"Ribeira Cinema Apartments";"N";"2013-10-29";"Apartamento";"0";"0";"1";;"Escadas Guindais, 2 2º";"4000-276";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Sítios Prováveis, Lda.";"Arrendatário";"508565359";"Pessoa coletiva";"Portugal";;;"962502495";"Sim"
"6837/AL";"2013-09-03";"Ribeira Cinema Apartments";"N";"2013-09-03";"Apartamento";"0";"0";"0";;"Escadas Guindais, 2 1º";"4000-276";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Sítios Prováveis, Lda.";"Arrendatário";"508565359";"Pessoa coletiva";"Portugal";;;"962502495";"Sim"
"6815/AL";"2013-03-07";"Dear Porto Guest House";"S";"2016-04-08";"Estabelecimento de hospedagem";"22";"34";"15";;"Rua Rua Catarina, 744";"4000-446";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Saudades da Cidade Lda.";"Arrendatário";"513595805";"Pessoa coletiva";"Portugal";;;"917346205";"Sim"
"6813/AL";"2013-05-22";"Casas do Teatro";"S";"2013-05-22";"Apartamento";"1";"3";"0";;"Rua Porta do Sol, 20 2.8";"4000-392";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"MAIA, SARSFIELD & RODRIGUES S.A.";"Arrendatário";"506479536";"Pessoa coletiva";"Portugal";"252615563";"252647550";"917558555";"Sim"
"6812/AL";"2013-05-22";"Casas do Teatro";"S";"2013-05-22";"Apartamento";"2";"4";"1";;"Rua Porta do Sol, 20";"4000-392";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"MAIA, SARSFIELD & RODRIGUES S.A.";"Proprietário";"506479536";"Pessoa coletiva";"Portugal";"917557719";;"917558555";"Sim"
"6811/AL";"2013-05-22";"Casas do Teatro";"S";"2013-05-22";"Apartamento";"2";"4";"1";;"Rua Porta do Sol, 20 2.7";"4000-392";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"MAIA, SARSFIELD & RODRIGUES S.A.";"Proprietário";"506479536";"Pessoa coletiva";"Portugal";"917557719";;"917558555";"Sim"
"6809/AL";"2013-05-22";"Casas do Teatro";"S";"2013-05-22";"Apartamento";"1";"3";"0";;"Rua Porta do Sol, 20 2.3";"4000-392";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"MAIA, SARSFIELD & RODRIGUES S.A.";"Proprietário";"506479536";"Pessoa coletiva";"Portugal";"917557719";;"917558555";"Sim"
"6795/AL";"2013-03-19";"Fernando Jorge Pereira";"N";"2013-03-19";"Apartamento";"0";"0";"0";;"Rua Doutor Sousa Viterbo, 69 1º";"4050-593";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"6787/AL";"2013-03-07";"Sinais Nómadas";"N";"2013-03-07";"Apartamento";"0";"0";"0";;"Passeio São Lázaro, 8 2º traseiras";"4000-507";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Sinais Nómadas Actividades Hoteleiras, Unipessoal ";"Arrendatário";"510026877";"Pessoa coletiva";"Portugal";;;"936399730";"Não"
"6783/AL";"2013-03-07";"Sinais Nómodas";"N";"2014-03-07";"Apartamento";"0";"0";"0";;"Passeio São Lázaro, 8 3º traseiras";"4000-507";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Sinais Nómadas Actividades Hoteleiras, Unipessoal ";"Arrendatário";"510026877";"Pessoa coletiva";"Portugal";;;"936399730";"Não"
"6766/AL";"2013-03-07";"Sinais Nómodas";"N";"2013-03-07";"Apartamento";"0";"0";"0";;"Passeio São Lázaro, 8 1º frente";"4000-507";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Sinais Nómadas Actividades Hoteleiras, Unipessoal ";"Arrendatário";"510026877";"Pessoa coletiva";"Portugal";;;"936399730";"Não"
"6764/AL";"2013-03-07";"Sinais Nómodas";"N";"2013-03-07";"Apartamento";"0";"0";"0";;"Passeio São Lázaro, 8 2º frente";"4000-507";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Sinais Nómadas Actividades Hoteleiras, Unipessoal ";"Proprietário";"510026877";"Pessoa coletiva";"Portugal";;;"936399730";"Não"
"6762/AL";"2013-03-07";"Sinais Nómodas";"N";"2013-03-07";"Apartamento";"0";"0";"0";;"Passeio São Lázaro, 8 2º frente";"4000-507";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Sinais Nómadas Actividades Hoteleiras, Unipessoal ";"Arrendatário";"510026877";"Pessoa coletiva";"Portugal";;;"936399730";"Não"
"6760/AL";"2013-01-07";"Sinais Nómodas";"N";"2013-01-07";"Apartamento";"0";"0";"0";;"Passeio São Lázaro, 8 3º frente";"4000-507";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Sinais Nómadas Actividades Hoteleiras, Unipessoal ";"Arrendatário";"510026877";"Pessoa coletiva";"Portugal";;;"936399730";"Não"
"6714/AL";"2013-02-21";"José Manuel da Costa Faria";"N";"2013-02-21";"Apartamento";"0";"0";"0";;"Rua Santa Catarina, 789 2º frente";"4000-454";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"6709/AL";"2013-01-23";"Bandeira 3 Rooms";"N";"2013-03-01";"Apartamento";"5";"7";"3";;"Rua Sá da Bandeira, 512 fração C";"4000-430";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Friendly Weekend Unipessoal, Lda.";"Arrendatário";"513274944";"Pessoa coletiva";"Portugal";;;"918484619";"Não"
"6701/AL";"2013-02-21";"José Manuel da Costa Faria";"N";"2013-02-21";"Apartamento";"0";"0";"0";;"Rua Santa Catarina, 789 2º traseiras";"4000-454";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"6688/AL";"2013-02-14";"Studios Porto Solar";"N";"2013-02-14";"Apartamento";"0";"0";"0";;"Rua Santa Catarina, 797 E,I,J,F";"4000-446";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"SOLAR DA AVENIDA - Pensão Residencial, LDA";"Arrendatário";"502621893";"Pessoa coletiva";"Portugal";"222084196";"222014367";"964212270";"Não"
"6686/AL";"2013-06-18";"So Cool Hostel";"N";"2013-06-18";"Moradia";"0";"0";"7";;"Rua Boavista, 783";"4050-110";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Torres, Vasconcelos & Vaz, Lda";"Proprietário";"500608806";"Pessoa coletiva";"Portugal";"227533517";"227533516";"938280189";"Sim"
"6681/AL";"2013-09-19";"Casas do Porto - Ribeira Apartments";"N";"2013-09-19";"Apartamento";"1";"2";"1";;"Rua Ferreira Borges, 69 2º frente";"4050-253";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Torres & Barreira, Lda";"Arrendatário";"510387799";"Pessoa coletiva";"Portugal";;;"963348597";"Sim"
"6680/AL";"2013-09-19";"Casas do Porto - Ribeira Apartments";"N";"2013-09-19";"Apartamento";"1";"2";"1";;"Rua Ferreira Borges, 69 2º direito";"4050-253";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Torres & Barreira, Lda";"Arrendatário";"510387799";"Pessoa coletiva";"Portugal";;;"963348597";"Sim"
