"Nº de registo";"Data do registo";"Nome do Alojamento";"Imovél Posterior 1951";"Data Abertura Público";"Modalidade";"Nº Camas";"Nº Utentes";"Nº Quartos";"Nº Beliches";"Localização (Endereço)";"Localização (Código postal)";"Localização (Localidade)";"Localização (Freguesia)";"Localização (Concelho)";"Localização (Distrito)";"NUTT II";"Nome do Titular da Exploração";"Titular Qualidade";"Contribuinte";"Titular Tipo";"Titular País";"Contacto (Telefone)";"Contacto (Fax)";"Contacto (Telemovel)";"Estab.SAUDÁVEL&SEGURO"
"84292/AL";"2018-10-02";"T0 CED 307 1F";"N";"2018-10-03";"Apartamento";"3";"4";"0";;"Rua Rua Cedofeita";"4050-181";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Host Wise Lda";"Arrendatário";"514142375";"Pessoa coletiva";"Portugal";"918963331";;"918963331";"Sim"
"84289/AL";"2018-10-02";"CASA SA NORONHA OLDTOWN";"N";"2018-10-19";"Estabelecimento de hospedagem";"4";"8";"4";;"1ª Rua Sá Noronha, 123 Gandra";"4050-428";"Gandra";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"FIRST HOUSE PORTO DOURO, LDA";"Arrendatário";"501559442";"Pessoa coletiva";"Portugal";;;"934261328";"Sim"
"84264/AL";"2018-10-02";"Apt Daniel Baptista";"S";"2018-10-03";"Apartamento";"2";"4";"1";;"Rua Rua Bonjardim, 672 1B";"4000-119";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"84242/AL";"2018-10-02";"J3M Houses";"N";"2018-10-03";"Moradia";"2";"4";"1";;"Rua Rua Miguel Bombarda, 154 Casa 12";"4050-377";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"J3M, Lda.";"Comodatário";"502038608";"Pessoa coletiva";"Portugal";"225430956";"225430956";"962627522";"Não"
"84228/AL";"2018-10-02";"Joy Alegria";"N";"2018-10-02";"Apartamento";"1";"2";"1";;"Rua Rua Alegria, 208 Rch";"4000-034";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"84222/AL";"2018-10-02";"Almada Secret";"S";"2018-10-15";"Apartamento";"4";"6";"3";;"Rua Rua Almada, 49/59 3 esquerfren";"4050-036";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"84219/AL";"2018-10-02";"REST ROOM AND GARAGE IN MARQUÊS, PORTO";"N";"2018-10-02";"Moradia";"1";"2";"1";;"Rua Rua Lindo Vale, 298";"4200-369";"Porto";"Paranhos";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"84191/AL";"2018-10-02";"Porto Luxury Loft";"S";"2018-10-02";"Apartamento";"3";"6";"2";;"Rua Rua Fernandes Tomás, 235 2 FracçãoI";"4000-215";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"84186/AL";"2018-10-02";"Liiiving in Porto | Telégrafo Classic Light Apartment II";"S";"2018-10-01";"Apartamento";"4";"6";"3";;"Rua Rua Constituição, 1077 1º";"4200-202";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"84184/AL";"2018-10-02";"Liiiving in Porto | Telégrafo Classic Light Apartment I";"S";"2018-10-01";"Apartamento";"4";"6";"3";;"Rua Rua Constituição, 1077 1º";"4200-202";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"84178/AL";"2018-10-02";"Liiiving in Porto | Aliados Design Apartment";"S";"2017-10-16";"Apartamento";"2";"4";"1";;"Rua Rua Fernandes Tomás, 898 2º Esquerdo";"4000-213";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"ZAG - Mediação Alugueres e Produções Lda";"Cessionário";"513566562";"Pessoa coletiva";"Portugal";;;"224918269";"Sim"
"84172/AL";"2018-10-01";"Cosy Downtown Studio - private garden";"S";"2018-10-15";"Apartamento";"1";"2";"1";;"Rua Rua Firmeza";"4000-224";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"84138/AL";"2018-10-01";"Homie, Oporto City Center Apartment";"N";"2018-10-03";"Apartamento";"2";"3";"1";;"Rua Rua Santo Ildefonso, 42 1 Esq T";"4000-463";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"84102/AL";"2018-09-30";"CN150";"S";"2018-10-05";"Estabelecimento de hospedagem";"1";"2";"1";;"Rua Rua César das Neves, 150 1 Sala 9";"4200-002";"Porto";"Paranhos";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"84094/AL";"2018-09-30";"SP199";"S";"2018-10-05";"Estabelecimento de hospedagem";"2";"3";"2";;"Rua Rua Santos Pousada, 199 5 Dto Tras";"4000-485";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"84088/AL";"2018-09-30";"Porto_53";"N";"2019-10-15";"Quartos";"2";"4";"2";;"Rua Rua Coelho Neto, 53 2";"4000-177";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"84086/AL";"2018-09-30";"Porto Live N Experience - Santa Catarina 1207 3DT";"S";"2018-09-30";"Apartamento";"2";"4";"1";;"Rua Rua Santa Catarina, 1207 3 DT";"4000-457";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Porto Imobiliaria Recomendada, Lda";"Comodatário";"513938214";"Pessoa coletiva";"Portugal";;;"935956400";"Não"
"84085/AL";"2018-09-30";"InSitu";"N";"2018-09-30";"Apartamento";"1";"2";"0";;"Rua Rua Estêvão, 16/20 1º FRT Guimarães";"4000-200";"Guimarães";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Carolina Costa, Unipessoal Lda.";"Arrendatário";"514432900";"Pessoa coletiva";"Portugal";;;"911833842";"Sim"
"84084/AL";"2018-09-30";"InSitu";"N";"2018-09-30";"Estabelecimento de hospedagem";"7";"18";"4";;"Rua Rua Formosa, 178 Guimarães";"4000-247";"Guimarães";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Carolina Costa, Unipessoal Lda.";"Arrendatário";"514432900";"Pessoa coletiva";"Portugal";;;"911833842";"Sim"
"84083/AL";"2018-09-30";"Avenida_183";"S";"2019-10-15";"Apartamento";"1";"2";"1";;"Avenida Avenida Rodrigues de Freitas, 183 3";"4000-421";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"84080/AL";"2018-09-30";"Apartamento Foz do Douro";"S";"2018-12-01";"Apartamento";"3";"8";"2";;"Rua Rua Alfredo Keil, 275 4 D";"4150-049";"Porto";"Aldoar, Foz do Douro e Nevogilde";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"84074/AL";"2018-09-30";"secondlove";"S";"2018-08-19";"Apartamento";"1";"2";"1";;"Rua Rua Álvaro de Castelões, 688 1.º tras";"4200-042";"Porto";"Paranhos";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"84070/AL";"2018-09-30";"Apartamento do Sol";"S";"2018-09-29";"Apartamento";"3";"6";"3";;"Rua Rua Sol, 9 5º Dº";"4000-529";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"84069/AL";"2018-09-30";"Casa do Tio";"S";"2018-09-30";"Moradia";"3";"4";"2";;"Rua Rua Moreira, 63 2º Porto";"4000-346";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"84067/AL";"2018-09-30";"Porto Sunny House #3 - w/free breakfast";"N";"2018-10-04";"Apartamento";"3";"6";"2";;"Rua Rua Bragas, 36 3º";"4050-122";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"BELA - BROAD EXPERIENCE IN LOCAL ACCOMODATION, LDA";"Outro";"515563900";"Pessoa coletiva";"Portugal";;;"916320530";"Não"
"84065/AL";"2018-09-29";"Porto 24 Central";"S";"2018-12-01";"Apartamento";"4";"6";"3";;"Rua Santos Pousada, 272 D 13.3 Porto";"4000-478";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"84062/AL";"2018-09-29";"Apartamento";"S";"2018-10-15";"Apartamento";"4";"7";"4";;"1ª Rua D. Aostinho de Jesus e Sousa, 49 15 B";"4000-016";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"84061/AL";"2018-09-29";"Apartamento";"S";"2018-10-15";"Apartamento";"3";"5";"3";;"1ª Rua D. Agostinho de Jesus e Sousa, 49 4 A";"4000-016";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"84060/AL";"2018-09-29";"Apartamento da Liberdade";"S";"2018-09-29";"Apartamento";"1";"2";"0";;"Rua Rua Mártires da Liberdade, 240 1º Traz";"4050-359";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"84059/AL";"2018-09-29";"Apartamento da Liberdade 2";"S";"2018-09-29";"Apartamento";"2";"4";"1";;"Rua Rua Mártires da Liberdade, 240 1º Frente";"4050-359";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"84058/AL";"2018-09-29";"Casa da Luz";"N";"2018-10-15";"Apartamento";"1";"2";"0";;"Rua Rua Senhora Luz, 174";"4150-693";"Porto";"Aldoar, Foz do Douro e Nevogilde";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"84054/AL";"2018-09-29";"Oporto Center 418";"S";"2018-10-22";"Apartamento";"2";"4";"0";;"Campo Campo 24 de Agosto, 129 418 Porto";"4300-504";"Porto";"Bonfim";"Porto";"Porto";"Norte";"LDN - Lavandarias do Norte, LDA";"Arrendatário";"513795839";"Pessoa coletiva";"Portugal";;;;"Não"
"84042/AL";"2018-09-28";"casa romã";"S";"2018-10-01";"Apartamento";"2";"3";"1";;"Rua Rua Aníbal Cunha, 101 4º Dtº Frente";"4050-048";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"84041/AL";"2018-09-28";"A Casa do Beco";"N";"2018-09-01";"Moradia";"3";"6";"3";;"Beco Beco Pedregulho, 15";"4000-386";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"DKLIQ Comunicações, lda";"Comodatário";"514020652";"Pessoa coletiva";"Portugal";;;"933356061";"Não"
"84033/AL";"2018-09-28";"Porto Historical Center Apartment";"S";"2018-09-28";"Apartamento";"1";"2";"1";;"Rua Rua Doutor Barbosa de Castro, 26 1º Porto";"4050-091";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"84019/AL";"2018-09-28";"HaoBo";"N";"2018-10-23";"Estabelecimento de hospedagem";"15";"19";"8";;"Rua Rua Santo Ildefonso, 39 1º/2º Porto";"4000-468";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"84007/AL";"2018-09-28";"Red Wine Apartment";"N";"2018-10-01";"Apartamento";"2";"3";"1";;"Rua Rua Mouzinho da Silveira, 200 2 ESQ";"4050-417";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"83988/AL";"2018-09-28";"Galante's III";"S";"2018-12-01";"Apartamento";"6";"8";"3";;"Rua Rua Anselmo Braamcamp, 65 2º esq Porto";"4000-082";"Porto";"Bonfim";"Porto";"Porto";"Norte";"GALANTE & WALTRICK, LDA";"Arrendatário";"515238899";"Pessoa coletiva";"Portugal";;;;"Sim"
"83972/AL";"2018-09-28";"Casa das Andorinhas I";"S";"2018-09-28";"Moradia";"10";"10";"7";;"Rua Rua Conde Avranches, 520";"4200-011";"Porto";"Paranhos";"Porto";"Porto";"Norte";"Rita Branco Venâncio, Unipessoal, Lda";"Arrendatário";"514807610";"Pessoa coletiva";"Portugal";;;"915395179";"Não"
"83963/AL";"2018-09-28";"Oporto Picaria Apartment (N62)";"N";"2018-12-01";"Apartamento";"4";"6";"2";;"Largo Largo Monpiher, 5 2º Lisboa";"4050-392";"Lisboa";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Become My Guest, Lda";"Arrendatário";"510459536";"Pessoa coletiva";"Portugal";;;"217960326";"Não"
"83958/AL";"2018-09-28";"HOUSE SÁ DA BANDEIRA";"S";"2018-11-01";"Apartamento";"3";"6";"2";;"Rua Rua Sá da Bandeira, 118 1º Frente";"4000-427";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Outro";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"83944/AL";"2018-09-28";"THE ALMADA 2";"S";"2018-10-01";"Apartamento";"2";"4";"1";;"Rua Rua Almada, 295 1º Traseiras";"4050-038";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"83940/AL";"2018-09-28";"THE ALMADA I";"S";"2018-10-01";"Apartamento";"3";"7";"2";;"Rua Rua Almada, 295 R/c Frente";"4050-038";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"GESREI - IMÓVEIS E PARTICIPAÇÕES SOCIAIS S.A.";"Proprietário";"503811556";"Pessoa coletiva";"Portugal";;;"917525705";"Não"
"83932/AL";"2018-09-28";"CASA DO GIL";"S";"2018-12-01";"Apartamento";"1";"2";"1";;"1ª Travessa DA FIGUEIROA, 24 1 PORTO";"4050-257";"PORTO";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"83916/AL";"2018-09-28";"Vivacity Porto Apartamentos 4. Frente";"S";"2018-09-28";"Apartamento";"1";"2";"1";;"Praça Praça Guilherme Gomes Fernandes, 33 4. Frente";"4050-293";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"JLV, Lda";"Arrendatário";"509935591";"Pessoa coletiva";"Portugal";;;"964974518";"Não"
"83912/AL";"2018-09-28";"Vivacity Porto Apartamentos 4. Traseiras";"S";"2018-09-28";"Apartamento";"1";"2";"0";;"Praça Praça Guilherme Gomes Fernandes, 33 4. Traseiras";"4050-293";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"JLV, Lda";"Arrendatário";"509935591";"Pessoa coletiva";"Portugal";;;"964974518";"Não"
"83911/AL";"2018-09-28";"Vivacity Porto Apartamentos 3. Traseiras";"S";"2018-09-28";"Apartamento";"1";"2";"0";;"Praça Praça Guilherme Gomes Fernandes, 33 3. Traseiras";"4050-293";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"JLV, Lda";"Arrendatário";"509935591";"Pessoa coletiva";"Portugal";;;"964974518";"Não"
"83902/AL";"2018-09-28";"Vivacity Porto Apartamentos 2. Traseiras";"S";"2018-09-28";"Apartamento";"2";"4";"1";;"Praça Praça Guilherme Gomes Fernandes, 33 2. Traseiras";"4050-293";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"JLV, Lda";"Arrendatário";"509935591";"Pessoa coletiva";"Portugal";;;"964974518";"Não"
"83897/AL";"2018-09-28";"Cedofeita Exclusive";"N";"2018-10-05";"Apartamento";"3";"4";"1";;"Rua Rua Cedofeita, 362 2 cntro-tras";"4050-174";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Weekend Method, unip,lda";"Arrendatário";"514939460";"Pessoa coletiva";"Portugal";;;"917314011";"Sim"
"83893/AL";"2018-09-28";"Vivacity Porto Apartamentos 2. Frente";"S";"2018-09-28";"Apartamento";"1";"2";"0";;"Praça Praça Guilherme Gomes Fernandes, 33 2. Frente";"4050-293";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"JLV, Lda";"Arrendatário";"509935591";"Pessoa coletiva";"Portugal";;;"964974518";"Não"
"83888/AL";"2018-09-28";"Vivacity Porto Apartamentos 1. Frente";"S";"2018-09-28";"Apartamento";"1";"2";"1";;"Praça Praça Guilherme Gomes Fernandes, 33 1. Frente";"4050-293";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"JLV, Lda";"Arrendatário";"509935591";"Pessoa coletiva";"Portugal";;;"964974518";"Não"
"83879/AL";"2018-09-28";"Vivacity Porto Apartamentos 1.Traseiras";"S";"2018-09-28";"Apartamento";"1";"2";"0";;"Praça Praça Guilherme Gomes Fernandes, 33 1. Tras";"4050-293";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"JLV, Lda";"Arrendatário";"509935591";"Pessoa coletiva";"Portugal";;;"964974518";"Não"
"83876/AL";"2018-09-28";"José António Matellan González";"S";"2018-09-28";"Apartamento";"2";"4";"0";;"Rua Rua Santa Catarina, 1569 3º. FRENTE";"4000-458";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"83869/AL";"2018-09-27";"Residência Céu Azul";"N";"2018-10-01";"Estabelecimento de hospedagem";"5";"13";"5";;"Rua Rua João das Regras, 163";"4000-293";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"83863/AL";"2018-09-27";"Anorther Journey";"S";"2018-09-27";"Apartamento";"3";"5";"2";;"Rua Rua Sá da Bandeira, 538 2º ESQ/FRT";"4000-430";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"83859/AL";"2018-09-27";"Oporto Sweet Home D";"S";"2018-10-01";"Apartamento";"2";"4";"1";;"Avenida Rua Alferes Malheiro,, 154 R/1/2 Porto";"4000-057";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"AJB- Imóveis, Lda.";"Comodatário";"513893571";"Pessoa coletiva";"Portugal";;;"912367683";"Não"
"83854/AL";"2018-09-27";"Oporto Sweet Home E";"S";"2018-10-01";"Apartamento";"2";"2";"0";;"Rua Rua Alferes Malheiro, , 154 R/1/2 Porto";"4000-057";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"AJB- Imóveis, Lda. ";"Comodatário";"513893571";"Pessoa coletiva";"Portugal";;;"912367683";"Não"
"83851/AL";"2018-09-27";"Ribeira Vintage Apartments, Lda";"N";"2018-10-15";"Apartamento";"1";"2";"1";;"Rua Rua Arquiteto Nicolau Nazoni, 6 r/c frt";"4050-423";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ribeira Vintage Apartments, Lda";"Arrendatário";"510421440";"Pessoa coletiva";"Portugal";"220959763";;"913082586";"Sim"
"83849/AL";"2018-09-27";"Ribeira Vintage Apartments, Lda";"N";"2018-10-15";"Apartamento";"3";"6";"2";;"Rua Rua Arquiteto Nicolau Nazoni, 6 r/c tras Porto";"4050-423";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ribeira Vintage Apartments, Lda";"Arrendatário";"510421440";"Pessoa coletiva";"Portugal";"220959763";;"913082586";"Sim"
"83848/AL";"2018-09-27";"Cooker´s Lab ";"S";"2021-02-11";"Apartamento";"4";"6";"3";;"Rua Rua Bonfim, 371 3º DTO";"4300-071";"Porto";"Bonfim";"Porto";"Porto";"Norte";"Fantasy Domain, SA";"Cessionário";"516291742";"Pessoa coletiva";"Portugal";;;;"Não"
"83846/AL";"2018-09-27";"Ribeira Vintage Apartments, Lda";"N";"2018-10-15";"Apartamento";"3";"4";"1";;"Rua Rua Arquiteto Nicolau Nazoni, 6 1 centro";"4050-423";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ribeira Vintage Apartments, Lda";"Arrendatário";"510421440";"Pessoa coletiva";"Portugal";"220959763";;"913082586";"Sim"
"83845/AL";"2018-09-27";"oPorto Apart Boavista";"N";"2018-10-01";"Apartamento";"5";"6";"2";;"Rua Rua António Patrício, 181 Porto";"4150-100";"Porto";"Lordelo do Ouro e Massarelos";"Porto";"Porto";"Norte";"SIMCITY,LDA.";"Comodatário";"514444606";"Pessoa coletiva";"Portugal";;;"961347892";"Não"
"83844/AL";"2018-09-27";"Ribeira Vintage Apartments, Lda";"N";"2018-10-15";"Apartamento";"5";"7";"2";;"Rua Rua Arquiteto Nicolau Nazoni, 6 1 tras";"4050-423";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ribeira Vintage Apartments, Lda";"Arrendatário";"510421440";"Pessoa coletiva";"Portugal";"2200959763";;"913082586";"Sim"
"83842/AL";"2018-09-27";"Ribeira Vintage Apartments, Lda";"N";"2018-10-15";"Apartamento";"1";"2";"1";;"Rua Rua Arquiteto Nicolau Nazoni, 6 1 frt";"4050-423";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ribeira Vintage Apartments, Lda";"Arrendatário";"510421440";"Pessoa coletiva";"Portugal";"220959863";;"913082586";"Sim"
"83836/AL";"2018-09-27";"Ribeira Vintage Apartments, Lda";"N";"2018-10-15";"Apartamento";"3";"6";"2";;"Rua Rua Arquiteto Nicolau Nazoni, 6 2";"4050-423";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ribeira Vintage Apartments, Lda";"Arrendatário";"510421440";"Pessoa coletiva";"Portugal";"220959763";;"913082886";"Sim"
"83820/AL";"2018-09-27";"Park House";"N";"2018-09-27";"Moradia";"6";"6";"3";;"Rua Rua Bitarães, 29";"4100-110";"Porto";"Aldoar, Foz do Douro e Nevogilde";"Porto";"Porto";"Norte";"Lomaun - Investimentos Imobiliarios, Lda";"Proprietário";"514535512";"Pessoa coletiva";"Portugal";;;"918356287";"Não"
"83800/AL";"2018-09-18";"Porto Loft";"S";"2018-10-01";"Apartamento";"1";"2";"1";;"Rua Ricardo Severo, 99 Porto";"4050-515";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"83789/AL";"2018-09-27";"Elis and Family Rooms";"N";"2018-09-27";"Estabelecimento de hospedagem";"4";"7";"3";;"Rua Rua Costa Cabral, 852 3.";"4200-213";"Porto";"Paranhos";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"83775/AL";"2018-09-27";"CASA DA VARANDA";"S";"2018-10-10";"Apartamento";"3";"4";"2";;"Rua Rua Niassa, 139 - 3º Apartamento 32";"4250-332";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"83772/AL";"2018-09-26";"2see Porto Apartment";"N";"2018-11-15";"Apartamento";"3";"6";"2";;"Rua Rua Saraiva de Carvalho, 39 2 C";"4000-520";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"83769/AL";"2018-09-26";"COSY FAMILY PORTO";"S";"2018-09-05";"Apartamento";"2";"4";"2";;"Rua Rua Firmeza, 324 3 esq Porto";"4000-224";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Alemanha";;;;"Sim"
"83755/AL";"2018-09-26";"Lovely House by the River";"N";"2018-09-27";"Moradia";"1";"2";"1";;"2ª Rua Casal de Pedro, 21";"4100-000";"Porto";"Lordelo do Ouro e Massarelos";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"83749/AL";"2018-09-26";"ROSE APARTMENT";"S";"2018-10-15";"Apartamento";"2";"4";"1";;"Praça Praça República, 189 2 PTRAS";"4050-498";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
