"Nº de registo";"Data do registo";"Nome do Alojamento";"Imovél Posterior 1951";"Data Abertura Público";"Modalidade";"Nº Camas";"Nº Utentes";"Nº Quartos";"Nº Beliches";"Localização (Endereço)";"Localização (Código postal)";"Localização (Localidade)";"Localização (Freguesia)";"Localização (Concelho)";"Localização (Distrito)";"NUTT II";"Nome do Titular da Exploração";"Titular Qualidade";"Contribuinte";"Titular Tipo";"Titular País";"Contacto (Telefone)";"Contacto (Fax)";"Contacto (Telemovel)";"Estab.SAUDÁVEL&SEGURO"
"99950/AL";"2019-07-13";"LUX MOMENT C 1F";"S";"2019-06-19";"Apartamento";"1";"4";"1";;"Rua Rua Almada, 417 1º. F";"4050-039";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Canadá";;;;"Não"
"99949/AL";"2019-07-13";"OPORTO LOVERS";"S";"2019-06-22";"Apartamento";"2";"4";"1";;"Rua Rua Bonjardim, 1073a 1 ESQ";"4000-133";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"99948/AL";"2019-07-13";"Casa Saldanha";"N";"2019-06-19";"Moradia";"6";"12";"6";;"Rua Rua Duque Saldanha, 242";"4300-461";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"99947/AL";"2019-07-13";"Casa João (Your Apartment in Porto)";"S";"2019-07-01";"Apartamento";"2";"4";"1";;"Rua Rua Miguel Bombarda, 200 3º Frente";"4050-377";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"99945/AL";"2019-07-13";"Art & City VI";"N";"2019-06-19";"Apartamento";"2";"4";"1";;"Rua Rua Cedofeita, 188 1 TS";"4050-173";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Available courtesy Unipessoal Lda";"Arrendatário";"513159320";"Pessoa coletiva";"Portugal";;;"932328371";"Não"
"99944/AL";"2019-07-13";"HOSTEL ONE RIBEIRA";"N";"2019-07-01";"Estabelecimento de hospedagem-Hostel";"6";"58";"14";"26";"Rua Rua Chã, 89/91";"4000-166";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"HOSTEL ONE PORTO, LDA";"Arrendatário";"515435201";"Pessoa coletiva";"Portugal";"255777626";;"918737255";"Sim"
"99427/AL";"2019-07-05";"Oporto Vintage 324 House";"N";"2019-06-21";"Moradia";"5";"9";"4";;"Rua Rua Antero de Quental, 324 Cedofeita";"4050-053";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"99426/AL";"2019-07-05";"FarolFlat by Flatville TOO";"N";"2019-06-20";"Apartamento";"2";"4";"1";;"Rua Rua Senhora Luz, 182 2 D Porto";"4150-693";"Porto";"Aldoar, Foz do Douro e Nevogilde";"Porto";"Porto";"Norte";"Flatville Lda";"Arrendatário";"514593032";"Pessoa coletiva";"Portugal";"+351226109555";;"+351916616994";"Não"
"99425/AL";"2019-07-05";"Happy House";"N";"2019-07-01";"Apartamento";"1";"2";"1";;"Rua Rua Alegria, 901 1 tras";"4000-048";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Brasil";;;;"Não"
"99424/AL";"2019-07-05";"Dixo`s Oporto Apartments X";"N";"2019-06-18";"Apartamento";"1";"2";"1";;"Rua Rua Sá da Bandeira, 538 2 Drt Tras.";"4000-430";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"99423/AL";"2019-07-05";"Flores Hc Apartments";"S";"2019-07-01";"Apartamento";"2";"4";"1";;"Rua Rua Flores, 269 1";"4050-267";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Henrique Chaló, Unipessoal Lda";"Comodatário";"514478845";"Pessoa coletiva";"Portugal";;;"918627785";"Sim"
"99422/AL";"2019-07-05";"Baixa24 - P1R - Brandnew Apt in the Historic Center";"N";"2019-06-18";"Apartamento";"1";"2";"0";;"Rua Rua Picaria, 59 1 Frt";"4050-478";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Margemalandra Unipessoal, Lda";"Arrendatário";"514906677";"Pessoa coletiva";"Portugal";;;"912459895";"Não"
"99421/AL";"2019-07-05";"Alferes Malheiro Apartment";"S";"2019-07-04";"Apartamento";"2";"4";"1";;"Rua Rua Alferes Malheiro, 195 1 Esquerdo";"4000-059";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"99420/AL";"2019-07-05";"ODAGADA";"N";"2019-07-01";"Estabelecimento de hospedagem-Hostel";"13";"14";"1";"0";"Rua Rua Barão São Cosme, 28 Porto";"4000-500";"Porto";"Bonfim";"Porto";"Porto";"Norte";"ODAGADA, UNIPESSOAL LDA";"Arrendatário";"515093904";"Pessoa coletiva";"Portugal";;;"926998388";"Não"
"99356/AL";"2019-07-04";"Saphirapartments";"S";"2019-06-26";"Apartamento";"3";"6";"2";;"Rua Rua Alexandre Herculano, 352 5º sala 56";"4000-053";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Sandra Loureiro Rocha Unipessoal Lda";"Arrendatário";"513820248";"Pessoa coletiva";"Portugal";;;"966108032";"Não"
"99314/AL";"2019-07-04";"ML Apartments Avenue";"S";"2019-06-17";"Apartamento";"1";"2";"0";;"Avenida Avenida Fernão de Magalhães, 615 2 ESQ";"4350-164";"Porto";"Bonfim";"Porto";"Porto";"Norte";"Saturno Matinal - Turismo Lda";"Arrendatário";"514859067";"Pessoa coletiva";"Portugal";;;"915454630";"Não"
"99313/AL";"2019-07-04";"ML Apartments Casa Musica";"S";"2019-06-17";"Apartamento";"1";"2";"1";;"Rua Rua 5 de Outubro, 293 6";"4100-175";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Saturno Matinal - Turismo Lda";"Arrendatário";"514859067";"Pessoa coletiva";"Portugal";;;"915454630";"Não"
"99312/AL";"2019-07-04";"Miguel Lopes";"N";"2019-06-17";"Apartamento";"1";"2";"0";;"Rua Rua Formosa, 102 2 2.2";"4000-246";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Saturno Matinal - Turismo Lda";"Arrendatário";"514859067";"Pessoa coletiva";"Portugal";;;"915454630";"Não"
"99311/AL";"2019-07-04";"Catarina Carvalho";"N";"2019-06-24";"Apartamento";"5";"7";"2";;"Rua Rua Santa Isabel, 50 1";"4050-536";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Dragon Seduction Unipessoal LDA";"Arrendatário";"514772867";"Pessoa coletiva";"Portugal";;;"935468786";"Não"
"99310/AL";"2019-07-04";"Fernão Magalhães House";"S";"2019-06-20";"Quartos";"2";"3";"1";;"Avenida Avenida Fernão de Magalhães, 2389";"4350-160";"Porto";"Campanhã";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"99309/AL";"2019-07-04";"Porto Insight Apartmentt";"S";"2019-07-08";"Apartamento";"3";"4";"2";;"Rua Rua Paraíso do Freixo, 9 2.º Tras Direito";"4300-391";"Porto";"Campanhã";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"99308/AL";"2019-07-04";"DREAM MODERN HOUSE";"S";"2019-06-17";"Apartamento";"3";"6";"3";;"Rua Rua Constituição, 2105";"4250-170";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"PADARIA DE PAREDES LDA.";"Comodatário";"502884550";"Pessoa coletiva";"Portugal";;;"916197471";"Não"
"99307/AL";"2019-07-04";"PORTO DOWNTOWNAPARTMENTS V";"N";"2019-06-17";"Apartamento";"2";"4";"1";;"Rua Rua Torrinha, 157 1 1.2";"4050-609";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Fronteira Frenetica Lda";"Arrendatário";"514966122";"Pessoa coletiva";"Portugal";;;"931926515";"Não"
"99306/AL";"2019-07-04";"CEDOFEITA DELIGHT";"S";"2018-07-01";"Apartamento";"2";"4";"1";;"Rua Rua Cedofeita, 130 3 tras";"4050-173";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Weekend Method Unip lda";"Arrendatário";"514939460";"Pessoa coletiva";"Portugal";"917314011";;"917314011";"Sim"
"99305/AL";"2019-07-04";"OPORTO SUITE APARTMENTS";"N";"2019-06-24";"Apartamento";"6";"6";"3";;"Travessa Travessa Bonfim, 321 R/C";"4300-075";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"99304/AL";"2019-07-04";"OPORTO SUITE APARTMENTS";"N";"2019-06-24";"Apartamento";"6";"6";"3";;"Travessa Travessa Bonfim, 321 1.º";"4300-075";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"99303/AL";"2019-07-04";"MIRANDAS";"S";"2019-06-17";"Apartamento";"2";"4";"2";;"Rua Antero de Quental, 532";"4200-065";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"JOSÉ MENDES & MIRANDA, LDA.";"Proprietário";"503196401";"Pessoa coletiva";"Portugal";;;"936507437";"Não"
"99302/AL";"2019-07-04";"Albuquerque & Silva Home";"S";"2019-07-01";"Apartamento";"2";"4";"1";;"Rua Rua Boavista, 183 3 Traseira H14";"4050-107";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Outro";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"99301/AL";"2019-07-04";"PortoSoul Trindade";"S";"2018-11-15";"Apartamento";"2";"4";"1";;"Travessa Travessa Alferes Malheiro, 65 Fracção M AP04";"4000-060";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Rambras Imobiliária Lda";"Proprietário";"510047750";"Pessoa coletiva";"Portugal";"968507006";;;"Sim"
"99300/AL";"2019-07-04";"Alegria";"N";"2019-07-01";"Apartamento";"2";"4";"1";;"Rua Rua Alegria, 901 2 esquerdo";"4000-048";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"99178/AL";"2019-07-03";"Moreira da Assunção";"S";"2019-06-19";"Moradia";"5";"8";"3";;"Rua Rua Moreira de Assunção, 71";"4000-350";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Smartanonymous, Lda";"Cessionário";"514760109";"Pessoa coletiva";"Portugal";"913042660";;"913042660";"Não"
"99177/AL";"2019-07-03";"Oliveiras Studio";"N";"2019-06-12";"Apartamento";"1";"2";"0";;"Rua Rua Oliveiras, 236 2º";"4050-448";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Reino Unido";;;;"Sim"
"99176/AL";"2019-07-03";"Bragas Studios";"N";"2019-07-01";"Apartamento";"1";"2";"1";;"Rua Rua Bragas, 284 2º dir frente";"4050-122";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"99175/AL";"2019-07-03";"Bragas Studios";"N";"2019-07-01";"Apartamento";"1";"2";"1";;"Rua Rua Bragas, 284 2º esq frente";"4050-122";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"99174/AL";"2019-07-03";"Bragas Studios";"N";"2019-07-01";"Apartamento";"1";"2";"1";;"Rua Rua Bragas, 284 2º centro";"4050-122";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"99173/AL";"2019-07-03";"Bragas Studios";"N";"2019-07-01";"Apartamento";"1";"2";"1";;"Rua Rua Bragas, 284 1º esq tras";"4050-122";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"99172/AL";"2019-07-03";"Bragas Studios";"N";"2019-07-01";"Apartamento";"1";"2";"1";;"Rua Rua Bragas, 284 1ª esq frente";"4050-122";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"99171/AL";"2019-07-03";"Zelije";"N";"2019-06-20";"Apartamento";"1";"2";"0";;"Rua Rua Boavista, 208 1 Direito";"4050-102";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Zelije Capital Partners, Lda";"Proprietário";"513608397";"Pessoa coletiva";"Portugal";;;"919758404";"Não"
"99169/AL";"2019-07-03";"Zelije";"N";"2019-06-20";"Apartamento";"1";"2";"0";;"Rua Rua Boavista, 208 RC Esquerdo";"4050-102";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Zelije Capital Partners, Lda";"Proprietário";"513608397";"Pessoa coletiva";"Portugal";;;"919758404";"Não"
"99168/AL";"2019-07-03";"Zelije";"N";"2019-06-21";"Apartamento";"1";"2";"0";;"Rua Rua Boavista, 208 RC Direito";"4050-102";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Zelije Capital Partners, Lda";"Proprietário";"513608397";"Pessoa coletiva";"Portugal";;;"919758404";"Não"
"99167/AL";"2019-07-03";"SEASIDE STUDIO";"N";"2019-06-16";"Apartamento";"1";"2";"0";;"Rua Rua Senhora Luz, 427 RC Esq";"4150-698";"Porto";"Aldoar, Foz do Douro e Nevogilde";"Porto";"Porto";"Norte";;"Outro";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"99166/AL";"2019-07-03";"Autores Apartments 1121";"S";"2019-06-28";"Apartamento";"2";"4";"1";;"Rua Rua Santa Catarina, 1121 1 Dto Tras";"4000-456";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"99164/AL";"2019-07-03";"City, Park & Beach House";"S";"2019-06-19";"Moradia";"4";"8";"3";;"Rua Rua Meinedo, 19";"4100-338";"Porto";"Aldoar, Foz do Douro e Nevogilde";"Porto";"Porto";"Norte";"COURTESY STORY - LDA";"Arrendatário";"513992383";"Pessoa coletiva";"Portugal";;;"965060360";"Não"
"99163/AL";"2019-07-03";"Kate Homes Trindade I";"S";"2019-06-14";"Apartamento";"3";"4";"1";;"Rua Rua Gonçalo Cristóvão, 301 5º  Frente";"4000-270";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Provapedia, Lda";"Proprietário";"508935989";"Pessoa coletiva";"Portugal";;;"913396995";"Sim"
"99161/AL";"2019-07-03";"ANAJU";"N";"2019-07-01";"Estabelecimento de hospedagem";"22";"22";"5";;"Rua Rua Duque Saldanha, 306";"4300-461";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"99159/AL";"2019-07-03";"Kate homes Trindade F";"S";"2019-06-14";"Apartamento";"2";"4";"1";;"Rua Rua Gonçalo Cristóvão, 301 3º Traseiras";"4000-270";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Provapedia, Lda";"Proprietário";"508935989";"Pessoa coletiva";"Portugal";;;"913396995";"Sim"
"99156/AL";"2019-07-03";"LIVE PORTO & DOURO - DUQUE IV";"S";"2019-06-14";"Estabelecimento de hospedagem";"2";"4";"2";;"Rua Rua Duque Loulé, 178 2";"4000-324";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"LIVE PORTO & DOURO UNIPESSOAL LDA";"Arrendatário";"513895906";"Pessoa coletiva";"Portugal";;;"934845057";"Não"
"99155/AL";"2019-07-03";"CASA DA GENINHA";"S";"2019-07-02";"Apartamento";"3";"6";"2";;"Rua Rua Antero de Quental, 551 3º";"4200-068";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"99085/AL";"2019-07-02";"Alegria 1024";"S";"2019-06-13";"Apartamento";"2";"4";"1";;"Rua Rua Alegria, 1024A  3º esq";"4000-040";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"99084/AL";"2019-07-02";"Almada 665";"S";"2019-06-16";"Apartamento";"2";"4";"1";;"Rua Rua Almada, 665 2 DRT";"4050-039";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"99046/AL";"2019-07-02";"The Corner House Porto";"N";"2019-07-01";"Apartamento";"2";"3";"1";;"Rua Rua Entrequintas 305, casa 10 ";"4050-239";"Porto";"Lordelo do Ouro e Massarelos";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"98980/AL";"2019-06-29";"Serpa Pinto 725 ";"S";"2019-07-01";"Apartamento";"2";"4";"1";;"Rua Rua Serpa Pinto, 725 1º Esq.  Frente";"4250-468";"Porto";"Paranhos";"Porto";"Porto";"Norte";;"Outro";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"98977/AL";"2019-06-29";"Porto Live N Experience - GRD Apartments Sta Catarina";"S";"2019-07-01";"Apartamento";"2";"4";"1";;"Rua Rua Santa Catarina, 1121 2 Esq. Fr.";"4000-456";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Porto Imobiliaria Recomendada - Soc. de Mediação Imobiliaria, Unip, Lda";"Comodatário";"513938214";"Pessoa coletiva";"Portugal";;;"935956400";"Não"
"98976/AL";"2019-06-29";"Feel Porto Stylish Flat III";"S";"2019-06-12";"Apartamento";"4";"6";"2";;"Rua Rua Sá da Bandeira, 784 2º DT";"4000-432";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"FEEL PORTO – Alojamento Local e Serviços Turísticos, Lda";"Arrendatário";"510841511";"Pessoa coletiva";"Portugal";;;;"Sim"
"98975/AL";"2019-06-29";"Feel Porto Stylish Flat VI";"S";"2019-06-12";"Apartamento";"4";"6";"3";;"Rua Rua Sá da Bandeira, 784 3º EF";"4000-432";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"FEEL PORTO – Alojamento Local e Serviços Turísticos, Lda";"Arrendatário";"510841511";"Pessoa coletiva";"Portugal";;;;"Sim"
"98974/AL";"2019-06-29";"Feel Porto Stylish Flat IV";"S";"2019-06-12";"Apartamento";"4";"6";"2";;"Rua Rua Sá da Bandeira, 784 2º ET";"4000-432";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"FEEL PORTO – Alojamento Local e Serviços Turísticos, Lda";"Arrendatário";"510841511";"Pessoa coletiva";"Portugal";;;;"Sim"
"98973/AL";"2019-06-29";"Feel Porto Stylish Flat II";"S";"2019-06-12";"Apartamento";"4";"6";"2";;"Rua Rua Sá da Bandeira, 784 1º ET";"4000-432";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"FEEL PORTO – Alojamento Local e Serviços Turísticos, Lda";"Arrendatário";"510841511";"Pessoa coletiva";"Portugal";;;;"Sim"
"98972/AL";"2019-06-29";"Feel Porto Stylish Flat I";"S";"2019-06-12";"Apartamento";"4";"6";"2";;"Rua Rua Sá da Bandeira, 784 1º DT";"4000-432";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"FEEL PORTO – Alojamento Local e Serviços Turísticos, Lda";"Arrendatário";"510841511";"Pessoa coletiva";"Portugal";;;;"Sim"
"98971/AL";"2019-06-29";"Feel Porto Stylish Flat V ";"S";"2019-06-12";"Apartamento";"4";"6";"2";;"Rua Rua Sá da Bandeira, 784 3º DT";"4000-432";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"FEEL PORTO – Alojamento Local e Serviços Turísticos, Lda";"Arrendatário";"510841511";"Pessoa coletiva";"Portugal";;;;"Sim"
"98969/AL";"2019-06-29";"Dream Home";"N";"2019-06-28";"Moradia";"6";"8";"4";;"Rua Rua Costa Cabral, 658";"4200-211";"Porto";"Paranhos";"Porto";"Porto";"Norte";"Celestialmeridian unipessoal Lda.";"Comodatário";"515213543";"Pessoa coletiva";"Portugal";"918184671";;"918861370";"Não"
"98968/AL";"2019-06-29";"antas studio terrace";"S";"2019-06-20";"Quartos";"1";"2";"1";;"Praça Praça Rainha Dona Amélia, 268 3º H6";"4000-075";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Outro";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"98967/AL";"2019-06-29";"Art District Studio";"N";"2021-04-01";"Apartamento";"1";"2";"0";;"Rua Rua Maternidade, 153 R/C";"4050-370";"Porto";"Lordelo do Ouro e Massarelos";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
