"Nº de registo";"Data do registo";"Nome do Alojamento";"Imovél Posterior 1951";"Data Abertura Público";"Modalidade";"Nº Camas";"Nº Utentes";"Nº Quartos";"Nº Beliches";"Localização (Endereço)";"Localização (Código postal)";"Localização (Localidade)";"Localização (Freguesia)";"Localização (Concelho)";"Localização (Distrito)";"NUTT II";"Nome do Titular da Exploração";"Titular Qualidade";"Contribuinte";"Titular Tipo";"Titular País";"Contacto (Telefone)";"Contacto (Fax)";"Contacto (Telemovel)";"Estab.SAUDÁVEL&SEGURO"
"6758/AL";"2014-05-08";"Studio Porto Riverside";"N";"2015-12-18";"Apartamento";"2";"3";"0";;"Rua Rua O Comércio do Porto, 93 1";"4050-210";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"CARISMARELAX LDA";"Comodatário";"514585625";"Pessoa coletiva";"Portugal";;;"939674551";"Não"
"6654/AL";"2014-10-02";"João Carlos Sousa Monteiro";"N";"2014-10-02";"Apartamento";"0";"0";"0";;"Rua O Comércio do Porto, 41 4º fração E";"4050-209";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"6652/AL";"2014-07-10";"Nova Hospedaria da Alegria";"N";"2014-07-10";"Estabelecimento de hospedagem";"7";"12";"5";;"Rua Alegria, 996";"4000-040";"Porto";"Bonfim";"Porto";"Porto";"Norte";"Regaço Surpresa Unipesoal, Lda";"Arrendatário";"514250046";"Pessoa coletiva";"Portugal";"222038980";;"919639081";"Não"
"6630/AL";"2014-06-11";"Casa dos Loios";"N";"2014-06-11";"Estabelecimento de hospedagem";"14";"27";"13";;"Largo Lóios, 47";"4050-338";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Shiadurbe Portugal, SA";"Arrendatário";"507961307";"Pessoa coletiva";"Portugal";"218282312";;"916330489";"Sim"
"6627/AL";"2014-05-21";"António Luís Magalhães Pereira";"N";"2014-05-21";"Apartamento";"0";"0";"0";;"Largo Curso Silva Monteiro, 55 Apart. 261 Fração AO";"4150-800";"Porto";"Lordelo do Ouro e Massarelos";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"6611/AL";"2014-10-30";"Alegria Downtown Flat";"N";"2014-10-30";"Apartamento";"2";"4";"1";;"Rua Alegria, 62 Fração F";"4000-033";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"6607/AL";"2014-11-05";"Pedro Manuel Magalhães Serpa Pinto";"N";"2014-11-05";"Apartamento";"0";"0";"0";;"Avenida Brasil, 472 3º Fração E";"4150-153";"Porto";"Aldoar, Foz do Douro e Nevogilde";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"6604/AL";"2014-11-11";"Casa dos Guindais";"N";"2014-11-11";"Estabelecimento de hospedagem";"0";"0";"0";;"Rua Arnaldo Gama, 72";"4000-094";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"6589/AL";"2014-09-24";"Moreira & Vieira, Lda";"N";"2014-09-24";"Estabelecimento de hospedagem";"0";"0";"0";;"Rua Estação, 74";"4300-171";"Porto";"Campanhã";"Porto";"Porto";"Norte";"Moreira & Vieira, Lda";"Arrendatário";"500854742";"Pessoa coletiva";"Portugal";"225371280";;"918453931";"Não"
"6557/AL";"2014-09-05";"ECO FOR ALL, CONSULTORIA, COMUNICAÇÃO E SUSTENTABILIDADE, LDA";"N";"2014-09-05";"Apartamento";"0";"0";"0";;"Avenida Fernão de Magalhães, 209 2º habit. 4";"4300-190";"Porto";"Bonfim";"Porto";"Porto";"Norte";"ECO FOR ALL, CONSULTORIA, COMUNICAÇÃO E SUSTENTABI";"Arrendatário";"508180830";"Pessoa coletiva";"Portugal";;;"960372259";"Não"
"6553/AL";"2014-10-02";"MH Turismo - Unipessoal, Lda";"N";"2014-10-02";"Apartamento";"0";"0";"0";;"Rua Almada, 15 3.4 Fração N";"4050-036";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"MH Turismo - Unipessoal, Lda";"Arrendatário";"510735967";"Pessoa coletiva";"Portugal";"222074430";"226062401";"962934777";"Não"
"6526/AL";"2014-10-07";"Apartamento Cozy Miguel Bombarda";"S";"2014-10-07";"Apartamento";"3";"3";"0";;"Rua Boa Nova, 126 2º trs.";"4050-101";"Porto";"Lordelo do Ouro e Massarelos";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"6524/AL";"2014-10-09";"Rivoli Cinema Hostel";"N";"2014-10-09";"Estabelecimento de hospedagem-Hostel";"42";"42";"14";"14";"Rua Doutor Magalhães Lemos, 83";"4000-332";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Sítios Prováveis, Lda.";"Arrendatário";"508565359";"Pessoa coletiva";"Portugal";;;"962502495";"Sim"
"6504/AL";"2014-10-07";"PAULA CRISTINA VIEIRA DE SOUSA E CASTRO";"N";"2014-10-07";"Moradia";"0";"0";"0";;"Rua Macieirinha, 1";"4050-341";"Porto";"Lordelo do Ouro e Massarelos";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"6484/AL";"2014-06-23";"Boa Aventura Apartment";"N";"2014-06-23";"Apartamento";"0";"0";"0";;"Campo 24 de Agosto, 197 2º direito Fração M";"4300-505";"Porto";"Bonfim";"Porto";"Porto";"Norte";"Casa de Turismo - Quinta da Boa Ventura, Lda";"Arrendatário";"510168671";"Pessoa coletiva";"Portugal";"273327734";;;"Não"
"6482/AL";"2014-10-20";"Mouzinho 134 - Amarelo";"N";"2014-10-20";"Apartamento";"0";"0";"0";;"Rua Mouzinho da Silveira, 134 1º";"4050-416";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"M134, Lda.";"Arrendatário";"510981224";"Pessoa coletiva";"Portugal";;;"916605302";"Sim"
"6478/AL";"2014-10-20";"Mouzinho 134 - Rosa";"N";"2014-10-20";"Apartamento";"0";"0";"0";;"Rua Mouzinho da Silveira, 134 2º DF";"4050-416";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"M134, Lda.";"Arrendatário";"510981224";"Pessoa coletiva";"Portugal";;;"916605302";"Sim"
"6475/AL";"2014-10-20";"Mouzinho 134 - Laranja";"N";"2014-10-20";"Apartamento";"0";"0";"0";;"Rua Mouzinho da Silveira, 134 2º DT";"4050-416";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"M134, Lda.";"Arrendatário";"510981224";"Pessoa coletiva";"Portugal";;;"916605302";"Sim"
"6474/AL";"2014-10-20";"Mouzinho 134 - Cinzento";"N";"2014-10-20";"Apartamento";"0";"0";"0";;"Rua Mouzinho da Silveira, 134 3º DF";"4050-416";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"M134, Lda.";"Arrendatário";"510981224";"Pessoa coletiva";"Portugal";;;"916605302";"Sim"
"6468/AL";"2014-10-20";"Mouzinho134 - Branco";"N";"2014-10-20";"Apartamento";"0";"0";"0";;"Rua Mouzinho da Silveira, 134 3º dt";"4050-416";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"M134, Lda.";"Arrendatário";"510981224";"Pessoa coletiva";"Portugal";;;"916605302";"Sim"
"6467/AL";"2014-10-20";"Mouzinho134 - Azul";"N";"2014-10-20";"Apartamento";"0";"0";"0";;"Rua Mouzinho da Silveira, 134 4º E";"4050-416";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"M134, Lda.";"Arrendatário";"510981224";"Pessoa coletiva";"Portugal";;;"916605302";"Sim"
"6466/AL";"2014-10-20";"Mouzinho134 - Verde";"N";"2014-10-20";"Apartamento";"0";"0";"0";;"Rua Mouzinho da Silveira, 134 2º EF";"4050-416";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"M134, Lda.";"Arrendatário";"510981224";"Pessoa coletiva";"Portugal";;;;"Sim"
"6462/AL";"2014-10-20";"Mouzinho 134 - Castanho";"N";"2014-10-20";"Apartamento";"0";"0";"0";;"Rua Mouzinho da Silveira, 134 2º ET";"4050-416";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"M134, Lda.";"Arrendatário";"510981224";"Pessoa coletiva";"Portugal";;;;"Sim"
"6452/AL";"2014-09-12";"Studio + Terrace @ Porto";"S";"2014-09-12";"Apartamento";"2";"4";"0";;"Rua Doutor Barbosa de Castro, 69 3º tras fração F";"4050-091";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Panóplia de Génios - Unipessoal Lda";"Arrendatário";"510952593";"Pessoa coletiva";"Portugal";;;"937027696";"Não"
"6419/AL";"2014-08-22";"Muralha da Barca Apartamentos";"N";"2014-08-22";"Apartamento";"5";"7";"2";;"Rua Rua Cima do Muro, 21 6.º Fração "F"";"4050-199";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Mário Teixeira Melo Lda.";"Proprietário";"501487190";"Pessoa coletiva";"Portugal";"222051746";;"916497440";"Não"
"6407/AL";"2014-09-15";"Sérgio Costa";"N";"2014-09-15";"Apartamento";"0";"0";"2";;"Rua José Falcão, 80 4º frente";"4050-315";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"6397/AL";"2014-09-03";"Porto Center";"S";"2014-12-09";"Apartamento";"2";"4";"1";;"Rua Gonçalo Cristóvão, 356 6º";"4000-266";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"6391/AL";"2014-09-01";"Porto Suite";"N";"2014-09-01";"Estabelecimento de hospedagem";"6";"6";"6";;"Rua Bonjardim, 1109";"4000-133";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Proezabsoluta Gestão e Serviços Imobiliários";"Proprietário";"510366031";"Pessoa coletiva";"Portugal";"251838047";;;"Não"
"6384/AL";"2014-08-12";"Citydrops-Hostel Unipessoal Lda";"N";"2014-08-12";"Moradia";"0";"0";"2";;"Rua Raúl Dória, 11";"4000-409";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Citydrops-Hostel Unipessoal Lda";"Arrendatário";"510917240";"Pessoa coletiva";"Portugal";;;"915423974";"Não"
"6380/AL";"2014-07-29";"BY Bolhão - Apartments";"N";"2014-07-29";"Apartamento";"0";"0";"0";;"Rua Alexandre Braga, 76 3º tras. Fração G";"4000-049";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Available Season - Unipessoal, Ld.ª";"Proprietário";"513040250";"Pessoa coletiva";"Portugal";"222011358";;"962195456";"Não"
"6378/AL";"2014-07-29";"BY Bolhão - Apartments";"N";"2014-07-29";"Apartamento";"0";"0";"0";;"Rua Alexandre Braga, 76 3º frente Fração F";"4000-049";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Available Season - Unipessoal, Ld.ª";"Arrendatário";"513040250";"Pessoa coletiva";"Portugal";"222011358";;"962195456";"Não"
"6374/AL";"2014-07-29";"BY Bolhão - Apartments";"N";"2014-07-29";"Apartamento";"0";"0";"0";;"Rua Alexandre Braga, 76 2º Tras.  Fração E";"4000-049";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Available Season - Unipessoal, Ld.ª";"Arrendatário";"513040250";"Pessoa coletiva";"Portugal";"222011358";;"962195456";"Não"
"6368/AL";"2014-07-29";"BY Bolhão - Apartments";"N";"2014-07-29";"Apartamento";"0";"0";"0";;"Rua Alexandre Braga, 76 2º frente Fração D";"4000-049";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Available Season - Unipessoal, Ld.ª";"Arrendatário";"513040250";"Pessoa coletiva";"Portugal";"222011358";;"962195456";"Não"
"6361/AL";"2014-07-23";"Studio + Garden @ Porto";"N";"2014-07-23";"Apartamento";"2";"3";"0";;"Rua Almada, 323 2º  traseiras";"4050-037";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Panóplia de Génios - Unipessoal Lda";"Arrendatário";"510952593";"Pessoa coletiva";"Portugal";;;"937027696";"Não"
"6349/AL";"2014-07-22";"Oporto City Flats Almada House 2.1";"S";"2014-07-22";"Apartamento";"1";"2";"0";;"Rua Almada, 15 2.1 Fração G";"4050-036";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Morais e Castro & Martins dos Santos, Lda.";"Cessionário";"515175331";"Pessoa coletiva";"Portugal";;;"962934777";"Não"
"634/AL";"2014-12-09";"Santa Catarina";"S";"2014-12-09";"Apartamento";"2";"4";"2";;"Rua de Santa Catarina, 1207 4º  Dto Frt";"4000-457";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"6328/AL";"2014-07-29";"By Bolhão - Apartments";"N";"2014-07-29";"Apartamento";"0";"0";"0";;"Rua Alexandre Braga, 76 1º frente Fração B";"4000-049";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Available Season - Unipessoal, Ld.ª";"Arrendatário";"513040250";"Pessoa coletiva";"Portugal";"222011358";;"962195456";"Não"
"6320/AL";"2014-07-29";"By Bolhão - Apartments";"N";"2014-07-29";"Apartamento";"0";"0";"0";;"Rua Alexandre Braga, 76 1º Tras. Fração C";"4000-049";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Available Season - Unipessoal, Ld.ª";"Arrendatário";"513040250";"Pessoa coletiva";"Portugal";"222011358";;"962195456";"Não"
"6315/AL";"2014-07-17";"BENARDI - Sociedade Imobiliária, S.A.";"N";"2014-07-17";"Apartamento";"0";"0";"0";;"Travessa São Sebastião, 51 r/c ET Fração C";"4050-569";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"BENARDI - Sociedade Imobiliária, S.A.";"Proprietário";"504638912";"Pessoa coletiva";"Portugal";;;"917512964";"Não"
"6313/AL";"2014-07-17";"BENARDI - Sociedade Imobiliária, S.A.";"N";"2014-07-17";"Apartamento";"0";"0";"0";;"Travessa São Sebastião, 51 r/c dtº Fração B";"4050-569";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"BENARDI - Sociedade Imobiliária, S.A.";"Proprietário";"504638912";"Pessoa coletiva";"Portugal";;;"917512964";"Não"
"6306/AL";"2014-07-17";"BENARDI - Sociedade Imobiliária, S.A.";"N";"2014-07-17";"Apartamento";"0";"0";"0";;"Travessa São Sebastião, 51 r/c F Fração A";"4050-569";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"BENARDI - Sociedade Imobiliária, S.A.";"Proprietário";"504638912";"Pessoa coletiva";"Portugal";;;"917512964";"Não"
"6305/AL";"2014-07-17";"BENARDI - Sociedade Imobiliária, S.A.";"N";"2014-07-17";"Apartamento";"0";"0";"0";;"Travessa São Sebastião, 51 1º E Fração D";"4050-569";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"BENARDI - Sociedade Imobiliária, S.A.";"Proprietário";"504638912";"Pessoa coletiva";"Portugal";;;"917512964";"Não"
"6299/AL";"2014-07-17";"BENARDI - Sociedade Imobiliária, S.A.";"N";"2014-07-17";"Apartamento";"0";"0";"0";;"Travessa São Sebastião, 51 1º D Fração D";"4050-569";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"BENARDI - Sociedade Imobiliária, S.A.";"Proprietário";"504638912";"Pessoa coletiva";"Portugal";;;"917512964";"Não"
"6289/AL";"2014-07-17";"BENARDI - Sociedade Imobiliária, S.A.";"N";"2014-07-17";"Apartamento";"0";"0";"0";;"Travessa São Sebastião, 51 2º E Fração G";"4050-569";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"BENARDI - Sociedade Imobiliária, S.A.";"Proprietário";"504638912";"Pessoa coletiva";"Portugal";;;"917512964";"Não"
"6201/AL";"2014-06-03";"DOURO Apartments - Ribeira - RiverSide";"N";"2014-06-03";"Apartamento";"2";"4";"1";;"Rua Infante Dom Henrique, 37 2º esq. Fração D";"4050-297";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Coimbra dos Santos & Rocha, Lda";"Arrendatário";"510367992";"Pessoa coletiva";"Portugal";;;"910086307";"Não"
"6199/AL";"2014-06-03";"Casa da Bolsa";"N";"2014-06-03";"Apartamento";"2";"4";"0";;"Rua O Comércio do Porto, 108 1º direito";"4050-209";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Espanha";;;;"Não"
"6166/AL";"2014-07-22";"MH Turismo - Unipessoal, Lda";"N";"2014-07-22";"Apartamento";"0";"0";"0";;"Rua Almada, 15 1.4 Fração F";"4050-036";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"MH Turismo - Unipessoal, Lda";"Arrendatário";"510735967";"Pessoa coletiva";"Portugal";"222074430";"226062401";"962934777";"Não"
"6161/AL";"2014-07-22";"MH Turismo - Unipessoal, Lda";"N";"2014-07-22";"Apartamento";"0";"0";"0";;"Rua Almada, 15 1.2 Fração D";"4050-036";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"MH Turismo - Unipessoal, Lda";"Arrendatário";"510735967";"Pessoa coletiva";"Portugal";"222074430";"226062401";"962934777";"Não"
"6159/AL";"2014-07-22";"MH Turismo - Unipessoal, Lda";"N";"2014-07-22";"Apartamento";"0";"0";"0";;"Rua Almada, 15 1.3 Fração E";"4050-036";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"MH Turismo - Unipessoal, Lda";"Arrendatário";"510735967";"Pessoa coletiva";"Portugal";"222074430";"226062401";"962934777";"Não"
"6158/AL";"2014-07-22";"Oporto City Flats - Un-Almada House";"N";"2014-07-22";"Apartamento";"2";"4";"0";;"Rua Almada, 15 1.1 Fração C";"4050-036";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"MH Turismo - Unipessoal, Lda";"Arrendatário";"510735967";"Pessoa coletiva";"Portugal";;;"962934777";"Não"
"6156/AL";"2014-07-22";"Oporto City Flats Almada House 2.3";"S";"2014-07-22";"Apartamento";"1";"2";"0";;"Rua Almada, 15 2.3";"4050-036";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Morais e Castro & Martins dos Santos, Lda.";"Cessionário";"515175331";"Pessoa coletiva";"Portugal";;;"962934777";"Não"
"6142/AL";"2014-07-22";"MH Turismo - Unipessoal, Lda";"N";"2014-07-22";"Apartamento";"0";"0";"0";;"Rua Almada, 15 2.4";"4050-036";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"MH Turismo - Unipessoal, Lda";"Arrendatário";"510735967";"Pessoa coletiva";"Portugal";"222074430";"226062401";"962934777";"Não"
"6134/AL";"2014-07-22";"Oporto City Flats Almada House 2.2";"S";"2014-07-22";"Apartamento";"1";"2";"0";;"Rua Almada, 15 2.2 Fração H";"4050-036";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Morais e Castro & Martins dos Santos, Lda.";"Cessionário";"515175331";"Pessoa coletiva";"Portugal";;;"962934777";"Não"
"6131/AL";"2014-07-11";"Primetierra Investments, Lda";"N";"2014-07-11";"Apartamento";"0";"0";"0";;"Rua Alferes Malheiro, 187 2º traseiras";"4000-056";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Primetierra Investments, Lda";"Arrendatário";"509093990";"Pessoa coletiva";"Portugal";"222010701";;"969072732";"Não"
"6130/AL";"2014-07-11";"Primetierra Investments, Lda";"N";"2014-07-11";"Apartamento";"0";"0";"0";;"Rua Alferes Malheiro, 187 3º frente";"4000-056";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Primetierra Investments, Lda";"Arrendatário";"509093990";"Pessoa coletiva";"Portugal";"222010701";;"969072732";"Não"
"6129/AL";"2014-07-11";"Primetierra Investments, Lda";"N";"2014-07-11";"Apartamento";"0";"0";"0";;"Rua Alferes Malheiro, 187 3º Traseiras";"4000-056";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Primetierra Investments, Lda";"Arrendatário";"509093990";"Pessoa coletiva";"Portugal";"222010701";;"969072732";"Não"
"6116/AL";"2014-07-11";"Primetierra Investments, Lda";"N";"2014-07-11";"Apartamento";"0";"0";"0";;"Rua Alferes Malheiro, 187 4º";"4000-056";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Primetierra Investments, Lda";"Arrendatário";"509093990";"Pessoa coletiva";"Portugal";"222010701";;"969072732";"Não"
