"Nº de registo";"Data do registo";"Nome do Alojamento";"Imovél Posterior 1951";"Data Abertura Público";"Modalidade";"Nº Camas";"Nº Utentes";"Nº Quartos";"Nº Beliches";"Localização (Endereço)";"Localização (Código postal)";"Localização (Localidade)";"Localização (Freguesia)";"Localização (Concelho)";"Localização (Distrito)";"NUTT II";"Nome do Titular da Exploração";"Titular Qualidade";"Contribuinte";"Titular Tipo";"Titular País";"Contacto (Telefone)";"Contacto (Fax)";"Contacto (Telemovel)";"Estab.SAUDÁVEL&SEGURO"
"23069/AL";"2015-12-30";"Oporto Downtown";"N";"2015-12-30";"Apartamento";"2";"3";"1";;"Rua Rua Picaria, 101 1º Frt";"4050-478";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"CAPÍTULO ESTUPENDO - LDA";"Arrendatário";"515805297";"Pessoa coletiva";"Portugal";"229811757";;"002399888155";"Não"
"23065/AL";"2015-12-30";"Vintage Apartment 3th floor";"S";"2015-12-31";"Apartamento";"3";"6";"2";;"1ª Rua Rua da conceição , 30 3 esquerdo Porto";"4050-213";"porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Burgo decisivo , unipessoal lda";"Arrendatário";"513730702";"Pessoa coletiva";"Portugal";;;;"Não"
"23052/AL";"2015-12-29";"Le Petit Chateau Apartments";"N";"2016-03-03";"Apartamento";"1";"2";"0";;"Rua Rua Constituição, 1042 3º";"4200-199";"Porto";"Bonfim";"Porto";"Porto";"Norte";"Filipe & Girão, Lda";"Arrendatário";"513539670";"Pessoa coletiva";"Portugal";;;"914532973";"Não"
"23051/AL";"2015-12-29";"Le Petit Chateau Apartments";"N";"2015-12-30";"Apartamento";"1";"2";"1";;"Rua Rua Constituição, 1042 2º";"4200-199";"Porto";"Bonfim";"Porto";"Porto";"Norte";"Filipe & Girão, Lda.";"Arrendatário";"513539670";"Pessoa coletiva";"Portugal";;;;"Não"
"23050/AL";"2015-12-29";"Le Petit Chateau Apartements";"N";"2015-12-30";"Apartamento";"1";"2";"1";;"Rua Rua Constituição, 1042 1º";"4200-199";"Porto";"Bonfim";"Porto";"Porto";"Norte";"Filipe & Girão, Lda.";"Arrendatário";"513539670";"Pessoa coletiva";"Portugal";;;;"Não"
"23046/AL";"2015-12-29";"Happy Street";"N";"2016-01-02";"Apartamento";"3";"3";"1";;"Rua Rua Alegria, 307 1º Tra.";"4000-044";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"23007/AL";"2015-12-28";"CLERIGOS H";"N";"2015-12-28";"Apartamento";"4";"6";"2";;"Rua Rua Trás, 223 3";"4050-617";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Clérigos H - Gestão Hoteleira, Lda";"Comodatário";"510909078";"Pessoa coletiva";"Portugal";;;"937084885";"Não"
"23006/AL";"2015-12-28";"CLERIGOS H";"S";"2015-12-28";"Apartamento";"3";"4";"1";;"Rua Rua Trás, 223 2";"4050-617";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Clérigos H - Gestão Hoteleira, Lda";"Comodatário";"510909078";"Pessoa coletiva";"Portugal";;;"937084885";"Não"
"23003/AL";"2015-12-28";"CLERIGOS H";"S";"2015-12-28";"Apartamento";"3";"4";"1";;"Rua Rua Trás, 223 1";"4050-617";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Clérigos H - Gestão Hoteleira, Lda";"Comodatário";"510909078";"Pessoa coletiva";"Portugal";;;"937084885";"Não"
"22983/AL";"2015-12-23";" Suites Cocorico";"N";"2016-02-04";"Estabelecimento de hospedagem";"5";"5";"5";;"Rua Rua Duque Loulé, 87";"4000-325";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"C La Luz , Lda";"Proprietário";"514231181";"Pessoa coletiva";"Portugal";"917510464";;"912775187";"Não"
"22956/AL";"2015-12-22";"Santa Catarina's Home, I Douro You";"N";"2016-01-12";"Apartamento";"2";"4";"1";;"Rua Rua Santa Catarina, 711 1º Dto C";"4000-454";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"22943/AL";"2015-12-22";"Sé Apartment";"N";"2016-01-01";"Apartamento";"3";"4";"2";;"Rua Rua Saraiva de Carvalho, 39 4º.  B";"4000-520";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"OTIF - Oporto Turism Investment Fund - Unip.,Ldª.";"Comodatário";"513630830";"Pessoa coletiva";"Portugal";;;"916311103";"Sim"
"22941/AL";"2015-12-21";"City View Oporto Apartments";"S";"2015-12-26";"Apartamento";"4";"6";"2";;"1ª Rua Rua da conceição , 30 2 Direito";"4050-213";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Burgo decisivo , unipessoal lda";"Arrendatário";"513730702";"Pessoa coletiva";"Portugal";;;"914374786";"Não"
"22917/AL";"2015-12-21";"Fontaínhas do Sol";"S";"2015-12-21";"Apartamento";"5";"5";"2";;"Rua Rua Sol, 9 2.º Esq.";"4000-529";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"22744/AL";"2015-12-15";"Casa Ramiro leão";"N";"2015-12-15";"Estabelecimento de hospedagem";"10";"10";"8";;"Rua Rua Boavista, 713";"4050-110";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Associação do Hospital Crianças Maria Pia";"Proprietário";"500825386";"Pessoa coletiva";"Portugal";"222081050";;"929177498";"Não"
"22734/AL";"2015-12-15";"JF 80.2";"S";"2015-12-15";"Apartamento";"1";"2";"1";;"Rua Rua José Falcão, 80 4.º Dto.";"4050-315";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"22732/AL";"2015-12-15";"Your Place Porto";"N";"2015-12-15";"Apartamento";"2";"4";"1";;"Rua Rua Alegria, 238 3.º Frt.";"4000-034";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"22694/AL";"2015-12-14";"New Oporto Apartements";"S";"2015-12-14";"Apartamento";"2";"4";"1";;"Praça Praça Almeida Garrett, 39 3.º tras.";"4000-069";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"New Oporto, Lda";"Arrendatário";"513303197";"Pessoa coletiva";"Portugal";;;"963819404";"Sim"
"22693/AL";"2015-12-14";"Joana e Ricardo";"S";"2015-12-14";"Apartamento";"5";"7";"4";;"Avenida Avenida Antunes Guimarães, 39 1º";"4100-079";"Porto";"Aldoar, Foz do Douro e Nevogilde";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"22650/AL";"2015-12-11";"Isaura Carvalho";"S";"2015-12-18";"Apartamento";"4";"8";"3";;"Rua Rua Santa Catarina, 574 5 Esq";"4000-446";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"22603/AL";"2015-12-10";"Mártires da Liberdade";"N";"2015-12-17";"Apartamento";"3";"4";"0";;"Rua Rua Mártires da Liberdade, 160 1 Frente";"4050-359";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"COOL IN PORTO - Experiência Urbana, Lda";"Arrendatário";"513692681";"Pessoa coletiva";"Portugal";;;;"Não"
"22602/AL";"2015-12-10";"Porto Center";"S";"2016-01-28";"Apartamento";"2";"4";"1";;"Rua Rua Antero de Quental, 206 1 Dto";"4050-052";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"22573/AL";"2015-12-09";"Ana D'ouro Apartment";"S";"2015-12-09";"Apartamento";"7";"7";"3";;"Rua Rua Santa Catarina, 1108 1.º Frt.";"4000-447";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"22534/AL";"2015-12-07";"Inside Porto Apartments";"S";"2016-02-29";"Apartamento";"3";"6";"1";;"Rua Rua Flores, 45 3º Dto Frt";"4050-265";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Rita Lemos Almeida - Unipessoal Lda";"Proprietário";"513587292";"Pessoa coletiva";"Portugal";;;"912314366";"Sim"
"22531/AL";"2015-12-07";"Inside Porto Apartments";"S";"2016-02-29";"Apartamento";"2";"4";"0";;"Rua Rua Flores, 45 3º  Esq. Fr.";"4050-265";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Rita Lemos Almeida, Unipessoal, Lda";"Proprietário";"513587292";"Pessoa coletiva";"Portugal";;;"912314366";"Sim"
"22464/AL";"2015-12-03";"Chillhouse - Porto";"S";"2015-12-07";"Apartamento";"4";"6";"2";;"Largo Largo Doutor Tito Fontes, 670 R/c";"4000-538";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"22448/AL";"2015-12-02";"Mezanino Cedofeita";"S";"2015-12-04";"Apartamento";"2";"4";"0";;"Rua Rua Mirante, 25 2 Dto";"4050-389";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"22415/AL";"2015-12-02";"Maria`s Apartment";"S";"2015-12-06";"Apartamento";"5";"6";"2";;"Rua Rua Bairro do Comércio do Porto, 30 1";"4350-061";"Porto";"Campanhã";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"22367/AL";"2015-12-01";"T2 à Constituição";"S";"2016-01-01";"Apartamento";"5";"5";"2";;"Rua Rua Antero de Quental, 642 5º Esq. Tras.";"4200-065";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"22316/AL";"2015-11-30";"Porto Life Studio";"N";"2015-11-30";"Apartamento";"1";"2";"1";;"Rua Rua Santa Teresa, 40 2º.  fte";"4050-537";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"22315/AL";"2015-11-30";"Porto Life Studio";"N";"2015-11-30";"Apartamento";"1";"2";"1";;"Rua Rua Santa Teresa, 40 3º";"4050-537";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"22267/AL";"2015-11-27";"Olive Tree Apart";"N";"2015-12-01";"Apartamento";"2";"4";"1";;"Rua Rua Dom João IV, 390 2.º Frente E";"4000-298";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"22170/AL";"2015-11-24";"Casa Clérigos";"S";"2015-12-01";"Apartamento";"1";"2";"0";;"Campo Campo Mártires da Pátria, 103 3";"4050-367";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Authentic Stay, Lda.";"Arrendatário";"513717234";"Pessoa coletiva";"Portugal";;;;"Sim"
"22101/AL";"2015-11-20";"Apartamento da Foz";"N";"2015-12-01";"Apartamento";"4";"6";"2";;"Rua Rua Teatro, 194 4º. dtº.  Fração J";"4150-725";"Porto";"Aldoar, Foz do Douro e Nevogilde";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"22017/AL";"2015-11-19";"A Home";"S";"2015-11-19";"Apartamento";"1";"2";"0";;"Rua Rua Flores, 45 2º Trás. Frac. "M"";"4050-265";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"22015/AL";"2015-11-19";"A Home";"S";"2015-12-20";"Apartamento";"2";"4";"1";;"Rua Rua Flores, 45 4º. - esqd Frac. U";"4050-265";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"21988/AL";"2015-11-18";"SB1";"N";"2015-06-01";"Apartamento";"8";"10";"3";;"Rua Rua Sá da Bandeira, 594 4 D";"4000-431";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Alvorada dos Sentidos Unipessoal Limitada";"Arrendatário";"510926363";"Pessoa coletiva";"Portugal";"213140882";;"938210212";"Não"
"21986/AL";"2015-11-18";"Cardosas Stylish Apartment";"S";"2016-01-01";"Apartamento";"2";"3";"0";;"Praça Praça Almeida Garrett, 41 1";"4000-069";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Become My Guest Lda";"Arrendatário";"510459536";"Pessoa coletiva";"Portugal";"217960326";"217960326";"217960326";"Sim"
"21974/AL";"2015-11-18";"Vitória Clérigos House";"N";"2015-11-18";"Moradia";"4";"5";"2";;"Travessa Travessa Ferraz, 18-20";"4050-251";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Marques & Oliveira, Lda. ";"Proprietário";"500652759";"Pessoa coletiva";"Portugal";;;"929143528";"Não"
"21904/AL";"2015-11-16";"Apartamento São Bento da Vitória";"N";"2015-11-18";"Apartamento";"3";"6";"3";;"Rua São Bento da Vitória, 22 5º";"4050-542";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"21866/AL";"2015-11-13";"M Republic 5 ";"S";"2015-11-16";"Apartamento";"4";"5";"4";;"Travessa Travessa Fontinha, 18 2º.";"4000-244";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"M2Students - Unipessoal, Ldª. ";"Arrendatário";"510766196";"Pessoa coletiva";"Portugal";;;"917340500";"Não"
"21860/AL";"2015-11-13";"Apartment Central Oporto";"S";"2015-11-16";"Apartamento";"5";"7";"3";;"Rua Rua Monte Cativo, 192 R/C";"4050-398";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"21837/AL";"2015-11-13";"New Oporto Apartments";"S";"2015-11-13";"Apartamento";"3";"5";"1";;"Praça Praça Almeida Garrett, 39 3º Frt";"4000-069";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"New Oporto Lda";"Arrendatário";"513303197";"Pessoa coletiva";"Portugal";;;"963819404";"Sim"
"21764/AL";"2015-11-11";"Casa de S. João";"N";"2015-11-10";"Moradia";"2";"4";"1";;"Beco Beco São João da Foz, 89";"4150-674";"Porto";"Aldoar, Foz do Douro e Nevogilde";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"21686/AL";"2015-11-09";"Solares Ibéricos";"N";"2015-11-10";"Apartamento";"1";"2";"1";;"Rua Rua Sá da Bandeira, 56 4º";"4000-427";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Solares Ibéricos - Sociedade Mediação Imobiliária Lda.";"Arrendatário";"505349922";"Pessoa coletiva";"Portugal";;;;"Não"
"21684/AL";"2015-11-09";"Solares Ibéricos ";"N";"2015-11-10";"Apartamento";"2";"4";"2";;"Rua Rua Sá da Bandeira, 56 3º";"4000-427";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Solares Ibéricos - Sociedade Mediação Imobiliária Lda.";"Arrendatário";"505349922";"Pessoa coletiva";"Portugal";;;"918200546";"Não"
"21676/AL";"2015-11-09";"Oporto Bragas Home and Garden";"S";"2015-11-09";"Moradia";"4";"6";"3";;"Rua Rua Bragas, 318";"4050-122";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"21674/AL";"2015-11-09";"SBV";"S";"2015-11-20";"Apartamento";"2";"4";"0";;"Rua Rua Bento da Vitória, 8 Fracção B";"4050-542";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"N&Q - Sociedade de Economistas, Lda.";"Proprietário";"502398140";"Pessoa coletiva";"Portugal";;;"919491368";"Não"
"21655/AL";"2015-11-09";"Solares Ibéricos - Sociedade de Mediação Imobiliária Lda.";"N";"2015-11-10";"Apartamento";"2";"4";"2";;"Rua Rua Sá da Bandeira, 56 2º";"4000-427";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Solares Ibéricos - Sociedade Mediação Imobiliária Lda.";"Arrendatário";"505349922";"Pessoa coletiva";"Portugal";;;"918200546";"Não"
"21643/AL";"2015-11-06";"Miguel Bombarda Cozy Apartments";"S";"2015-11-06";"Apartamento";"6";"6";"2";;"Rua Rua Boa Nova, 126 3 Frt";"4050-101";"Porto";"Lordelo do Ouro e Massarelos";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"21573/AL";"2015-11-04";"Lada River House";"N";"2015-11-04";"Apartamento";"4";"6";"2";;"Escadas Escadas Barredo, 120 R/ch Dto";"4050-092";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"21569/AL";"2015-11-04";"Douro Dreams Guest House";"N";"2015-11-23";"Moradia";"1";"2";"1";;"Rua Rua Maternidade, 45 Casa 2";"4050-370";"Porto";"Lordelo do Ouro e Massarelos";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"21568/AL";"2015-11-04";"Douro Dreams Guest House";"N";"2015-11-23";"Moradia";"1";"2";"1";;"Rua Rua Maternidade, 45 casa 1";"4050-370";"Porto";"Lordelo do Ouro e Massarelos";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"21471/AL";"2015-11-02";"Casa do Mirante";"N";"2015-05-27";"Moradia";"3";"5";"2";;"Rua Rua Mirante, 7";"4050-389";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"21460/AL";"2015-11-02";"CardosasAparFloch";"S";"2015-11-02";"Apartamento";"2";"4";"1";;"Praça Praça Almeida Garrett, 39 4 Tras.";"4000-069";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"21443/AL";"2015-11-02";"A House With a View";"N";"2015-11-02";"Apartamento";"3";"6";"2";;"Rua Rua Bandeirinha, 62 2º";"4050-088";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"21400/AL";"2015-10-30";"Porto Happy Flats - Santo Ildefonso3";"S";"2015-10-30";"Apartamento";"2";"3";"1";;"Rua Rua Santo Ildefonso, 265 3";"4000-470";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Purplegift, Lda.";"Arrendatário";"509486053";"Pessoa coletiva";"Portugal";;;;"Não"
"21395/AL";"2015-10-30";"Porto Happy Flats - Santo Ildefonso2";"S";"2015-10-30";"Apartamento";"2";"4";"1";;"Rua Rua Santo Ildefonso, 265 2";"4000-470";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Purplegift, Lda.";"Arrendatário";"509486053";"Pessoa coletiva";"Portugal";;;;"Não"
"21393/AL";"2015-10-30";"Porto Happy Flats - Santo Ildefonso1";"S";"2015-10-30";"Apartamento";"2";"3";"1";;"Rua Rua Santo Ildefonso, 265 1";"4000-470";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Purplegift, Lda.";"Arrendatário";"509486053";"Pessoa coletiva";"Portugal";;;;"Não"
"21371/AL";"2015-10-29";"Myosotis Oporto";"S";"2015-10-29";"Apartamento";"3";"6";"2";;"Rua Rua Costa Cabral, 690 3.º  Esq. ";"4200-211";"Porto";"Paranhos";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"21369/AL";"2015-10-29";"Myosotis Oporto";"S";"2015-10-29";"Apartamento";"3";"6";"2";;"Rua Rua Costa Cabral, 690 2.º  Dto. ";"4200-211";"Porto";"Paranhos";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"21364/AL";"2015-10-29";"Myosotis Oporto";"S";"2015-10-29";"Apartamento";"3";"6";"2";;"Rua Rua Costa Cabral, 690 2.º  Esq. ";"4200-211";"Porto";"Paranhos";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"21363/AL";"2015-10-29";"Galleries Apartments";"N";"2015-10-29";"Apartamento";"1";"2";"1";;"Rua Rua José Falcão, 22 1º.  Tras.";"4050-316";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"21358/AL";"2015-10-29";"Galleries Apartments";"N";"2015-10-29";"Apartamento";"1";"2";"1";;"Rua Rua José Falcão, 22 1º.  fte";"4050-316";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"21355/AL";"2015-10-29";"DM2";"S";"2015-10-29";"Apartamento";"3";"4";"0";;"Rua Rua Dom Manuel II, 70 4ºC";"4050-342";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"COOL IN PORTO- Experiência Urbana Lda";"Arrendatário";"513692681";"Pessoa coletiva";"Portugal";;;"919154020";"Não"
"21326/AL";"2015-10-29";"APARTMENTS OPORTO2";"S";"2015-11-01";"Apartamento";"6";"8";"4";;"Rua Rua Pedro Hispano, 1248 Porto";"4250-365";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"OLIVEIRA MAIA & MAIA TEIXEIRA, LDA.";"Arrendatário";"515374270";"Pessoa coletiva";"Portugal";;;;"Não"
"21270/AL";"2015-10-27";"Vitor Ernesto Pinto de Oliveira";"S";"2015-10-27";"Apartamento";"2";"4";"2";;"Rua Rua Doutor Barbosa de Castro, 114 3º Drt";"4050-091";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"21257/AL";"2015-10-27";"Heritage Apart & Balcony_Historic Downtown 2";"S";"2015-11-25";"Apartamento";"2";"4";"1";;"Rua Rua Miguel Bombarda, 214 2º. Frente";"4050-377";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"21248/AL";"2015-10-27";"Portowhite City Lofts";"N";"2015-10-27";"Apartamento";"1";"2";"1";;"Rua Rua Santa Catarina, 444 3º";"4000-444";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Flagship Imobiliária SA";"Arrendatário";"510783376";"Pessoa coletiva";"Portugal";;;"965050525";"Sim"
"21245/AL";"2015-10-27";"Portowhite City Lofts";"N";"2015-10-27";"Apartamento";"1";"2";"1";;"Rua Rua Santa Catarina, 444 2º";"4000-444";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Flagship Imobiliária SA";"Arrendatário";"510783376";"Pessoa coletiva";"Portugal";;;"965050525";"Sim"
"21243/AL";"2015-10-27";"Portowhite City Lofts";"S";"2015-10-27";"Apartamento";"1";"2";"1";;"Rua Rua Santa Catarina, 444 1º";"4000-444";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Flagship Imobiliária SA";"Arrendatário";"510783376";"Pessoa coletiva";"Portugal";;;"965050525";"Sim"
"21140/AL";"2015-10-23";"Forrester Apartment";"S";"2015-11-02";"Apartamento";"4";"6";"3";;"Rua Rua Barão Forrester, 779 1.º esq.º";"4050-273";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"21108/AL";"2015-10-22";"Studio Porto ";"N";"2015-10-23";"Apartamento";"1";"2";"1";;"Rua Rua Bragas, 284 2º.  Centro ";"4050-122";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
