"Nº de registo";"Data do registo";"Nome do Alojamento";"Imovél Posterior 1951";"Data Abertura Público";"Modalidade";"Nº Camas";"Nº Utentes";"Nº Quartos";"Nº Beliches";"Localização (Endereço)";"Localização (Código postal)";"Localização (Localidade)";"Localização (Freguesia)";"Localização (Concelho)";"Localização (Distrito)";"NUTT II";"Nome do Titular da Exploração";"Titular Qualidade";"Contribuinte";"Titular Tipo";"Titular País";"Contacto (Telefone)";"Contacto (Fax)";"Contacto (Telemovel)";"Estab.SAUDÁVEL&SEGURO"
"113899/AL";"2020-12-31";"My Porto Loft II B";"S";"2020-12-21";"Apartamento";"2";"2";"0";;"Rua Rua Fernandes Tomás, 832 2º Traseiras";"4000-213";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"My Royal Empire Unipessoal Lda";"Comodatário";"514879092";"Pessoa coletiva";"Portugal";;;"910576648";"Não"
"113898/AL";"2020-12-31";"Romantic Attic (Apartamento 6)";"S";"2021-01-15";"Apartamento";"1";"2";"1";;"Rua Rua Paraíso, 331 2 Sul";"4000-378";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Lovely Return - Unipessoal LDA";"Cessionário";"515393606";"Pessoa coletiva";"Portugal";;;"932473600";"Sim"
"113897/AL";"2020-12-31";"The Hemp ( Apartamento 5 )";"S";"2021-01-15";"Apartamento";"2";"4";"2";;"Rua Rua Paraíso, 331 2 Norte";"4000-378";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Lovely Return - Unipessoal LDA";"Cessionário";"515393606";"Pessoa coletiva";"Portugal";;;"932473600";"Não"
"113896/AL";"2020-12-31";"The One and Only (Flat 1)";"S";"2021-01-15";"Apartamento";"2";"4";"2";;"Rua Rua Paraíso, 331 0 Norte";"4000-378";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Lovely Return - Unipessoal LDA";"Arrendatário";"515393606";"Pessoa coletiva";"Portugal";;;"932473600";"Não"
"113887/AL";"2020-12-30";"BOAVISTA PREMIUM APARTMENT 1";"N";"2020-12-14";"Apartamento";"5";"6";"2";;"Avenida Avenida Boavista, 336 RC D";"4050-113";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"CITY HOSTS, LDA";"Cessionário";"514132817";"Pessoa coletiva";"Portugal";;;"962385552";"Não"
"113866/AL";"2020-12-29";"Crayon Walls 3rd";"S";"2020-12-11";"Apartamento";"2";"3";"1";;"Rua Rua Santo Ildefonso, 399 3º";"4000-471";"Porto";"Bonfim";"Porto";"Porto";"Norte";"Garapantri Lda";"Cessionário";"516002511";"Pessoa coletiva";"Portugal";;;;"Não"
"113865/AL";"2020-12-29";"Historic apartment at Cardosas  -ap 2";"N";"2021-02-01";"Apartamento";"4";"5";"2";;"Rua Rua Trindade Coelho, 42 2 Traseiras";"4050-618";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"The Maphouse Consultadoria e Gestão Lda";"Arrendatário";"515328162";"Pessoa coletiva";"Portugal";;;"913114718";"Não"
"113864/AL";"2020-12-29";"Historic apartment at Cardosas  -ap 1";"N";"2021-02-01";"Apartamento";"4";"5";"2";;"Rua Rua Trindade Coelho, 42 2 F";"4050-618";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"The Maphouse Consultadoria e Gestão Lda";"Arrendatário";"515328162";"Pessoa coletiva";"Portugal";;;"913114718";"Não"
"113863/AL";"2020-12-29";"My Porto Loft II A";"S";"2020-12-14";"Apartamento";"1";"2";"0";;"Rua Rua Fernandes Tomás, 832 2º Frente";"4000-213";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"My Royal Empire Unipessoal Lda";"Comodatário";"514879092";"Pessoa coletiva";"Portugal";;;"910576648";"Não"
"113862/AL";"2020-12-29";"Fabrica 55";"N";"2020-12-25";"Apartamento";"1";"2";"1";;"Rua Rua Fábrica, 55 1 tras";"4050-247";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"GBRM PROJECT LDA";"Proprietário";"513355570";"Pessoa coletiva";"Portugal";"912202841";;"912202841";"Não"
"113861/AL";"2020-12-29";"Fabrica 55";"N";"2020-12-25";"Apartamento";"1";"2";"1";;"Rua Rua Fábrica, 55 2 frente";"4050-247";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"GBRM PROJECT LDA";"Proprietário";"513355570";"Pessoa coletiva";"Portugal";"912202841";;"912202841";"Não"
"113860/AL";"2020-12-29";"Fabrica 55";"N";"2020-12-25";"Apartamento";"1";"2";"1";;"Rua Rua Fábrica, 55 2 tras";"4050-247";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"GBRM PROJECT LDA";"Proprietário";"513355570";"Pessoa coletiva";"Portugal";"912202841";;"912202841";"Não"
"113859/AL";"2020-12-29";"My Porto Loft III";"S";"2020-12-14";"Apartamento";"3";"4";"1";;"Rua Rua Fernandes Tomás, 832 3º";"4000-213";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"My Royal Empire Unipessoal Lda";"Comodatário";"514879092";"Pessoa coletiva";"Portugal";;;"910576648";"Não"
"113858/AL";"2020-12-29";"Fabrica 55";"N";"2020-12-25";"Apartamento";"1";"2";"1";;"Rua Rua Fábrica, 55 3 frente";"4050-247";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"GBRM PROJECT LDA";"Proprietário";"513355570";"Pessoa coletiva";"Portugal";"912202841";;"912202841";"Não"
"113857/AL";"2020-12-29";"Fabrica 55";"N";"2020-12-25";"Apartamento";"1";"2";"1";;"Rua Rua Fábrica, 55 3 tras";"4050-247";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"GBRM PROJECT LDA";"Proprietário";"513355570";"Pessoa coletiva";"Portugal";"912202841";;"912202841";"Não"
"113856/AL";"2020-12-29";"Fabrica 55";"N";"2020-12-25";"Apartamento";"1";"2";"1";;"Rua Rua Fábrica, 55 4 frente";"4050-247";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"GBRM PROJECT LDA";"Proprietário";"513355570";"Pessoa coletiva";"Portugal";"912202841";;"912202841";"Não"
"113855/AL";"2020-12-29";"Fabrica 55";"N";"2020-12-25";"Apartamento";"1";"2";"1";;"Rua Rua Fábrica, 55 4 tras";"4050-247";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"GBRM PROJECT LDA";"Proprietário";"513355570";"Pessoa coletiva";"Portugal";"912202841";;"912202841";"Não"
"113854/AL";"2020-12-29";"Cyitybreak Apartments Patio";"N";"2020-12-20";"Apartamento";"4";"6";"3";;"Largo Largo São Domingos, 68 1.º";"4050-545";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Winwin Lda";"Arrendatário";"508521637";"Pessoa coletiva";"Portugal";"917487064";;"917487064";"Não"
"113853/AL";"2020-12-29";"JOSEPHINE";"S";"2020-12-15";"Apartamento";"1";"2";"0";;"Rua Rua do Loureiro, 140A 3º Trás";"4000-327";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"França";;;;"Não"
"113841/AL";"2020-12-25";"Road to Greenhouse";"S";"2021-02-11";"Apartamento";"2";"4";"2";;"Avenida Avenida da Boavista, 955 R/C C";"4150-127";"Porto";"Lordelo do Ouro e Massarelos";"Porto";"Porto";"Norte";"Fantasy Domain, SA";"Cessionário";"516291742";"Pessoa coletiva";"Portugal";;;;"Não"
"113818/AL";"2020-12-23";"Casa Delfim Dezanove";"S";"2020-12-15";"Apartamento";"1";"2";"0";;"Rua Rua Delfim Maia, 256 3 Trás";"4200-253";"Porto";"Paranhos";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"113817/AL";"2020-12-23";"Casa Delfim Dezoito";"S";"2020-12-15";"Apartamento";"1";"2";"0";;"Rua Rua Delfim Maia, 256 3 Frente";"4200-253";"Porto";"Paranhos";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"113816/AL";"2020-12-23";"Casa Delfim Dezassete";"S";"2020-12-15";"Apartamento";"1";"2";"0";;"Rua Rua Delfim Maia, 256 2 Trás";"4200-253";"Porto";"Paranhos";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"113815/AL";"2020-12-23";"Casa Delfim Dezasseis";"S";"2020-12-15";"Apartamento";"1";"2";"0";;"Rua Rua Delfim Maia, 256 2 Frente";"4200-253";"Porto";"Paranhos";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"113814/AL";"2020-12-23";"Casa Delfim Quinze";"S";"2020-12-15";"Apartamento";"1";"2";"0";;"Rua Rua Delfim Maia, 256 1 Trás";"4200-253";"Porto";"Paranhos";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"113813/AL";"2020-12-23";"Casa Delfim Quatorze";"S";"2020-12-15";"Apartamento";"1";"2";"0";;"Rua Rua Delfim Maia, 256 1 Frente";"4200-253";"Porto";"Paranhos";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"113792/AL";"2020-12-22";"TOREL 1884";"S";"2021-01-15";"Estabelecimento de hospedagem";"9";"18";"9";;"Rua Rua Mouzinho da Silveira, 228";"4050-421";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"VELVETEUPHORIA - ATIVIDADES HOTELEIRAS LDA ";"Outro";"514987081";"Pessoa coletiva";"Portugal";;;"966287253";"Não"
"113791/AL";"2020-12-22";"ARMAZÉM LUXURY HOUSING";"S";"2017-10-01";"Apartamento";"2";"3";"1";;"Rua Rua Flores, 95 e 97 1.º";"4050-266";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"SOUSA GRAMAXO, LDA.";"Comodatário";"510913431";"Pessoa coletiva";"Portugal";"223402090";;;"Não"
"113790/AL";"2020-12-22";"ACM032";"S";"2020-11-26";"Apartamento";"2";"4";"1";;"Rua Rua Adolfo Casais Monteiro, 92 3 esq tras";"4050-013";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Outro";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"113789/AL";"2020-12-22";"ACM031";"S";"2020-11-26";"Apartamento";"4";"6";"2";;"Rua Rua Adolfo Casais Monteiro, 92 3 esq frt";"4050-013";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Outro";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"113788/AL";"2020-12-22";"ACM034";"S";"2020-11-26";"Apartamento";"2";"4";"1";;"Rua Rua Adolfo Casais Monteiro, 92 3 drt tras";"4050-013";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Outro";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"113787/AL";"2020-12-22";"ACM033";"S";"2020-11-26";"Apartamento";"4";"6";"2";;"Rua Rua Adolfo Casais Monteiro, 92 3 dir frt";"4050-013";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Outro";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"113786/AL";"2020-12-22";"ACM021";"S";"2020-11-26";"Apartamento";"4";"6";"3";;"Rua Rua Adolfo Casais Monteiro, 92 2 esq";"4050-013";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Outro";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"113785/AL";"2020-12-22";"ACM022";"S";"2020-11-26";"Apartamento";"4";"6";"3";;"Rua Rua Adolfo Casais Monteiro, 92 2 drt";"4050-013";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Outro";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"113784/AL";"2020-12-22";"ACM012";"S";"2020-11-26";"Apartamento";"2";"4";"1";;"Rua Rua Adolfo Casais Monteiro, 92 1 esq tras";"4050-013";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Outro";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"113783/AL";"2020-12-22";"ACM011";"S";"2020-11-26";"Apartamento";"4";"6";"2";;"Rua Rua Adolfo Casais Monteiro, 92 1 esq frt";"4050-013";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Outro";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"113782/AL";"2020-12-22";"ACM015";"S";"2020-11-26";"Apartamento";"2";"4";"1";;"Rua Rua Adolfo Casais Monteiro, 92 1 dir tras";"4050-013";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Outro";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"113781/AL";"2020-12-22";"ACM014";"S";"2020-11-26";"Apartamento";"4";"6";"2";;"Rua Rua Adolfo Casais Monteiro, 92 1 Dir Fnt";"4050-013";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"113780/AL";"2020-12-22";"ACM001";"S";"2020-11-26";"Apartamento";"4";"8";"2";;"Rua Rua Adolfo Casais Monteiro, 92 Logradouro";"4050-013";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"113779/AL";"2020-12-22";"NIDOS - Porto Coliseum Studio";"S";"2020-11-27";"Apartamento";"1";"2";"1";;"Rua Rua Santo Ildefonso, 74 2 FRENTE";"4000-463";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Adamantis, Lda";"Cessionário";"514290676";"Pessoa coletiva";"Portugal";"918788158";;"934493386";"Não"
"113760/AL";"2020-12-19";"Theater Apartment";"S";"2021-02-11";"Apartamento";"1";"2";"1";;"Rua Rua Entreparedes, 62 3º";"4000-198";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Fantasy Domain, SA";"Cessionário";"516291742";"Pessoa coletiva";"Portugal";;;;"Não"
"113759/AL";"2020-12-19";"In Lapa 3";"N";"2020-12-01";"Apartamento";"1";"2";"0";;"Rua Rua Antero de Quental, 119 1º  Frente";"4050-056";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Outro";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"113758/AL";"2020-12-19";"Apartamento São João- Trás";"S";"2020-11-26";"Apartamento";"2";"2";"0";;"Rua Rua São João, 98 2 tras";"4050-551";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Fantastic Holidays";"Arrendatário";"513546715";"Pessoa coletiva";"Portugal";;;"912066170";"Não"
"113757/AL";"2020-12-19";"Brito Capelo D";"S";"2020-11-18";"Apartamento";"2";"4";"1";;"Rua Rua Brito Capelo, 57-61 1º Traseiras";"4050-130";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Outro";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"113756/AL";"2020-12-19";"HM - Oporto Cedofeita 500B";"S";"2020-10-06";"Apartamento";"1";"2";"0";;"Rua Rua Cedofeita, 500 1 B - Frt";"4050-175";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Home Me, Lda";"Arrendatário";"513951040";"Pessoa coletiva";"Portugal";;;;"Não"
"113753/AL";"2020-12-19";"In Lapa 6";"N";"2020-12-01";"Apartamento";"1";"2";"1";;"Rua Rua Antero de Quental, 119 Anexo";"4050-056";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Outro";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"113752/AL";"2020-12-19";"In Lapa 1";"N";"2020-12-01";"Apartamento";"1";"2";"1";;"Rua Rua Antero de Quental, 119 R/C  Frente";"4050-056";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Outro";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"113751/AL";"2020-12-19";"Rian III";"N";"2020-01-01";"Apartamento";"3";"6";"2";;"Rua Rua Cedofeita, 187 3º Traseiras";"4050-179";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"António Moreia Carneiro Junior e Filhos Limitada";"Arrendatário";"500025487";"Pessoa coletiva";"Portugal";;;"913271781";"Não"
"113729/AL";"2020-12-17";"Fabrica 55";"N";"2020-12-03";"Apartamento";"1";"2";"1";;"Rua Rua Fábrica, 55 4 frente";"4050-247";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"GBRM PROJECT LDA";"Proprietário";"513355570";"Pessoa coletiva";"Portugal";"912202841";;"912202841";"Não"
"113728/AL";"2020-12-17";"MIXDOWN";"N";"2020-10-05";"Moradia";"4";"8";"4";;"Rua Rua Godim, 747";"4300-241";"Porto";"Campanhã";"Porto";"Porto";"Norte";"MIXDOWN - MD, LDA";"Arrendatário";"515069329";"Pessoa coletiva";"Portugal";;;;"Não"
"113727/AL";"2020-12-17";"Praça da república";"N";"2020-09-01";"Apartamento";"3";"8";"3";;"Praça Praça República, 93 4 sala 2";"4050-497";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"113715/AL";"2020-12-16";"Comfy by the trees";"S";"2020-11-20";"Apartamento";"3";"4";"2";;"Rua Rua Torrinha, 113 1 esq";"4050-611";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"113714/AL";"2020-12-16";"SMILEY PORTO";"S";"2020-11-19";"Apartamento";"2";"4";"2";;"Rua Rua Camões, 63 8 tras";"4000-144";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"França";;;;"Não"
"113713/AL";"2020-12-16";"Oporto Swimming Pool House";"S";"2020-10-02";"Apartamento";"2";"4";"1";;"Rua Rua Mártires da Liberdade, 122 2 Esq Trs Porto";"4050-359";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Outro";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"113712/AL";"2020-12-16";"D'AUTOR APARTMENTS";"N";"2020-09-28";"Apartamento";"3";"5";"02";;"Rua Rua Alegria, 171 2º  esqº";"4000-042";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"CORAGEM D'AUTOR- TURISMO, LDª";"Arrendatário";"514420774";"Pessoa coletiva";"Portugal";;;"919984405";"Não"
"113711/AL";"2020-12-16";"D'AUTOR APARTMENTS";"N";"2020-09-28";"Apartamento";"2";"3";"01";;"Rua Rua Alegria, 171 1º Dtº";"4000-042";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"CORAGEM D'AUTOR- TURISMO, LDA";"Arrendatário";"514420774";"Pessoa coletiva";"Portugal";;;"919984405";"Não"
"113681/AL";"2020-12-15";"Cozy House Downtown Porto";"N";"2020-12-21";"Moradia";"1";"2";"1";;"Travessa Travessa Antero de Quental, 33 Casa 1";"4000-088";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"IMOBILIÁRIA TRAVESSA SANTA MARIA LDA";"Proprietário";"514014008";"Pessoa coletiva";"Portugal";;;;"Não"
"113680/AL";"2020-12-15";"Blau 1911";"N";"2020-12-01";"Estabelecimento de hospedagem";"10";"12";"5";;"Rua Rua Nossa Senhora Fátima, 314";"4050-426";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Boavista Blau - Gestão Imobiliaria e Patrimonio, Lda";"Arrendatário";"514074841";"Pessoa coletiva";"Portugal";;;"917057936";"Não"
"113659/AL";"2020-12-12";"Maria Flores";"N";"2021-01-01";"Apartamento";"3";"4";"2";;"Rua Rua Ferraz, 12 0 A";"4050-250";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"113658/AL";"2020-12-12";"Anselmo Braancamp- T";"S";"2020-11-18";"Apartamento";"1";"2";"0";;"Rua Rua Anselmo Braamcamp, 163 2 T";"4000-078";"Porto";"Bonfim";"Porto";"Porto";"Norte";"Porto Dorme";"Proprietário";"510265685";"Pessoa coletiva";"Portugal";;;"962020286";"Não"
"113657/AL";"2020-12-12";"Anselmo Braancamp-K";"S";"2020-11-18";"Apartamento";"1";"2";"0";;"Rua Rua Anselmo Braamcamp, 163 1 K";"4000-078";"Porto";"Bonfim";"Porto";"Porto";"Norte";"Porto Dorme";"Proprietário";"510265685";"Pessoa coletiva";"Portugal";;;"962020286";"Não"
"113656/AL";"2020-12-12";"Santa Catarina Prime Studios II";"S";"2020-11-30";"Apartamento";"1";"2";"0";;"Rua Rua Santa Catarina, 1075 2 Frente";"4000-456";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"ALVES & VEIGAS IMOBILIARIA LDA.";"Proprietário";"515540196";"Pessoa coletiva";"Portugal";;;"910230838";"Não"
"113655/AL";"2020-12-12";"Santa Catarina Prime Studios I";"S";"2020-11-30";"Apartamento";"1";"2";"0";;"Rua Rua Santa Catarina, 1075 1 Frente";"4000-456";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"ALVES & VEIGAS IMOBILIARIA LDA.";"Proprietário";"515540196";"Pessoa coletiva";"Portugal";;;"910230838";"Não"
"113644/AL";"2020-12-11";"Anselmo Braancamp- AA";"S";"2020-11-17";"Apartamento";"1";"2";"0";;"Rua Rua Anselmo Braamcamp, 163 3 AA PORTO";"4000-078";"Porto";"Bonfim";"Porto";"Porto";"Norte";"Porto Dorme";"Proprietário";"510265685";"Pessoa coletiva";"Portugal";;;"962020286";"Não"
"113643/AL";"2020-12-11";"ANSELMO BRAANCAMP- A";"S";"2020-11-17";"Apartamento";"1";"2";"0";;"Rua Rua Anselmo Braamcamp, 163 -1 A PORTO";"4000-078";"Porto";"Bonfim";"Porto";"Porto";"Norte";"Porto Dorme";"Proprietário";"510265685";"Pessoa coletiva";"Portugal";;;"962020286";"Não"
"113642/AL";"2020-12-11";"1BR Flat in Trindade by metro";"S";"2020-12-07";"Apartamento";"1";"2";"0";;"Rua Rua Camões, 63 4º Tras";"4000-144";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"113619/AL";"2020-12-08";"Porto family home";"S";"2020-10-01";"Apartamento";"5";"10";"4";;"Rua Rua Bom Sucesso, 82 3 esquerdo";"4150-147";"Porto";"Lordelo do Ouro e Massarelos";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"113614/AL";"2020-12-08";"Bonfim Perfect Stays";"S";"2020-11-30";"Apartamento";"3";"4";"2";;"Rua Rua Bonfim, 210 1";"4300-066";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Outro";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"113613/AL";"2020-12-08";"Casas D'ouro - Alojamentos Turísticos PMS, Lda.";"N";"2020-12-19";"Apartamento";"2";"3";"1";;"Rua Rua Almada, 28 3.º Frente";"4050-038";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Casas D'ouro - Alojamentos Turísticos PMS, Lda.";"Arrendatário";"516178520";"Pessoa coletiva";"Portugal";"916779901";;"912478610";"Não"
"113612/AL";"2020-12-08";"Casa das Caldeiras 2 TR";"N";"2020-11-15";"Apartamento";"2";"4";"1";;"Rua Rua Caldeireiros, 192 2 TR";"4050-139";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Água do Lilau - Fomento Predial, Lda";"Proprietário";"513405127";"Pessoa coletiva";"Portugal";;;"932357184";"Não"
"113611/AL";"2020-12-08";"Casa das Caldeiras 1 TR";"N";"2020-11-15";"Apartamento";"2";"4";"1";;"Rua Rua Caldeireiros, 192 1 TR";"4050-139";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Água do Lilau - Fomento Predial, Lda";"Proprietário";"513405127";"Pessoa coletiva";"Portugal";;;"932357184";"Não"
"113610/AL";"2020-12-08";"Casa das Caldeiras REC";"N";"2020-11-15";"Apartamento";"3";"6";"2";;"Rua Rua Caldeireiros, 192 REC";"4050-139";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Água do Lilau - Fomento Predial, Lda";"Proprietário";"513405127";"Pessoa coletiva";"Portugal";;;"932357184";"Não"
"113600/AL";"2020-12-05";"Casa de Arouca - Apartamento 7";"S";"2020-11-29";"Apartamento";"2";"4";"1";;"Rua Rua Faria Guimarães, 463 2 traseiras";"4000-205";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
