"Nº de registo";"Data do registo";"Nome do Alojamento";"Imovél Posterior 1951";"Data Abertura Público";"Modalidade";"Nº Camas";"Nº Utentes";"Nº Quartos";"Nº Beliches";"Localização (Endereço)";"Localização (Código postal)";"Localização (Localidade)";"Localização (Freguesia)";"Localização (Concelho)";"Localização (Distrito)";"NUTT II";"Nome do Titular da Exploração";"Titular Qualidade";"Contribuinte";"Titular Tipo";"Titular País";"Contacto (Telefone)";"Contacto (Fax)";"Contacto (Telemovel)";"Estab.SAUDÁVEL&SEGURO"
"56425/AL";"2017-09-11";"Santos Pousada 889";"S";"2017-09-12";"Estabelecimento de hospedagem";"3";"3";"3";;"Rua de Santos Pousada, 889 3º Esquerdo Porto";"4000-488";"Porto";"Bonfim";"Porto";"Porto";"Norte";"Longtail - Consultoria e Gestão, Lda";"Proprietário";"509657133";"Pessoa coletiva";"Portugal";"220133060";;;"Não"
"56407/AL";"2017-09-11";"Chaves do Porto IV";"N";"2017-09-11";"Apartamento";"4";"4";"2";;"Rua Rua Caldeireiros, 53_57 4";"4050-140";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Maximoataque, Unipessoal Lda";"Comodatário";"508706084";"Pessoa coletiva";"Portugal";;;;"Não"
"56400/AL";"2017-09-11";"Chaves do Porto III";"N";"2017-09-11";"Apartamento";"4";"4";"1";;"Rua Rua Caldeireiros, 53_57 3";"4050-140";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Maximoataque, Unipessoal Lda";"Comodatário";"508706084";"Pessoa coletiva";"Portugal";;;;"Não"
"56396/AL";"2017-09-11";"Chaves do Porto II";"N";"2017-09-11";"Apartamento";"4";"4";"1";;"Rua Rua Caldeireiros, 53_57 2";"4050-140";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Maximoataque, Unipessoal Lda";"Comodatário";"508706084";"Pessoa coletiva";"Portugal";;;;"Não"
"56394/AL";"2017-09-11";"Chaves do Porto I";"N";"2017-09-11";"Apartamento";"1";"2";"1";;"Rua Rua Caldeireiros, 53_57 1";"4050-140";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Maximoataque, Unipessoal Lda";"Comodatário";"508706084";"Pessoa coletiva";"Portugal";;;;"Não"
"56393/AL";"2017-09-11";"OPORTO LOVERS 2";"S";"2017-09-25";"Apartamento";"4";"6";"2";;"1ª Rua Rua de São Bras, 274 - 3º dto, 274 3º DTO";"4000-492";"PORTO";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"56369/AL";"2017-09-11";"Room Sweet Room";"S";"2017-09-11";"Estabelecimento de hospedagem";"2";"2";"1";;"Rua Rua Joaquim Leitão, 297 C 3 dt";"4100-289";"Porto";"Ramalde";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"56347/AL";"2017-09-11";"Cedofeita Village";"S";"2017-09-11";"Apartamento";"4";"6";"2";;"Rua Rua Cedofeita, 234 R/C";"4050-174";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Cedofeita Village, Unipessoal, Lda";"Comodatário";"513722483";"Pessoa coletiva";"Portugal";;;"917295864";"Sim"
"56332/AL";"2017-09-10";"Book Me Bonfim";"N";"2018-07-01";"Moradia";"3";"6";"3";;"Rua Gomes Freire, 34 Rua Gomes Freire";"4000-008";"Bonfim";"Bonfim";"Porto";"Porto";"Norte";"Dote Investe Lda";"Proprietário";"509775080";"Pessoa coletiva";"Portugal";;"221454347";"917261177";"Não"
"56331/AL";"2017-09-10";"ML Formosa Deluxe Rooms";"N";"2017-09-11";"Estabelecimento de hospedagem";"4";"8";"4";;"Rua Rua Formosa, 36 1";"4000-245";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Saturno Matinal Turismo Unip Lda";"Comodatário";"514859067";"Pessoa coletiva";"Portugal";;;"915454630";"Não"
"56323/AL";"2017-09-09";"Cozy and very central loft ";"N";"2017-09-01";"Apartamento";"1";"3";"1";;"Rua Rua Mártires da Liberdade, 94 1 dto";"4050-359";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Weekend Method, unip,lda";"Arrendatário";"514939460";"Pessoa coletiva";"Portugal";;;"917314011";"Sim"
"56281/AL";"2017-09-08";"Terrace Appartment";"S";"2017-09-04";"Apartamento";"4";"6";"2";;"Rua Doze Casas, 182 4º Direito Porto";"4000-193";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"56269/AL";"2017-09-08";"Belíssima Suite no Centro - Porto";"S";"2017-09-08";"Estabelecimento de hospedagem";"1";"2";"1";;"Rua Rua Cantor Zeca Afonso, 702 5.º D";"4200-534";"Porto";"Paranhos";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"56267/AL";"2017-09-06";"Studio Residence 13th floor - Porto";"S";"2017-09-08";"Apartamento";"2";"3";"0";;"Rua Jaime Brasil, 104 13º 13.05 Antas";"4350-127";"Porto";"Campanhã";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"56265/AL";"2017-09-08";"db residence H";"S";"2017-09-15";"Apartamento";"2";"4";"1";;"Rua Rua Fontinha, 17 3 Direito";"4000-243";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"56264/AL";"2017-09-07";"Porto Center - Trinity way apartment";"N";"2017-04-06";"Apartamento";"3";"5";"1";;"Rua Alferes Malheiro , 195 2º Centro";"4000-059";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Usufrutuário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"56257/AL";"2017-09-05";"Caldeireiros Garden Little House";"S";"2017-09-05";"Apartamento";"2";"4";"0";;"Rua Rua Caldeireiros, 67 2º Traseiras Porto";"4050-140";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Estados Unidos";;;;"Não"
"56251/AL";"2017-09-08";"Casa do Alpendre";"N";"2017-09-10";"Moradia";"1";"4";"0";;"1ª Travessa Monte da Estação, 71";"4300-347";"Porto";"Campanhã";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"56240/AL";"2017-09-08";"Prelada";"S";"2017-09-11";"Apartamento";"5";"9";"2";;"Rua Rua Doutor Cruz Malpique, 30 1º Dir Fret";"4250-180";"Porto";"Ramalde";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"56192/AL";"2017-08-29";"camoes1D";"S";"2017-08-29";"Apartamento";"1";"2";"0";;"1ª Rua rua de camoes, 482 1 direito Porto";"4000-141";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Hipotesestival, gestão de imoveis lda";"Arrendatário";"513379991";"Pessoa coletiva";"Portugal";;;"913874575";"Não"
"56191/AL";"2017-08-29";"Camoes !F";"S";"2017-08-29";"Apartamento";"1";"2";"0";;"1ª Rua rua de camoes, 482 1 Frente Porto";"4000-141";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Hipotesestival, gestão de imoveis lda";"Arrendatário";"513379991";"Pessoa coletiva";"Portugal";;;"913874575";"Não"
"56163/AL";"2017-09-07";"OPO.AP.PT";"N";"2017-09-11";"Apartamento";"2";"4";"1";;"Rua Rua Bolhão, 67";"4000-112";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"56143/AL";"2017-09-07";"Accogliente Terrace";"S";"2017-08-05";"Apartamento";"2";"4";"1";;"Rua Rua Santo André, 28 4.º Rec.";"4000-462";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"56135/AL";"2017-09-06";"Ribeira Vintage Apartments, Lda";"S";"2017-09-06";"Apartamento";"2";"4";"2";;"Rua Rua São João Novo, 15 4 ";"4050-556";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ribeira Vintage Apartments, Lda";"Arrendatário";"510421440";"Pessoa coletiva";"Portugal";"220959763";;;"Sim"
"56134/AL";"2017-09-06";"D&S - Porto S. Bento Apartments";"S";"2017-09-01";"Apartamento";"1";"2";"0";;"Rua Rua Loureiro, 73 1";"4000-328";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"DSSH, LDA";"Arrendatário";"514956860";"Pessoa coletiva";"Portugal";"933682264";;"933682264";"Não"
"56133/AL";"2017-09-06";"Ribeira Vintage Apartments, Lda";"S";"2017-09-06";"Apartamento";"2";"3";"1";;"Rua Rua São João Novo, 15 3ºFt";"4050-556";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ribeira Vintage Apartments, Lda";"Arrendatário";"510421440";"Pessoa coletiva";"Portugal";"220959763";;;"Sim"
"56132/AL";"2017-09-06";"Ribeira Vintage Apartments, Lda";"S";"2017-09-06";"Apartamento";"1";"2";"1";;"Rua Rua São João Novo, 15 3Trs";"4050-556";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ribeira Vintage Apartments, Lda";"Arrendatário";"510421440";"Pessoa coletiva";"Portugal";"220959763";;;"Sim"
"56129/AL";"2017-09-06";"Ribeira Vintage Apartments, Lda";"S";"2017-09-06";"Apartamento";"1";"2";"1";;"Rua Rua São João Novo, 15 2º tras";"4050-556";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ribeira Vintage Apartments, Lda";"Arrendatário";"510421440";"Pessoa coletiva";"Portugal";"220959763";;;"Sim"
"56128/AL";"2017-09-06";"Ribeira Vintage Apartments, Lda";"S";"2017-09-06";"Apartamento";"2";"3";"1";;"Rua Rua São João Novo, 15 2º Frt Porto";"4050-556";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ribeira Vintage Apartments, Lda";"Arrendatário";"510421440";"Pessoa coletiva";"Portugal";"220959763";;;"Sim"
"56125/AL";"2017-09-06";"HAPPY HOUSE";"S";"2017-09-06";"Apartamento";"2";"3";"0";;"Rua Rua Alegria, 112 2º Dtº";"4000-033";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"56120/AL";"2017-09-06";"Ribeira Vintage Apartments, Lda";"S";"2017-09-06";"Apartamento";"1";"2";"1";;"Rua Rua São João Novo, 15 1º tras Porto";"4050-556";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ribeira Vintage Apartments, Lda";"Arrendatário";"510421440";"Pessoa coletiva";"Portugal";"220959763";;;"Sim"
"56119/AL";"2017-09-06";"Apartamento Bonjardim";"N";"2017-09-06";"Apartamento";"3";"6";"3";;"Rua Rua do Bonjardim, 435 2";"4000-000";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"56115/AL";"2017-09-06";"Ribeira Vintage Apartments, Lda";"S";"2017-09-06";"Apartamento";"2";"3";"1";;"Rua Rua São João Novo, 15 1º Frt Porto";"4050-556";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Ribeira Vintage Apartments, Lda";"Arrendatário";"510421440";"Pessoa coletiva";"Portugal";"220959763";;;"Sim"
"56111/AL";"2017-09-06";"Cristal Arts Loft Porto ";"S";"2017-09-15";"Apartamento";"1";"2";"0";;"Rua Rua Boa Nova, 126 1º esq";"4050-101";"Porto";"Lordelo do Ouro e Massarelos";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"56101/AL";"2017-09-06";"57";"N";"2017-09-06";"Moradia";"3";"8";"2";;"Rua Rua Duque Terceira, 57";"4000-535";"Porto";"Bonfim";"Porto";"Porto";"Norte";"57 Unipessoal Lda ";"Arrendatário";"514528788";"Pessoa coletiva";"Portugal";;;"934204365";"Não"
"56085/AL";"2017-09-06";"Casa da Lulu";"S";"2017-09-06";"Estabelecimento de hospedagem";"2";"4";"2";;"Rua Rua Cassiano Branco, 83";"4250-084";"Porto";"Paranhos";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"56055/AL";"2017-09-05";"Casa frente a Casa da Musica";"N";"2017-09-01";"Apartamento";"4";"5";"3";;"Rua Rua 5 de Outubro, 109 1º Boavista";"4100-175";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"56028/AL";"2017-09-05";"Apartamento José Saramago";"S";"2017-09-05";"Apartamento";"2";"4";"1";;"Rua Rua Santa Catarina, 509 3.º Trás";"4000-452";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Sendme2Portugal - Alojamento Local Lda.";"Arrendatário";"514300566";"Pessoa coletiva";"Portugal";"222422007";;"938256753";"Não"
"56020/AL";"2017-09-05";"Apartamento Fernando Pessoa";"S";"2017-09-05";"Apartamento";"2";"4";"1";;"Rua Rua Santa Catarina, 509 2.º Trás";"4000-452";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Sendme2Portugal - Alojamento Local Lda.";"Arrendatário";"514300566";"Pessoa coletiva";"Portugal";"222422007";;"938256753";"Não"
"56010/AL";"2017-09-05";"Apartamento Sophia M. Breyner";"S";"2017-09-05";"Apartamento";"2";"4";"0";;"Rua Rua Santa Catarina, 509 2.º Frente";"4000-452";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Sendme2Portugal - Alojamento Local Lda.";"Arrendatário";"514300566";"Pessoa coletiva";"Portugal";"222422007";;"938256753";"Não"
"55996/AL";"2017-09-05";"Apartamento Nicolau Breyner";"S";"2017-09-05";"Apartamento";"2";"4";"1";;"Rua Rua Santa Catarina, 509 1.º Trás";"4000-452";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Sendme2Portugal - Alojamento Local Lda.";"Arrendatário";"514300566";"Pessoa coletiva";"Portugal";"222422007";;"938256753";"Não"
"55990/AL";"2017-09-05";"Apartamento Eça de Queirós";"S";"2017-09-05";"Apartamento";"2";"4";"0";;"Rua Rua Santa Catarina, 509 1.º Frente";"4000-452";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Sendme2Portugal - Alojamento Local Lda.";"Arrendatário";"514300566";"Pessoa coletiva";"Portugal";"222422007";;"938256753";"Não"
"55960/AL";"2017-09-05";"Casa do Olival - Suite";"N";"2017-09-11";"Estabelecimento de hospedagem";"1";"2";"1";;"Rua de Trás, 227 1 Rua de Trás";"4050-617";"Rua de Trás";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"55956/AL";"2017-09-05";"Casa da Baixa";"S";"2017-09-01";"Apartamento";"2";"4";"1";;"Rua Rua Campinho, 32 2 Frente";"4000-151";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"55955/AL";"2017-09-05";"Casa do Olival - Duplex";"N";"2017-09-11";"Apartamento";"2";"4";"1";;"Rua de Trás, 227 2º e 3º Rua de Trás";"4050-617";"Rua de Trás";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"55948/AL";"2017-09-05";"Maria Moreira";"S";"2017-09-04";"Apartamento";"2";"4";"2";;"1ª Rua Rua do Crasto, 248 3 Direito Porto";"1450-241";"Porto";"Aldoar, Foz do Douro e Nevogilde";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"55946/AL";"2017-09-05";"Guest House M&S Porto";"N";"2017-09-06";"Estabelecimento de hospedagem";"8";"16";"8";;"Rua Gil Vicente, 167";"4000-256";"Porto";"Bonfim";"Porto";"Porto";"Norte";"SOCIEDADE DE CONSTRUÇÕES MIRANDA & SILVA, LDA.";"Proprietário";"503423068";"Pessoa coletiva";"Portugal";;;"919881277";"Não"
"55943/AL";"2017-09-05";"Zahia Hafs";"N";"2017-09-05";"Moradia";"4";"4";"2";;"1ª Rua Almada, 588 porto";"4050-035";"porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"55941/AL";"2017-09-05";"MatiHouse";"S";"2017-09-15";"Apartamento";"4";"6";"3";;"Rua Rua Alegria, 337 2 ESQ";"4000-044";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Usufrutuário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"55924/AL";"2017-09-04";"Apartamento T1 ";"S";"2017-09-08";"Apartamento";"1";"2";"1";;"Rua Caloueste de Gulbenkian, 219 5 centro Porto";"4050-144";"Porto";"Lordelo do Ouro e Massarelos";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"55909/AL";"2017-09-04";"DOMUM";"N";"2017-09-04";"Apartamento";"1";"2";"1";;"Rua Rua Professor Jaime Rios de Sousa, 12 3.º";"4050-309";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Julio Paiva - Consultadoria, Lda";"Arrendatário";"509515223";"Pessoa coletiva";"Portugal";;;"918712961";"Sim"
"55903/AL";"2017-09-04";"DOMUM";"N";"2017-09-04";"Apartamento";"2";"4";"1";;"Rua Rua Professor Jaime Rios de Sousa, 12 r/c";"4050-309";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Julio Paiva - Consultadoria, Lda";"Arrendatário";"509515223";"Pessoa coletiva";"Portugal";;;"918712961";"Sim"
"55898/AL";"2017-09-04";"Hygge House Oporto by the River";"N";"2017-09-05";"Apartamento";"3";"4";"2";;"Rua do Comércio do Porto, 53 2.º Porto";"4050-210";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"KONCRETIZA AO METRO - UNIPESSOAL, LDA";"Arrendatário";"510336680";"Pessoa coletiva";"Portugal";;;"910271456";"Não"
"55858/AL";"2017-09-04";"Alojamento Porto Rural";"S";"2017-09-04";"Estabelecimento de hospedagem";"2";"2";"1";;"Rua Rua Ferreira de Castro, 321 3.º Esq.º";"4250-206";"Porto";"Ramalde";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"55855/AL";"2017-09-04";"Downtown Terrace Apartment II";"S";"2017-09-04";"Apartamento";"3";"4";"1";;"Rua Rua Dom João IV, 313 1.º Dt.º Tras.";"4000-302";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"55851/AL";"2017-09-04";"Apartamentos Clérigos";"N";"2017-09-04";"Apartamento";"5";"6";"1";;"Rua Rua Conde Vizela, 12 4º Drt. Fr.";"4050-639";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"55841/AL";"2017-09-04";"Casa da Boa Nova";"S";"2017-09-05";"Moradia";"6";"10";"4";;"2ª Rua Rua da Boa Nova, 164 Porto";"4050-101";"Porto";"Lordelo do Ouro e Massarelos";"Porto";"Porto";"Norte";"Reis & Vasconcelos Lda";"Proprietário";"514511427";"Pessoa coletiva";"Portugal";"969471564";;"914958331";"Não"
"55837/AL";"2017-09-03";"Enes Porto Apartment";"S";"2017-09-18";"Apartamento";"2";"4";"1";;"Rua Rua António Enes, 93 2.º Traseiras";"4250-050";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"55833/AL";"2017-09-03";"Bonjoia Apartments";"N";"2017-09-06";"Apartamento";"2";"3";"1";;"Rua Rua Alto da Bela, 21 e";"4300-024";"Porto";"Campanhã";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"55832/AL";"2017-09-03";"Bonjoia Apartments";"N";"2017-09-06";"Apartamento";"2";"3";"1";;"Rua Rua Alto da Bela, 21 d";"4300-024";"Porto";"Campanhã";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"55831/AL";"2017-09-03";"Bonjoia Apartments";"N";"2017-09-06";"Apartamento";"2";"3";"1";;"Rua Rua Alto da Bela, 21 c";"4300-024";"Porto";"Campanhã";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"55830/AL";"2017-09-03";"Bonjoia Apartments";"N";"2017-09-06";"Apartamento";"2";"3";"0";;"Rua Rua Alto da Bela, 21 b";"4300-024";"Porto";"Campanhã";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"55829/AL";"2017-09-03";"Bonjoia Apartments";"N";"2017-09-06";"Apartamento";"2";"3";"1";;"Rua Rua Alto da Bela, 21 a";"4300-024";"Porto";"Campanhã";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"55787/AL";"2017-09-01";"crowntown apartments";"S";"2017-09-01";"Apartamento";"2";"3";"0";;"Rua Rua Bonjardim, 638";"4000-118";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Trenovum Solutions Lda.";"Arrendatário";"514124270";"Pessoa coletiva";"Portugal";;;"933415278";"Não"
"55785/AL";"2017-09-01";"Live'in Porto Historic Center";"S";"2017-09-01";"Apartamento";"1";"2";"1";;"Rua Rua Doutor Alfredo de Magalhães, 68 5º Esq frente";"4000-062";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"55782/AL";"2017-09-01";"Alegria Spaciose Apartment";"S";"2017-09-01";"Apartamento";"1";"2";"0";;"Rua Rua Alegria, 317 2º frente";"4000-044";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"55770/AL";"2017-09-01";"Porto Terrace Apartment";"S";"2017-10-01";"Apartamento";"3";"4";"0";;"Rua Rua Ateneu Comercial do Porto, 22 4º Tras.";"4000-380";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"55717/AL";"2017-09-01";"TULIP FLATS";"N";"2017-09-01";"Apartamento";"3";"6";"1";;"Rua Rua Santo Ildefonso, 14 2.º Trás";"4000-463";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"EQUIVAL, LDA";"Proprietário";"503500682";"Pessoa coletiva";"Portugal";;;"963817096";"Não"
"55688/AL";"2017-08-31";"DOMUM";"S";"2017-08-31";"Apartamento";"2";"4";"1";;"Rua Rua Doutor Barbosa de Castro, 34 3.º frente";"4050-091";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Julio Paiva - Consultadoria, Lda";"Proprietário";"509515223";"Pessoa coletiva";"Portugal";;;"918712961";"Sim"
"55685/AL";"2017-08-31";"DOMUM";"S";"2017-08-31";"Apartamento";"1";"2";"0";;"Rua Rua Doutor Barbosa de Castro, 32 e 34 2.º FRENTE";"4050-091";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Julio Paiva - Consultadoria, Lda";"Proprietário";"509515223";"Pessoa coletiva";"Portugal";;;"918712961";"Sim"
"55675/AL";"2017-08-31";"Casa da Baixa Duplex Apartment";"S";"2017-09-01";"Apartamento";"8";"8";"1";;"Rua Rua Santa Teresa, 6 2º tras";"4050-537";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"55668/AL";"2017-08-31";"Casa da Baixa";"S";"2017-08-31";"Apartamento";"7";"7";"1";;"Rua Rua Santa Teresa, 6 2º frente";"4050-537";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"55663/AL";"2017-08-31";"Residences Navy";"S";"2017-07-01";"Apartamento";"1";"2";"1";;"1ª Rua Boavista, 651 2 T Porto";"4050-104";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"TWBPORTO, LDA";"Arrendatário";"513053182";"Pessoa coletiva";"Portugal";"222034100";;"918832122";"Não"
