"Nº de registo";"Data do registo";"Nome do Alojamento";"Imovél Posterior 1951";"Data Abertura Público";"Modalidade";"Nº Camas";"Nº Utentes";"Nº Quartos";"Nº Beliches";"Localização (Endereço)";"Localização (Código postal)";"Localização (Localidade)";"Localização (Freguesia)";"Localização (Concelho)";"Localização (Distrito)";"NUTT II";"Nome do Titular da Exploração";"Titular Qualidade";"Contribuinte";"Titular Tipo";"Titular País";"Contacto (Telefone)";"Contacto (Fax)";"Contacto (Telemovel)";"Estab.SAUDÁVEL&SEGURO"
"61528/AL";"2017-12-29";"Solar da Avenida";"N";"2017-12-30";"Estabelecimento de hospedagem";"6";"12";"6";;"Avenida Avenida Rodrigues de Freitas, 192";"4000-416";"Porto";"Bonfim";"Porto";"Porto";"Norte";"ANDRÉ DIAS ARAUJO - ARQUITECTURA E DESIGN, LDA";"Arrendatário";"508859875";"Pessoa coletiva";"Portugal";;;"936403984";"Não"
"61499/AL";"2017-12-29";"Boavista's Dance";"N";"2017-12-29";"Apartamento";"4";"8";"4";;"Rua Rua Gonçalo Sampaio, 216 2º";"4150-365";"Porto";"Lordelo do Ouro e Massarelos";"Porto";"Porto";"Norte";"COMIMPO- Companhia Imobiliária Portuguesa, SA";"Proprietário";"500527229";"Pessoa coletiva";"Portugal";"225375766";"225372028";"919197298";"Não"
"61491/AL";"2017-12-29";"Lili's Dance";"N";"2017-12-29";"Apartamento";"1";"2";"1";;"Rua Rua Santa Catarina, 911 2º esq. frt";"4000-455";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"COMIMPO- Companhia Imobiliária Portuguesa, SA";"Proprietário";"500527229";"Pessoa coletiva";"Portugal";"225375766";"225372028";"919197298";"Não"
"61483/AL";"2017-12-28";"Porto sights apartment ";"S";"2017-12-29";"Apartamento";"2";"4";"1";;"Rua Júlio Dinis, 272 10 102";"4050-318";"Porto";"Lordelo do Ouro e Massarelos";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"61468/AL";"2017-12-28";"ARTS OPORTO RESIDENCE";"S";"2018-02-01";"Apartamento";"3";"6";"2";;"Rua Rua Alexandre Herculano, 352 3.º S33";"4000-053";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"AGILYS - ESTRATÉGIA E ORGANIZAÇÃO DE NEGÓCIOS, LDA.";"Comodatário";"508996198";"Pessoa coletiva";"Portugal";;;"961373595";"Não"
"61464/AL";"2017-12-28";"Domus 21 - Red";"N";"2017-12-30";"Apartamento";"3";"4";"0";;"1ª Rua Formosa, 112 2 2.2 Rua Calouste Gulbenkian 209 9H4";"4000-246";"Rua Calouste Gulbenkian 209 9H4";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"61455/AL";"2017-12-28";"São Bento";"N";"2017-12-28";"Apartamento";"1";"2";"0";;"Rua Rua Flores, 328 1";"4050-264";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"61439/AL";"2017-12-28";"Santo Ildefonso I";"N";"2017-12-29";"Apartamento";"8";"10";"2";;"Rua Rua Santo Ildefonso, 306 1 traseiras Rua Gonçalves Zarco 1129E";"4000-465";"Rua Gonçalves Zarco 1129E";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Cardoso Lessa, Lda.";"Arrendatário";"510562507";"Pessoa coletiva";"Portugal";;;;"Sim"
"61433/AL";"2017-12-28";"Porto Tiles 1";"S";"2017-12-31";"Apartamento";"1";"2";"1";;"Rua Rua Mouzinho da Silveira, 195 1 Traz";"4050-421";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"61368/AL";"2017-12-27";"T0 Bonfim";"S";"2017-12-28";"Apartamento";"1";"2";"0";;"Praça Praça Marquês do Pombal, 132 2 E";"4000-008";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"61302/AL";"2017-12-27";"Oporto Room With a View";"S";"2018-01-02";"Apartamento";"2";"3";"0";;"Praça Praça República, 180 2º traseiras";"4050-495";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"61281/AL";"2017-12-26";"731 Yellow Metro Studio";"N";"2017-12-25";"Apartamento";"2";"4";"0";;"Rua Rua Costa Cabral, 731 1º Frt";"4200-224";"Porto";"Paranhos";"Porto";"Porto";"Norte";"Imodijo Gestão e Investimento Lda";"Arrendatário";"513490310";"Pessoa coletiva";"Portugal";;;;"Não"
"61280/AL";"2017-12-26";"Large flat in Boavista";"S";"2017-12-26";"Apartamento";"6";"8";"3";;"1ª Rua Boavista, 531 1 dt";"4050-109";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Empathy Scenery - Management Unipessoal LDA";"Proprietário";"514424974";"Pessoa coletiva";"Portugal";"932080328";"932080328";"932080328";"Não"
"61274/AL";"2017-12-24";"731 Metro Garden Apartment";"N";"2017-12-24";"Apartamento";"2";"4";"0";;"Rua Rua Costa Cabral, 731 1º Tras";"4200-224";"Porto";"Paranhos";"Porto";"Porto";"Norte";"Imodijo Gestão e Investimento Lda";"Arrendatário";"513490310";"Pessoa coletiva";"Portugal";;;;"Não"
"61270/AL";"2017-12-24";"Bright Cozy Flat";"S";"2017-12-24";"Apartamento";"1";"4";"1";;"1ª Rua Duque Palmela, 56 1 1.6";"4000-008";"Porto";"Bonfim";"Porto";"Porto";"Norte";"Empathy Scenery - Management Unipessoal LDA";"Proprietário";"514424974";"Pessoa coletiva";"Portugal";"932080328";"932080328";"932080328";"Não"
"61266/AL";"2017-12-23";"Flower's Downtown";"N";"2018-02-01";"Apartamento";"1";"2";"1";;"Rua Rua Bandeirinha, 84";"4050-088";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"61262/AL";"2017-12-22";"731 Yellow Metro Penthouse";"N";"2017-12-22";"Apartamento";"2";"4";"0";;"Rua Rua Costa Cabral, 731 2º Frt";"4200-224";"Porto";"Paranhos";"Porto";"Porto";"Norte";"Imodijo Gestão e Investimento Lda";"Arrendatário";"513490310";"Pessoa coletiva";"Portugal";;;;"Não"
"61243/AL";"2017-12-22";"Moradia VRS Lapa";"N";"2017-12-22";"Moradia";"8";"8";"4";;"Rua Rua Antero de Quental, 247 1 Dto-Tras.";"4050-057";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"61235/AL";"2017-12-22";"Estúdio Flor";"S";"2017-12-22";"Apartamento";"1";"2";"0";;"Rua Rua Flores, 316 1";"4050-264";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"61199/AL";"2017-12-21";"Apartamento 122";"S";"2017-12-21";"Apartamento";"4";"8";"4";;" Rua Santa Helena, 122 3 Esq";"4000-460";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"CRISTIANA ASSIS, UNIPESSOAL LDA";"Arrendatário";"515126594";"Pessoa coletiva";"Portugal";;;"912290043";"Não"
"61194/AL";"2017-12-21";"Moradia miradouro 71";"N";"2017-12-22";"Moradia";"4";"6";"3";;"Rua Rua Miradouro";"4000-337";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Host Wise Lda";"Arrendatário";"514142375";"Pessoa coletiva";"Portugal";;;;"Sim"
"61150/AL";"2017-12-21";"Monte dos Congregados";"S";"2017-12-21";"Apartamento";"6";"8";"2";;"Rua Rua Monte dos Congregados, 78 3º  Dtº";"4000-338";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"61129/AL";"2017-12-20";"Lapa 32 - D. Pedro IV";"N";"2017-12-21";"Apartamento";"2";"6";"2";;"Travessa Travessa Senhora Lapa, 32 2";"4050-578";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"61127/AL";"2017-12-20";"Lapa 32 - D. Pedro I";"N";"2017-12-21";"Apartamento";"1";"4";"1";;"Travessa Travessa Senhora Lapa, 32 1";"4050-578";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"61121/AL";"2017-12-20";"Lapa 32 - D. Sebastião";"N";"2017-12-21";"Apartamento";"1";"3";"0";;"Travessa Travessa Senhora Lapa, 32 R/C";"4050-578";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"61116/AL";"2017-12-20";"Santo Ildefonso Luxury Studio";"N";"2017-12-20";"Apartamento";"1";"2";"0";;"Rua Rua Santo Ildefonso, 14 4º  Frente";"4000-463";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"61100/AL";"2017-12-20";"OPORTO ALMADA TERRACE";"S";"2018-02-01";"Apartamento";"3";"5";"1";;"1ª Rua Rua do Almada, 546 3 Tr";"4050-039";"PORTO";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"ENGIVIEW-Engenharia e Multimédia Lda";"Proprietário";"507211693";"Pessoa coletiva";"Portugal";;;;"Não"
"61074/AL";"2017-12-19";"Liiiving in Porto | Central Secret Terrace";"S";"2017-12-19";"Apartamento";"4";"5";"2";;"Rua Rua Santo Ildefonso, 306 R/C Tras.";"4000-465";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"ZAG - Mediação Alugueres e Produções Lda ";"Cessionário";"513566562";"Pessoa coletiva";"Portugal";"224918269";;"913670791";"Sim"
"61047/AL";"2017-12-19";"Camlo Guesthouse";"N";"2017-12-19";"Moradia";"4";"8";"4";;"Avenida Avenida Camilo, 243";"4300-096";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"61046/AL";"2017-12-19";"Casa Olivia";"S";"2018-01-15";"Moradia";"4";"5";"3";;"1ª Rua Rua das Antas, 74";"4350-307";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"61040/AL";"2017-12-19";"Apartamento Vitória";"N";"2017-01-01";"Apartamento";"2";"4";"2";;"Rua Rua Vitória, 213 1º";"4050-634";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"YOURSPORTO, LDA";"Arrendatário";"510865119";"Pessoa coletiva";"Portugal";;;"969414726";"Não"
"61022/AL";"2017-12-19";"apartamento pessoa";"S";"2017-12-19";"Apartamento";"1";"2";"0";;"Rua Rua do Bonfim, 115 1 traseiras";"4300-075";"Porto";"Bonfim";"Porto";"Porto";"Norte";"Rosa Vasconcelos - Habitação e Turismo, Lda";"Proprietário";"514098198";"Pessoa coletiva";"Portugal";;;"919736101";"Não"
"61007/AL";"2017-12-18";"HOMEinTOWN ALMADA";"S";"2018-01-01";"Apartamento";"4";"6";"1";;"1ª Rua do Almada, 546 Rc Tras";"4050-039";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"60981/AL";"2017-12-18";"Batalha Deluxe Studio";"N";"2019-05-01";"Apartamento";"2";"4";"1";;"Rua Rua Santo Ildefonso, 14 4 Traseiras";"4000-463";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Majestic Penguin, LDA";"Arrendatário";"514608641";"Pessoa coletiva";"Portugal";"255724012";;"931390798";"Não"
"60972/AL";"2017-12-18";"Sá da Bandeira Apartment";"N";"2017-12-18";"Apartamento";"2";"4";"1";;"Rua Rua Sá da Bandeira, 383 3 FR";"4000-435";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"60947/AL";"2017-12-16";"PORTO CARDOSAS PATEO";"S";"2017-12-18";"Apartamento";"2";"2";"1";;"Rua TRINDADE COELHO, 32 2 TRS";"4050-618";"PORTO";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"CARISMARELAX, LDA";"Arrendatário";"514585625";"Pessoa coletiva";"Portugal";;;"965130230";"Não"
"60945/AL";"2017-12-16";"PORTO BOAVISTA TERRACE";"S";"2017-12-18";"Apartamento";"2";"4";"2";;"Rua Boavista, 274 3 CTR";"4050-102";"PORTO";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"CARISMARELAX, LDA";"Arrendatário";"514585625";"Pessoa coletiva";"Portugal";;;"965130230";"Não"
"60942/AL";"2017-12-15";"Olá Bolhão";"N";"2017-12-20";"Apartamento";"6";"10";"4";;"Rua Rua Fernandes Tomás, 445 3.º";"4000-210";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"60924/AL";"2017-12-15";"CL Santo Ildefonso II";"N";"2017-12-15";"Apartamento";"1";"4";"1";;"Rua Rua de Santo Ildefonso, nºs 304-A, 304-B e 306";"4000-465";"Rua de Santo Ildefonso, nºs 304-A, 304-B e 306";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Cardoso Lessa, Lda.";"Arrendatário";"510562507";"Pessoa coletiva";"Portugal";;;;"Sim"
"60917/AL";"2017-12-15";"Ribeira Trendy Apartment";"S";"2017-12-16";"Apartamento";"2";"4";"1";;"Rua Rua Infante Dom Henrique, 35/37 3 esq";"4050-297";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"MERMAIDRELAX, UNIPESSOAL LDA";"Proprietário";"514033797";"Pessoa coletiva";"Portugal";;;"914891000";"Sim"
"60916/AL";"2017-12-15";"OPORTO GOLDEN VIEW VITÓRIA";"S";"2017-12-26";"Apartamento";"2";"4";"0";;"1ª Rua RUA DA VITÓRIA, 117 1 FRENTE";"4050-634";"PORTO";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Data 21 Informática lda";"Proprietário";"503735752";"Pessoa coletiva";"Portugal";;;"968059654";"Sim"
"60914/AL";"2017-12-15";"De porto e Alma";"N";"2017-12-16";"Estabelecimento de hospedagem";"3";"6";"3";;"Rua Rua Santa Catarina, 479";"4000-452";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Renato e Filhos - Produtos Regionais Portugueses, Lda ";"Comodatário";"503981273";"Pessoa coletiva";"Portugal";;;;"Não"
"60909/AL";"2017-12-15";"Campanhã House";"N";"2017-12-15";"Apartamento";"2";"4";"2";;"Rua Rua Estação, 117 2.º";"4300-172";"Porto";"Campanhã";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"60896/AL";"2017-12-15";"Charming Porto";"N";"2017-12-15";"Apartamento";"5";"8";"3";;"Rua Rua São Francisco de Borja, 18 1.º";"4050-550";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"60893/AL";"2017-12-15";"Alegria Downtown";"S";"2017-12-15";"Apartamento";"2";"4";"0";;"Rua Rua Alegria, 426 2.º Intermédio";"4000-035";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"60884/AL";"2017-12-14";"Starry Night Balcony";"N";"2017-12-15";"Apartamento";"2";"3";"0";;"1ª Travessa Travessa do Carregal, 156 4 Frente";"4050-167";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Noruega";;;;"Não"
"60866/AL";"2017-12-14";"Inside Porto Apartments Mouzinho";"S";"2017-12-14";"Apartamento";"1";"2";"0";;"Rua Rua Mouzinho da Silveira, 111 2.º Frente";"4050-421";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Rita Lemos Almeida Unipessoal Lda.";"Proprietário";"513587292";"Pessoa coletiva";"Portugal";;;"912314366";"Sim"
"60862/AL";"2017-12-14";"Flats 323";"S";"2017-12-26";"Apartamento";"2";"4";"0";;"1ª Rua Rua João De Deus, 323 1º tras.";"4100-459";"Porto";"Ramalde";"Porto";"Porto";"Norte";;"Usufrutuário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Sim"
"60825/AL";"2017-12-14";"Oporto Guest Downtown Miguel Bombarda II";"N";"2017-12-29";"Apartamento";"3";"6";"2";;"Rua Rua Miguel Bombarda, 384 2.º";"4050-378";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Gorgeous Freedom Lda";"Arrendatário";"514141913";"Pessoa coletiva";"Portugal";;;"912140446";"Sim"
"60759/AL";"2017-12-12";"Beautiful Central Oporto Studio";"S";"2017-12-12";"Apartamento";"1";"2";"0";;"Rua Rua Boavista, 225 2 frente Porto";"4050-107";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Proprietário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"60736/AL";"2017-12-12";"PORTO DOWNTOWN APARTMENTS";"N";"2017-04-04";"Apartamento";"2";"4";"0";;"Rua Rua Santo Ildefonso, 228 2 T Porto";"4000-465";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Fronteira Frenetica Lda";"Arrendatário";"514966122";"Pessoa coletiva";"Portugal";"931926515";"931926515";"931926515";"Não"
"60699/AL";"2017-12-12";"T1 Alfredo Mag 82";"N";"2017-12-12";"Apartamento";"2";"3";"1";;"Rua Rua Doutor Alfredo de Magalhães, 82 2º FE";"4000-061";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Host Wise Lda";"Arrendatário";"514142375";"Pessoa coletiva";"Portugal";;;"918963331";"Sim"
"60698/AL";"2017-12-12";"TRINDADE SWEET HOME - THE CLOCK HOUSE";"S";"2017-12-12";"Apartamento";"2";"3";"1";;"Rua Rua Camões, 299 1º DRT";"4000-145";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Arrendatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"60694/AL";"2017-12-11";"Apartamento Penthouse";"S";"2018-01-01";"Apartamento";"1";"3";"1";;"Rua Duque da Terceira, 193 5º B";"4000-535";"Porto";"Bonfim";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"60675/AL";"2017-12-11";"HEART OF THE CITY 5";"S";"2017-12-11";"Apartamento";"4";"8";"2";;"Rua Rua Alegria, 274 2.º Dit.º";"4000-034";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Regatas e Baías - Lda.";"Arrendatário";"514418907";"Pessoa coletiva";"Portugal";;;"960408855";"Não"
"60669/AL";"2017-12-11";"Porto Travels´s Nest";"N";"2017-12-11";"Apartamento";"4";"6";"2";;"Rua Rua General Silveira, 25 2";"4050-589";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"FlikeHome Porto, Lda";"Arrendatário";"513925597";"Pessoa coletiva";"Portugal";;;"968436315";"Sim"
"60624/AL";"2017-12-10";"ILHA DA GLÓRIA 12";"N";"2017-12-10";"Moradia";"1";"2";"1";;"1ª Rua : Rua da Glória - Bairro Oliveira C/12, 201 casa 12 Porto";"4050-289";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"60623/AL";"2017-12-10";"ILHA DA GLORIA 11";"N";"2017-12-10";"Moradia";"2";"4";"0";;"Ilha RUA DA GLORIA- BAIRRO OLIVEIRA, 201 CASA 11 Porto";"4050-289";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";;"Comodatário";;"Pessoa singular (empresário em nome individual)";"Portugal";;;;"Não"
"60618/AL";"2017-12-09";"Mouzinho Cosy Loft";"N";"2017-12-17";"Apartamento";"2";"4";"0";;"Rua Rua Mouzinho da Silveira, 200 3/4 DT-FT";"4050-417";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"MERMAIDRELAX, UNIPESSOAL LDA";"Proprietário";"514033797";"Pessoa coletiva";"Portugal";;;"914891000";"Sim"
"60617/AL";"2017-12-09";"oporto invite taipas 6";"S";"2017-12-10";"Apartamento";"3";"5";"0";;"Rua rua das taipas, 70 4 esq Porto";"4050-029";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Oporto invite gestão hoteleira Lda";"Arrendatário";"513908889";"Pessoa coletiva";"Portugal";;;;"Não"
"60616/AL";"2017-12-09";"oporto invite taipas 7";"S";"2017-12-10";"Apartamento";"2";"4";"1";;"Rua Rua das Taipas, 70 3 dt trasei";"4050-029";"Porto";"Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória";"Porto";"Porto";"Norte";"Oporto invite gestão hoteleira Lda";"Arrendatário";"513908889";"Pessoa coletiva";"Portugal";;;;"Sim"
